"Leading.razor.protein","Gene.names.syn","Protein.names.syn","pVal.syn","phase.syn","peak.shape.syn","period.syn","t1.1H","t1.2H","t2.1H","t2.2H","t3.1H","t3.2H","t4.1H","t4.2H","t5.1H","t5.2H","t6.1H","t6.2H","t7.1H","t7.2H","t8.1H","t8.2H","Av_expr.syn","Amplitude.syn","CV.syn","Gene.names.tot","Protein.names.tot","pVal.tot","phase.tot","peak.shape.tot","period.tot","t1.1T","t1.2T","t2.1T","t2.2T","t3.1T","t3.2T","t4.1T","t4.2T","t5.1T","t5.2T","t6.1T","t6.2T","t7.1T","t7.2T","t8.1T","t8.2T","Av_expr.tot","Amplitude.tot","CV.tot"
"O35691","Pnn","Pinin",0.480280878960912,6,12,24,2507.14997112744,2729.63812349487,1108.70617798985,2182.03799018052,1402.94866894175,1511.75781360514,1719.53266162143,1431.36226873163,818.655310032302,1569.64723597497,1651.13741414426,762.185424579634,1022.71704160326,870.399153311157,1266.46156895603,1054.80353859837,1475.57127268079,1.33334982548204,0.395583638626356,"Pnn","Pinin",0.170611644309342,6,12,24,7237.39962615067,9876.69490982152,4877.68080259035,5657.21509405204,5925.09196180902,5722.00834028116,4623.37508881322,7141.69769299566,4918.71953127916,8819.77396542858,5757.10528099955,5999.14146460219,6193.51558711128,3404.41097607993,4266.88337982613,6631.69543306441,6065.77557093155,1.0670167166682,0.270911050137197
"O35730","Ring1","E3 ubiquitin-protein ligase RING1",0.405384774669838,24,12,24,1167.35143683601,1014.20518239655,1120.12693206673,664.250397164874,978.344844944042,1195.01094589059,623.464364451406,1495.43690746848,682.559914056983,784.230709488804,426.699180937524,725.723752950984,510.687668512645,1426.51589042788,1007.68350714737,1233.31485577373,940.975405657163,1.13577647205834,0.341885772572568,"Ring1","E3 ubiquitin-protein ligase RING1",0.807732893034616,6,6,24,4519.36892896013,5440.57964108068,4972.11584841548,3318.80487533115,4550.87046568917,4176.47756954837,2250.28810778452,4200.59937425258,4849.15367479684,4757.23774580847,4588.87800469139,3812.91239621971,4616.84908548116,5122.56268627637,5645.25824197647,5518.4790245681,4521.27722943004,0.75088740679145,0.190881444473616
"O35737","Hnrnpf;Hnrnph1","Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",0.0088443868585991,6,12,24,190305.28859055,153330.632872938,148713.487679497,168615.813506593,134305.836710725,136600.660449218,128929.857118309,163490.884331366,149676.12683145,146733.827405213,145605.400687748,147730.037321864,126241.856395051,125316.961463933,125913.910376229,133177.574795041,145293.009783483,0.447291492023348,0.122518767471436,"Hnrnpf;Hnrnph1","Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",0.334134238530145,6,18,24,3617847.55016224,3414896.59253807,3600435.16064876,3001092.22354217,3120835.85503736,3241747.38087774,3472911.79379116,3047583.83415859,3763433.76709754,3954264.36652416,3897510.72209195,3990297.27652554,3636872.31591347,3596047.69762714,3645418.07273579,3493539.13122777,3530920.85878122,0.280154977283976,0.0866466005066527
"O35841","Api5","Apoptosis inhibitor 5",0.202556542240958,6,6,24,11291.0829560044,9962.16194925207,10576.9012233366,4876.10116066107,6842.02009244417,9384.95304934643,5796.11179478516,7310.84387915268,6509.01387086405,11050.150110808,5082.19335180787,5082.3883314169,8291.95245523147,9143.64688253504,8401.96762989467,9366.19129332888,8060.48000192934,0.795856052469313,0.271025265773318,"Api5","Apoptosis inhibitor 5",0.0120320043860253,6,18,24,195782.584898423,163266.590826918,170461.169338168,147564.125183385,156432.243659588,169746.309977154,134202.319076641,134173.198523983,214194.132226164,196951.929014857,185756.192885704,155654.734377468,171326.511746874,158512.802887077,125214.114476561,170350.672310683,165599.351963103,0.537321050443655,0.14730874075034
"O35955","Psmb10","Proteasome subunit beta type-10",0.0700731211262206,6,18,24,21752.8735349668,18520.6963880631,24708.9523804069,18835.4655070535,15952.3161379858,20672.5440928363,17971.2193753118,15916.0316611506,20706.4383243831,22927.4699886933,20330.5805276732,18974.4270271697,18685.1451775794,19427.0737530497,17198.8788647592,20616.7480507608,19574.8037994902,0.449195854493586,0.120922944202902,"Psmb10","Proteasome subunit beta type-10",0.862219164721563,12,12,24,42593.2677369782,34856.6319062119,46403.1527105152,39361.3986788735,35039.3161592242,46875.343038183,39483.4589956835,36400.6122145091,49742.6444275618,47517.1537524797,47566.4535980712,44464.1843081967,44513.2964567843,45640.6762671762,45570.280210618,45518.511510885,43221.648873247,0.344411028024522,0.109485892200852
"O35988","Sdc4","Syndecan-4",0.371602710114018,12,12,24,10641.4089657207,9445.71105509926,17853.1038950707,14245.5455124703,10939.7396689803,10159.473959712,9531.47233204747,8323.45847354054,11192.9214340168,6237.18936802723,7275.75223328305,7503.53550096345,10490.1663296503,7347.96568132686,7193.8929745803,6859.79322723292,9702.57066323264,1.19719968348814,0.311685514661959,"Sdc4","Syndecan-4",0.0609999226870105,6,18,24,107110.937284937,97333.0266734094,91602.4975672968,89603.4725408688,85900.5505058194,85202.3159259286,67726.5403018884,65527.2687175903,83405.4514967909,73361.7127508639,69089.7336172979,60273.6956964284,68664.5133605319,83404.6160482443,78170.7999982048,66854.4717412499,79576.9752642094,0.588577806997574,0.164214113444218
"O54724","Ptrf","Polymerase I and transcript release factor",0.000856622124101308,6,18,24,531394.845602868,498784.492236757,441881.968228958,430120.75635633,433477.458569349,403300.728898796,338085.905553793,317401.24360795,504854.850785706,407424.397806928,392168.038733072,398966.987697897,361903.669880526,460942.748900971,348261.240610122,360453.40368632,414338.921072271,0.516469950351567,0.150979990421813,"Ptrf","Polymerase I and transcript release factor",0.274075766865178,24,12,24,3243340.47971711,2994933.51906097,2810789.74658388,2691655.65274069,3138839.9577132,2980941.34549909,2975442.83142161,2797722.18302836,3065392.78153766,3170950.52241619,2983464.1427187,3130847.27633822,3397333.23799366,3430701.73557673,3523590.27824129,3794604.33868288,3133159.37682939,0.352024443473515,0.0927741104027126
"O54774","Ap3d1","AP-3 complex subunit delta-1",0.00803665773787854,6,18,24,123319.507777607,90280.061026223,112514.80389252,98534.9588353218,106719.826064369,97147.1588098369,89959.0099979343,69910.3088605288,119671.408148674,115310.197070432,100649.950793196,114349.882126993,76674.5987727157,93739.0479060698,98676.8084421261,94177.3147751556,100102.177706231,0.533546823265099,0.148240318751545,"Ap3d1","AP-3 complex subunit delta-1",0.0559165957964263,6,18,24,837860.723142183,643284.533494657,742369.265453252,712560.561353516,728991.994257761,724119.536849009,676352.997933126,629118.641405701,926115.127941327,787834.865027525,716542.372585026,794180.142606544,667571.439508492,694788.886484726,716717.919687251,700878.373119517,731205.461303101,0.406173780494392,0.102916759348132
"O54781","Srpk2","SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal",0.257363386185281,12,6,24,38543.4389751248,29862.6037254832,30422.2223411354,29905.184645835,22915.0984208819,27312.6251305613,27134.4693057283,27927.6734008532,29431.4454546215,41187.3770415273,29362.8538303351,43507.6193546527,29797.8406150755,38051.2487732614,30310.7746155588,36590.8531027882,32016.458045839,0.64318547992685,0.179389821675983,"Srpk2","SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal",0.836216071045467,18,6,24,528855.693753226,467715.885562641,406807.763335404,427041.329323865,410086.245531823,470099.500074081,422951.773796419,449707.127967354,343313.045868543,589119.085238617,531608.229277113,616170.344345797,541400.704364241,595674.256769933,507238.076978608,494386.101187604,487635.947710954,0.559551238496859,0.157802748725963
"O54784","Dapk3","Death-associated protein kinase 3",0.0840877453514647,6,18,24,121888.387356099,114846.583006915,118522.145692806,95281.3292921347,101523.269613936,107770.509351483,98857.0750895958,65671.5271556504,112897.105148368,101129.178029497,96243.4302633975,87435.6912377602,84759.0778858895,103646.336873906,91763.7575305717,95596.0830548838,99864.4679114309,0.562931554898054,0.141126517824905,"Dapk3","Death-associated protein kinase 3",0.0283298306267706,12,12,24,317018.048773773,292635.715483412,331247.526089997,332142.010791933,335521.85166916,328993.410109034,265904.857280027,242360.963508597,335474.684750613,303190.313998404,338350.013656498,313225.080253676,277406.038948497,297536.924873509,310591.657720208,314751.451962447,308521.909366862,0.311125554567215,0.0898990980928597
"O54825","Bysl","Bystin",0.858038494704348,6,6,24,16329.2498454705,12041.6756330941,7443.23748907003,9274.64217048776,11276.541005513,5807.1931009571,5244.96038659864,12183.2314502183,6237.0925131855,9795.47251237657,8488.1398264914,11021.812065481,11356.4929766648,8348.48486125536,10991.6642261491,9530.42170513021,9710.64448550896,1.14145765251861,0.291076652778651,"Bysl","Bystin",0.00371760993940364,6,18,24,211962.0220283,173741.333881992,137407.142390153,155703.382805947,154813.345898398,148430.223858178,129035.632394208,141321.683784641,176549.604758276,184579.696971031,174836.429837438,182003.476883155,180037.119663103,165354.061718807,146467.455246904,148916.025073806,163197.414824646,0.508135436601098,0.132758117552602
"O54833","Csnk2a2","Casein kinase II subunit alpha",0.853430522236473,12,6,24,5821.85434859747,3841.48359375834,6771.45062205881,4852.84427085905,4149.05026151572,3773.29199472988,4914.1948767861,2259.71702629996,4600.07205310623,7442.76998200667,6320.73663562046,4404.11615598167,6713.75881017926,4788.1648200301,7506.80246167884,5026.58117279602,5199.18056787529,1.00921392647903,0.279964994327739,"Csnk2a2","Casein kinase II subunit alpha",0.751358466742086,12,6,24,25452.1383013043,27166.3563470182,34574.9493962266,24382.0936230911,22726.255532457,24446.6887711372,32754.247493514,22229.6460992844,35251.3293603322,26045.5341756291,30882.3567870383,29578.0908993012,28416.6484714723,27761.4224005934,29295.5078685049,29025.4443079427,28124.2943646779,0.463004799060918,0.139157747204616
"O54931-5","Akap2","A-kinase anchor protein 2",0.0212265284606378,24,6,24,71252.8548201162,92799.8571133204,69169.4574627061,91709.3418819185,87623.9107136337,82677.7873806365,94296.791841819,84885.7809355818,45700.6640176636,55203.817165513,79155.9366139654,69525.1845915623,83847.024201551,86451.0560665642,89586.0164085986,94652.0557058881,79908.5960575649,0.612592313009237,0.178532673707813,"Akap2","A-kinase anchor protein 2",0.00130198144442061,24,6,24,307023.333231219,401040.107063734,416804.218568498,464001.897786208,579030.748897432,501701.207163425,574128.9091494,561400.995643036,218408.301861641,260295.755753015,348692.325634344,300474.866191111,395180.986792983,433098.811128584,460163.52197202,472800.611887714,418390.412420273,0.861928085181708,0.262874840818268
"O54941","Smarce1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1",0.0255585911246088,6,6,24,71048.4282544257,61069.6824826296,53785.714299071,56762.689314802,51917.8359726748,59433.7168303865,68931.8806811376,64959.7375600779,57723.1839383021,59583.1433557866,52816.423816155,51852.8575669853,54280.1313045639,59263.2105373205,52589.5670695324,58992.0399492154,58438.1401833166,0.328476755543984,0.100348219588218,"Smarce1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1",0.046793946945987,12,18,24,399874.789225174,407858.552481507,487756.760128342,409209.365921362,447738.743825674,500964.053856615,422794.23085608,429963.903654307,405626.56077473,421731.550329528,527084.816588213,514051.341188413,483426.194958307,469794.234631472,575410.395328309,565863.123487109,466821.788577196,0.376022735867024,0.123761217617838
"O54950","Prkag1;Prkag2","5-AMP-activated protein kinase subunit gamma-1;5-AMP-activated protein kinase subunit gamma-2",0.00405557447934942,6,18,24,105840.386512976,88403.655947082,99696.8941296709,89580.1222499029,73246.1858508547,78657.5515360178,72825.6552492469,64530.7632837888,94855.3717749551,79677.5405092421,67527.3353280037,75536.1047536838,84746.6425751668,76259.1420768409,70417.2397166967,72599.5609656767,80900.0095287379,0.510625690526191,0.147045571197262,"Prkag1;Prkag2","5-AMP-activated protein kinase subunit gamma-1;5-AMP-activated protein kinase subunit gamma-2",0.769244719120214,6,18,24,358768.398684034,339097.389277032,365811.78425168,352050.468869451,365996.7892877,334116.533635299,294922.624262769,319434.699328733,403524.455309597,410900.152249022,356574.347753513,388891.114055993,404821.723226767,389926.441944905,405947.370110738,373988.151589146,366548.277739774,0.316404509390683,0.0917863096972616
"O54988-2","Slk;Stk10","STE20-like serine/threonine-protein kinase;Serine/threonine-protein kinase 10",0.034083057356335,6,18,24,28465.5364766576,27179.1819312018,27899.0909889083,24729.8261561551,22690.8643759711,24750.3945960005,21564.4677183657,16501.9345018036,20726.7495233561,22001.0660623635,20425.2165718595,25878.5695159198,15884.4732231479,23221.5964700921,18170.5318982552,19972.4412033026,22503.871325835,0.559062175185223,0.170985928981058,"Slk;Stk10","STE20-like serine/threonine-protein kinase;Serine/threonine-protein kinase 10",0.00270754509461311,12,12,24,166311.16304564,173357.672010292,173538.861315119,176077.07208067,160437.207787827,180666.09345438,157790.578926716,151927.484510024,152179.585733432,148280.174377381,161190.38782379,176183.258176656,147644.226047212,158938.799597576,148265.449496007,141975.009197259,160922.688973749,0.240432747575034,0.0756318399720362
"O55022","Pgrmc1","Membrane-associated progesterone receptor component 1",0.807732893034616,6,6,24,7389.56542104636,8155.85532159751,6460.52436569264,6093.49193045873,6030.1847852672,4966.63101204979,5558.80185226728,4653.91839322557,5325.05750216077,6356.08312486748,4155.04545358907,6059.24915954276,6364.80653823275,6639.2446965947,6758.66340760728,7750.36635402996,6169.84308238937,0.648445967682385,0.175484708935267,"Pgrmc1","Membrane-associated progesterone receptor component 1",0.206405513307332,24,12,24,140338.546012899,177464.623083575,92980.2832518579,121294.487439775,127665.897420201,119368.343460547,134592.194299457,134006.857865793,112570.260650609,116262.595353572,138167.292949515,122499.074598823,143022.326480271,148488.50809629,162184.829203604,154853.609001921,134109.983073044,0.629963093692301,0.154884031637735
"O55028","Bckdk","[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",0.0255585911246088,6,18,24,1916.4150148019,1266.96869965683,1463.44134013772,1376.63975418503,1144.76432887782,1157.89413162159,1658.30744310082,847.549998918729,1394.63324376444,1847.06600193555,1019.31104074793,1612.76868893179,831.900471013698,1272.54577892003,704.071556210764,860.295623945025,1273.4108197981,0.952044257628775,0.289097860286092,"Bckdk","[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",0.0181643155438042,12,12,24,8373.26462089118,7814.76112154155,8519.02724258941,6585.80946518356,6210.20239802891,7117.90150393846,6788.28388272174,6524.76209298829,9850.30973047892,6581.59639243499,7593.04453821308,11093.3350820204,8317.84844440312,7574.52716054313,5588.70663373772,6240.6267236102,7548.37543958279,0.729246775328246,0.190963295575629
"O55029","Copb2","Coatomer subunit beta",0.0157387947926503,6,18,24,100834.490425373,102450.213631915,111594.728825644,93596.2788948721,79104.2777606904,78741.7331395513,97490.2096419731,62131.9282706721,111901.13099873,94226.370857427,88055.0822070318,104944.295253101,97288.3079290429,83991.2689172773,82814.8285542309,84523.7202611744,92105.5540980441,0.540349637059669,0.144428135023963,"Copb2","Coatomer subunit beta",0.264522510032964,6,18,24,726484.213338771,695386.147367647,697656.761683804,657623.677989919,659188.206238537,673158.903225523,694502.417537953,581664.303300605,861869.562047123,783442.661280736,723900.206131005,832390.893208435,759847.771807924,722197.954207061,705042.654619001,714037.929902822,718024.641492929,0.390244627487868,0.0946669516850021
"O55091","Impact","Protein IMPACT",0.827964021487027,12,6,24,40084.0896355948,36023.638445003,64996.6686204423,63783.8416047536,36805.3618840215,63789.4251427113,47158.0152489413,53705.4073697396,63320.7845695386,71540.6515076423,51521.2796178748,51913.0361645445,49906.2616457039,56921.8332808601,60135.2941403057,58248.3022980905,54365.8681984855,0.653296162455633,0.193251776548281,"Impact","Protein IMPACT",0.769244719120214,6,18,24,248160.841581264,211468.342585038,214158.257384458,250445.32037677,240246.69711707,263610.887827754,209465.696222567,214405.506330777,284992.754131863,269257.016409655,286770.792050564,249713.882362491,245086.753645551,244236.789545571,294072.497320737,251541.149919196,248602.074050708,0.340330230233367,0.108341923307649
"O55098","Stk10","Serine/threonine-protein kinase 10",0.700821635491479,12,6,24,4800.61793130784,7266.68852845324,5189.39946810503,5359.63898598273,4675.14475563972,3418.34155917539,5479.6570575943,1233.43679568433,2985.02084905891,4077.75420441952,3621.94492327348,4103.48905300554,4673.38611660022,4669.43972784384,4611.86029099729,5305.15800054356,4466.93614048031,1.35064651542571,0.294131821573924,"Stk10","Serine/threonine-protein kinase 10",0.822978255491249,6,18,24,25367.6515492047,28266.371321526,26424.7068557674,22067.2391778966,22379.7283819282,21141.6203726251,24596.3604501464,17248.4764438096,17817.3775276148,18116.1631485667,16748.297142516,20399.5696615612,19800.8325290858,19445.6036548069,19038.1674854275,19112.0166545173,21123.1363973125,0.545282384318431,0.163668353636711
"O55102","Bloc1s1","Biogenesis of lysosome-related organelles complex 1 subunit 1",0.0186339244229431,12,12,24,41716.7344916534,59546.0915339193,63632.9702096324,62389.175425943,52470.7665091214,54047.5989399541,52032.7248374417,37494.5237693169,44013.1246315674,50009.231387653,44136.538999634,58291.7016209994,50679.3452786327,40597.6775405066,39221.0815056738,45083.0331526357,49710.1449896428,0.525817143477684,0.168223877285984,"Bloc1s1","Biogenesis of lysosome-related organelles complex 1 subunit 1",0.897535093525561,24,12,24,259118.851764568,307156.156390754,279602.196946501,284292.59454463,239807.954841245,301920.205149793,281404.544002823,275172.518095092,254684.81826442,284140.475992971,247954.044696187,242565.834865666,291764.023239598,271281.58232295,273471.597537028,295846.805954715,274386.512788059,0.245450116571619,0.0753007113049975
"O55131","Sep-07","Septin-7",0.0255585911246088,24,18,24,27644.199748686,44608.7085752285,25375.9596366811,23310.128465429,22719.6816026263,22955.5792753799,44289.974641604,44102.8996458207,23516.4305251497,35133.4692129161,26050.1167258049,43520.0273129123,34501.4423550984,27200.7496000034,28484.5448987188,43758.0824873786,32323.2496693399,0.67719140855336,0.275664914278591,"Sep-07","Septin-7",0.202556542240958,24,6,24,322560.334890953,321242.62817809,349957.312320063,353069.382166038,320343.458174533,377329.951840845,370070.109038759,372982.092123282,314333.835476768,389913.895890713,336809.776370516,323501.88305394,363204.556096462,343487.069603021,325899.617394723,397221.300346565,348870.450185329,0.23758809273117,0.0772514338598061
"O55135","Eif6","Eukaryotic translation initiation factor 6",0.700821635491479,18,18,24,18151.2055339859,16396.8459864829,11504.0199270886,15461.6286659739,14650.8581391703,16492.7393854323,11260.7114307514,20440.5337642721,17397.1636917205,22316.2437379767,24009.0217426519,19916.5455721686,21152.0272126123,24030.6081602109,22869.7204573244,17333.4488977269,18336.4576440968,0.696421139639836,0.219739644323519,"Eif6","Eukaryotic translation initiation factor 6",0.594461127000378,6,18,24,163923.347810568,153737.845170768,134528.684713397,169430.645260139,133404.848108584,166460.552353633,123856.626003171,134697.017745747,233528.010191381,220538.037130354,206366.49663544,236901.601920146,185304.673652567,199069.408995853,178747.653737112,218571.240208583,178691.66810234,0.632625891948314,0.209300280718631
"O55187","Cbx4","E3 SUMO-protein ligase CBX4",0.264522510032964,12,6,24,5736.24708254422,4102.08619652395,5847.35061982488,5902.57995152161,3709.67760885722,4301.11984449226,4912.45269577128,3737.32525604082,5392.62332731565,5289.36792242061,4522.93713088804,5647.21631704983,4783.44952466337,4868.20635442438,5912.00273932518,5754.90734687146,5026.22186990842,0.43816711388192,0.15390207978336,"Cbx4","E3 SUMO-protein ligase CBX4",0.104740236629495,12,6,24,21466.0219628512,16670.0530426703,19211.393798994,22595.2359572173,13262.588245056,16608.1860532375,19743.3907918809,16097.9384745137,19094.3923487553,19576.3823598733,20401.819117719,19993.4749133783,18822.2608405481,16577.3849957068,22623.36600132,20325.3977465398,18941.8304156413,0.494185490570873,0.133640023339461
"O55201","Supt5h","Transcription elongation factor SPT5",0.265547268522771,24,18,24,18593.0241858811,12241.3567109875,13589.1880007288,6920.27903297897,8337.72420968235,10203.2784882637,12967.3021762628,13881.2093767448,9640.25462681489,9357.34433756368,13312.0100667315,9296.4854694797,14576.4748821317,8135.77305087819,13789.6982379194,13434.1666928932,11767.2230966214,0.991971092674669,0.260101890098199,"Supt5h","Transcription elongation factor SPT5",0.664927657562299,24,6,24,146932.21037272,125724.558006107,136188.718989903,113691.819503609,116575.227526614,116796.24854742,120219.698693245,136383.230554991,106701.878575922,128593.32380249,153585.454335302,136349.546634406,157020.777577144,120863.481055022,166532.486189349,159945.346805486,133881.500448108,0.446892269754753,0.136988512827681
"O55222","Ilk","Integrin-linked protein kinase",0.887220330560502,6,12,24,171362.327896967,217347.767279422,174099.20778442,156364.896549011,132054.400824454,158100.073535968,139918.340321346,159915.818142827,90701.1201764483,139879.389084351,118466.579496232,160216.077090254,121364.596631603,157546.38254698,133288.076728214,164474.377268132,149693.714459789,0.84603850976651,0.191160400503085,"Ilk","Integrin-linked protein kinase",0.718028074820449,18,12,24,1048601.27290969,1193371.51725746,1131736.65685865,1076244.89239148,1203989.81729339,1141723.43075779,1122640.30333512,1076915.79308319,793247.937971342,950330.083072141,859215.216264547,1061874.66316788,966403.300668847,998606.645728265,868119.926285003,1017794.07645681,1031925.97084385,0.398034249478348,0.116548292656833
"O55234","Psmb5","Proteasome subunit beta type-5",0.901630160090503,18,6,24,34212.8766473423,32872.7462203045,30796.2897709222,38100.2961643877,30992.9272676676,34121.3870417818,26851.6137738231,63529.0087976615,20530.9951618261,31985.9572372126,26383.1024450974,32477.2103466633,36436.5512342266,32637.8430413638,22017.8160593198,28503.5962240667,32653.1385896042,1.31681104766832,0.29148631099553,"Psmb5","Proteasome subunit beta type-5",0.513850436357357,6,18,24,961991.70712497,870339.167258848,774381.714598285,757305.136111666,818399.331086019,871246.82677206,856174.575765674,859336.926918342,1088356.011166,1063853.74281702,984490.778295119,983493.147700445,1014962.42546926,927600.577975643,917068.025585082,893826.297206658,915176.649490693,0.361734398750851,0.105179001265786
"O55236","Rngtt","mRNA-capping enzyme;Polynucleotide 5-triphosphatase;mRNA guanylyltransferase",0.435893574955956,6,18,24,12553.229873313,12330.1407118448,12085.748865476,9975.3377017922,10539.2702723063,10098.5321633109,9919.85425684993,8492.42365789321,9575.79765864566,7731.00672759227,8322.1700806572,9721.98980951166,8978.18526011283,7917.23482809286,6490.82982793157,8117.40545673329,9553.07232200398,0.634602130187757,0.18159901660691,"Rngtt","mRNA-capping enzyme;Polynucleotide 5-triphosphatase;mRNA guanylyltransferase",0.149984889195133,12,12,24,78393.5092715151,70736.3031687537,75708.6567367147,79678.7582698906,79754.646544765,81504.0935240221,70161.9849190973,81839.7848311507,78590.3501688436,76029.9050139516,85487.1640593082,79549.5474810338,69982.1108887726,71838.7098432284,59120.7332799453,62844.0166549976,75076.2671659994,0.351195281473767,0.0952351641847151
"O70133-2","Dhx9","ATP-dependent RNA helicase A",0.00631819191522008,6,18,24,401793.109113697,354153.851150945,205613.319620505,345738.324814387,324763.75058194,250303.924737316,266076.95987599,239246.736964002,347922.444492606,323856.607805497,311621.180537413,323354.671492017,271092.609878251,317636.519442394,279594.761238643,262681.585028521,301590.647298383,0.650483664697662,0.168378917980966,"Dhx9","ATP-dependent RNA helicase A",0.153143826368685,6,18,24,4342081.54737944,3548690.10147639,3137927.90171934,3814813.34384837,3650828.32933564,3551888.94366884,3360517.97221646,3193964.17447115,5132470.96227057,4203180.35664872,4574012.53682597,3970435.6804828,3679383.08010904,4085251.90883427,4169341.73802798,3485859.71320503,3868790.5181575,0.515546926407668,0.137768273620827
"O70194","Eif3d","Eukaryotic translation initiation factor 3 subunit D",0.0306703093495305,6,18,24,128178.16833171,123658.455902967,83972.2137854103,106101.826105379,108460.296500509,79262.706082174,99430.0410929178,47606.4610715546,96615.3889802434,118983.702099691,81537.8830459127,116953.514911229,90848.9986081469,86780.5922214731,83360.9831730274,84325.9594736303,96004.8244616235,0.839246441124037,0.215501331712898,"Eif3d","Eukaryotic translation initiation factor 3 subunit D",0.0681749496341515,6,18,24,3804225.56060204,3876276.3188744,3644004.01677015,3750951.37217005,3380354.86495383,3505181.58765379,3372248.56231106,3023634.06456202,3788187.51234013,4298011.98306426,3893399.8274441,4686140.27302396,4436292.06074817,3919027.36199869,3517230.8340952,3779421.11810431,3792161.70741976,0.43840593749182,0.110248589141676
"O70251","Eef1b","Elongation factor 1-beta",0.253839032870925,6,12,24,46478.9187943536,48541.5191736048,59286.0400235422,33279.7686962255,35963.8988656897,35679.7916625088,52060.1019676745,22280.4171054022,42698.0781266357,35990.5860601284,35506.1122162555,33975.6485630599,31288.9870850689,17707.5179729779,18803.8131032113,46611.2883735647,37259.530486869,1.11591642479814,0.313905391938488,"Eef1b","Elongation factor 1-beta",0.822978255491249,12,18,24,3255619.67669794,3840690.83997733,4687345.3829115,3802894.70153124,3425779.29723352,4456083.38002964,5430073.34149769,3431865.70602528,2460217.81016762,4132769.87195479,3334480.56790854,3819953.91253205,3361105.22910189,3482636.77113192,3068476.34698296,4144755.10054056,3758421.74601403,0.79018687417923,0.188027295806642
"O70305","Atxn2","Ataxin-2",0.0317394656453015,12,12,24,88548.6151813836,85762.8018244445,82663.9965929189,107895.063070745,77938.9811578208,80052.3579461042,86429.9734694264,67057.276969688,94546.7659048458,97717.7697623641,87347.3567750821,106080.598344863,85793.4993910063,96391.2117312798,82501.6165442637,82572.0956996779,88081.2487728696,0.463637683048332,0.118513852136631,"Atxn2","Ataxin-2",0.000140037868969505,6,18,24,946203.777570472,903681.926913331,897504.361404703,970300.979633849,869793.413964235,889441.840231726,790290.267445451,745953.957644619,1000674.22325687,1070587.83111455,1009487.24869178,971838.263878904,779845.824001805,863332.09711987,851369.436732001,833583.587134721,899618.06479618,0.360857441811688,0.100586934754705
"O70310","Nmt1","Glycylpeptide N-tetradecanoyltransferase 1",0.413768784442628,6,18,24,141674.870953934,121972.41124011,107408.670274624,143600.459992507,134046.571724662,90505.4225628269,89012.1346163829,59446.0605962308,97656.2446618971,132263.531428345,98281.1963404736,116523.047387893,119290.081374373,123380.300185439,117010.904371343,108106.056989579,112511.122793789,0.747965154969745,0.195831043685484,"Nmt1","Glycylpeptide N-tetradecanoyltransferase 1",0.114262076323085,6,18,24,952846.52044146,891480.042043322,869331.449032256,835833.845850904,808138.237104768,878540.531565205,683660.825082765,729529.220412367,675061.351007585,1018641.66127885,886015.459174561,988255.676593584,841406.393407815,945824.258779011,853139.800559105,809709.086883874,854213.397451089,0.402218358195369,0.116158661989666
"O70311","Nmt2","Glycylpeptide N-tetradecanoyltransferase 2",0.399569110376293,12,6,24,37347.7385352633,38554.148317509,35217.5554818961,44897.7526668861,30578.0492576661,30078.0785828878,23821.4632230573,29497.1943468387,17430.6357185994,30641.5112117006,23418.6640278135,32046.2110536878,22404.6120637413,12554.4860152555,38924.5082534802,28034.5081517115,29715.4448067496,1.08843286250536,0.283594268112807,"Nmt2","Glycylpeptide N-tetradecanoyltransferase 2",0.00749853148777137,6,12,24,309359.447952473,278156.404897762,239005.692697009,257170.204174946,203688.80316695,217036.391616578,229233.564657706,239831.60809437,219167.474374682,269149.564746649,194236.153114407,200281.0197975,212635.741314283,186947.319193251,205578.406954098,208152.030489828,229351.864202656,0.533730690111411,0.148620574951403
