"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","t1.av","t2.av","t3.av","t4.av","t5.av","t6.av","t7.av","t8.av","FCday1","FCday2","FCav","anova_pval","anova_BHadjpval"
"O55234","Psmb5","Proteasome subunit beta type-5",0.513850436357357,6,18,24,916165.437191909,765843.425354976,844823.07892904,857755.751342008,1076104.87699151,983991.962997782,971281.501722452,905447.16139587,1.19628295662035,1.18847893380388,1.19238094521211,0.689876620314225,0.999825464286451
"O55236","Rngtt","mRNA-capping enzyme;Polynucleotide 5-triphosphatase;mRNA guanylyltransferase",0.149984889195133,12,12,24,74564.9062201344,77693.7075033027,80629.3700343935,76000.884875124,77310.1275913976,82518.355770171,70910.4103660005,60982.3749674714,1.08133134099781,1.35315090325995,1.21724112212888,0.460279955090296,0.973815442174511
"O70133-2","Dhx9","ATP-dependent RNA helicase A",0.153143826368685,6,18,24,3945385.82442791,3476370.62278386,3601358.63650224,3277241.07334381,4667825.65945964,4272224.10865439,3882317.49447166,3827600.72561651,1.20387415393961,1.21951739329023,1.21169577361492,0.465503889481702,0.97804234618875
"O70194","Eif3d","Eukaryotic translation initiation factor 3 subunit D",0.0681749496341515,6,18,24,3840250.93973822,3697477.6944701,3442768.22630381,3197941.31343654,4043099.7477022,4289770.05023403,4177659.71137343,3648325.97609975,1.20085097359446,1.17581873942635,1.18833485651041,0.483157938983828,0.985907207288226
"O70251","Eef1b","Elongation factor 1-beta",0.822978255491249,12,18,24,3548155.25833764,4245120.04222137,3940931.33863158,4430969.52376148,3296493.8410612,3577217.2402203,3421871.00011691,3606615.72376176,1.24880936744506,1.09407628154425,1.17144282449465,0.55729777364589,0.999825464286451
"O70305","Atxn2","Ataxin-2",0.000140037868969505,6,18,24,924942.852241901,933902.670519276,879617.62709798,768122.112545035,1035631.02718571,990662.756285342,821588.960560838,842476.511933361,1.21582578507597,1.26052208208684,1.2381739335814,0.0787305757513217,0.605178450388897
"O70310","Nmt1","Glycylpeptide N-tetradecanoyltransferase 1",0.114262076323085,6,18,24,922163.281242391,852582.64744158,843339.384334987,706595.022747566,846851.506143217,937135.567884072,893615.326093413,831424.44372149,1.30508035233053,1.127144594991,1.21611247366076,0.293553417806105,0.855714255161253
"O70311","Nmt2","Glycylpeptide N-tetradecanoyltransferase 2",0.00749853148777137,6,12,24,293757.926425118,248087.948435978,210362.597391764,234532.586376038,244158.519560666,197258.586455953,199791.530253767,206865.218721963,1.39643610635803,1.23775863929343,1.31709737282573,0.25755847751905,0.840647288571916
"O70318","Epb41l2","Band 4.1-like protein 2",0.00263257996467503,24,12,24,194709.5767219,211052.991406322,214560.086824027,252912.547486183,186483.933771159,180237.39339204,226527.743919768,233201.742583532,1.29892197263318,1.29385882804179,1.29639040033749,0.0643228751924351,0.572874663267475
"O70325","Gpx4","Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",0.0535267116004595,12,18,24,172412.350213945,223734.92624426,210070.257543662,148948.06916285,126673.351184305,190162.414917091,138740.121883099,158904.072795521,1.50210021185064,1.50120300078279,1.50165160631671,0.418876196034662,0.949892476047107
"O70326","Grem1","Gremlin-1",0.0083317016530793,24,12,24,3232033.40760547,2868700.82143284,3109627.45217077,3747183.08064714,3439892.36513599,3412867.14573155,3947188.44556993,4139156.39027958,1.30623000232402,1.2128091172422,1.25951955978311,0.342464906124659,0.904725466404404
"O70400","Pdlim1","PDZ and LIM domain protein 1",0.242478967530217,24,18,24,127893.830141931,116078.414506045,117688.980890952,129450.338366776,94649.2795179132,114053.33494683,105430.695980551,128840.445620449,1.11519733378193,1.36124063782298,1.23821898580246,0.542933831944774,0.999825464286451
"O70405","Ulk1","Serine/threonine-protein kinase ULK1",0.00964398928545424,6,18,24,45136.1136396114,40655.3672776042,40851.8680535,34653.9994619403,46809.7300519333,41341.7096921932,41593.5634791413,40947.0357363401,1.30247920414448,1.14317750259978,1.22282835337213,0.125000562912587,0.689179722922672
"O70422","Gtf2h4","General transcription factor IIH subunit 4",0.000856622124101308,6,18,24,31079.7959692856,27701.2588302861,29117.4816424654,21275.2470236272,33826.4879957161,29643.1030765934,29239.0038078564,24542.8813314354,1.46084301323364,1.37826066707131,1.41955184015247,0.0218847031788406,0.469033729110315
"O70435","Psma3","Proteasome subunit alpha type-3",0.764532693263432,18,6,24,96483.0563063283,89803.6732060099,92055.5357114426,88483.1299208355,102651.64478381,102747.76762303,109609.577098975,103432.967665016,1.09041188295046,1.06778198566443,1.07909693430744,0.939455106720755,0.999825464286451
"O70439","Stx7","Syntaxin-7",0.0132352048246278,6,6,24,44490.4168538853,24665.9560460227,29313.2792337081,29337.7989389651,30209.5448944949,28160.1727413955,26377.0102475287,30981.2732781779,1.80371751132911,1.17455591014453,1.48913671073682,0.279504765950928,0.850698785668347
"O70475","Ugdh","UDP-glucose 6-dehydrogenase",0.209425493352519,6,18,24,500495.559777516,508396.256650531,443363.55101621,433697.408684834,413223.729502173,390559.290938067,338628.157604796,303364.566725621,1.17223724760592,1.36213577598176,1.26718651179384,0.63617264325269,0.999825464286451
"O70551","Srpk2;Srpk3;Srpk1","SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal;SRSF protein kinase 3;SRSF protein kinase 1",0.0144384052632304,6,18,24,1208764.01753164,1289358.95278832,1158972.32258594,1005627.36783158,1290244.83282846,1072922.02792202,1092697.01119995,1050312.78697701,1.28214385768811,1.22843866020332,1.25529125894572,0.200137175244787,0.774977135175538
"O70566","Diaph2","Protein diaphanous homolog 2",3.73862647270561e-05,6,18,24,303590.520022563,278937.987877432,279361.943941885,247209.138681,285132.580501542,284123.565683172,270035.933708827,267672.229196433,1.22807159008113,1.06523034293668,1.14665096650891,0.0968630192815797,0.633726640408362
"O70583","Mid1","E3 ubiquitin-protein ligase Midline-1",0.769244719120214,6,6,24,167807.466579887,174547.431004047,186557.104214305,177272.382375777,273798.633015243,255581.952855615,250481.382808102,272038.022947876,1.11173303558273,1.09308975360059,1.10241139459166,0.999164478817646,0.999825464286451
"O88196","Ttc3","E3 ubiquitin-protein ligase TTC3",0.104740236629495,6,18,24,94547.4582028676,79031.5567601413,85639.2891980285,80665.7225726724,104064.298383453,101994.769211992,88191.2951615666,82648.3480761501,1.19632539303024,1.25912133522101,1.22772336412563,0.366236090127677,0.927231886114138
"O88207-2","Col5a1","Collagen alpha-1(V) chain",0.0227747965169304,24,12,24,73290.6767259037,75412.3343111227,82369.3137154304,85626.6276988122,88292.1098648846,75836.6462141846,87752.9796036165,93865.9153834464,1.16831541915001,1.23773821851697,1.20302681883349,0.284627694094765,0.855363532462095
"O88286-3","Wiz","Protein Wiz",0.791501589073402,12,12,24,162815.866174849,154500.89291469,152273.474461217,134209.225730468,199253.958691683,196593.580809676,182539.63188051,169571.509408887,1.21314958259153,1.17504384661236,1.19409671460195,0.696674837503802,0.999825464286451
"O88322","Nid2","Nidogen-2",0.642483960539855,24,12,24,56299.4500828265,51423.1402681287,58083.6836241039,51353.1590618518,73455.7404621274,81410.9673283295,78852.8795180316,93568.4707538332,1.13106349609662,1.2738074678054,1.20243548195101,0.992595843074393,0.999825464286451
"O88342","Wdr1","WD repeat-containing protein 1",0.0749924445975666,24,6,24,3135631.43953576,3352195.6773851,3369902.79766836,3260358.10254874,2803136.85123829,3512894.84330838,3435169.1061081,3807592.82930956,1.07471265760981,1.35833283616801,1.21652274688891,0.203033573092612,0.777058724925876
"O88351","Ikbkb","Inhibitor of nuclear factor kappa-B kinase subunit beta",0.513850436357357,6,12,24,11868.2684373959,11932.0569203887,10545.8211367362,11973.2403503402,10505.8361311128,10934.7784898953,9546.83306146783,9992.97509144424,1.13535401322441,1.14538281118891,1.14036841220666,0.559802275081691,0.999825464286451
"O88413","Tulp3","Tubby-related protein 3",0.664927657562299,12,6,24,11209.2618973897,10674.8773641523,9782.1737230004,10040.9903318735,9255.46667335704,10504.6317053331,8926.92800460018,10505.6293526803,1.1458866111766,1.17684710207886,1.16136685662773,0.488953586116078,0.987904041975861
"O88428","Papss2","Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 2;Sulfate adenylyltransferase;Adenylyl-sulfate kinase",0.801846290999874,12,6,24,46641.7591430622,32791.222065922,31094.7766863827,31610.9130547089,33577.7989330682,45131.8358221196,43280.169003879,40838.057378021,1.49998694679444,1.3440975065722,1.42204222668332,0.967195028486391,0.999825464286451
"O88447","Klc1","Kinesin light chain 1",0.00526515992935006,6,18,24,1674644.3677516,1628071.74044371,1508254.43902579,1433903.75892721,1702106.57331853,1653859.55009036,1523574.93454811,1586787.06202844,1.16789174819132,1.11717942762256,1.14253558790694,0.0839853321900767,0.612249813114487
"O88448","Klc2","Kinesin light chain 2",0.019457651088918,6,18,24,102016.991263339,89803.9322556132,81935.6236584056,70719.6792214096,85185.6350008699,82252.7032040806,84796.6402723198,81457.3159607325,1.44255449666201,1.04577021715195,1.24416235690698,0.273931925589087,0.846216559710279
"O88466","Znf106","Zinc finger protein 106",0.0609999226870105,6,18,24,24667.7139119227,21971.6116249261,20815.3674398771,21225.820857901,26941.6659556587,22211.0313383914,22586.2106299981,20135.8575305596,1.18507223008062,1.33799446657636,1.26153334832849,0.0333799204228317,0.482054751266743
"O88477","Igf2bp1","Insulin-like growth factor 2 mRNA-binding protein 1",0.127619855307237,6,18,24,31984.4249200777,31337.0576549467,30535.3149944943,25690.2554067407,33094.8005379954,31289.5833071981,28409.151032906,28909.7467394583,1.24500221635343,1.16493451351862,1.20496836493602,0.0841389989159572,0.612249813114487
"O88491","Nsd1","Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific",0.153143826368685,6,18,24,74305.7035168077,66348.6936896596,68668.4066824195,64381.7560505482,70159.3865640767,74447.4572469893,66927.5846757005,60704.1468791617,1.1541422302689,1.22639821287968,1.19027022157429,0.155934716228626,0.731718098148174
"O88512","Ap1g2","AP-1 complex subunit gamma-like 2",0.0176887737171982,12,6,24,46855.4999844164,49224.1774767648,42651.6835174004,40215.6966329581,46117.1691883374,46338.5778839426,42419.7877889387,46079.198964012,1.22400409785327,1.09238118103047,1.15819263944187,0.218247593269746,0.798162626815071
"O88532","Zfr","Zinc finger RNA-binding protein",0.652807203008925,6,18,24,3496729.20833918,3100203.87829133,3080210.56716113,2878808.84899508,3396565.59383159,3569672.84509007,3435156.9167342,3386242.14365209,1.21464445600819,1.05416939889602,1.1344069274521,0.722645578205304,0.999825464286451
"O88543","Cops3","COP9 signalosome complex subunit 3",0.0199807470981847,12,12,24,294375.072956179,313286.553637638,282644.296456807,266821.19291326,305855.815231313,297050.220843577,286413.593815353,269438.892444287,1.17414419078579,1.1351583747122,1.15465128274899,0.0183515858653058,0.437561570040917
"O88544","Cops4","COP9 signalosome complex subunit 4",0.14279010910399,6,18,24,136790.263834837,139081.0359595,123092.552278719,110487.779487076,156693.255245104,137562.890399884,129805.411225664,137058.847957682,1.2587911224677,1.20713962357621,1.23296537302196,0.338056059696775,0.898918749719611
"O88545","Cops6","COP9 signalosome complex subunit 6",0.20874040031176,12,12,24,195767.55025109,198176.200326544,193376.798821785,174614.05966087,205593.50678795,207915.758725281,203680.467317653,189487.112868995,1.13493839334264,1.09725540474632,1.11609689904448,0.169565992166815,0.746114877928726
"O88559","Men1","Menin",0.792614836000503,6,18,24,20042.3395457039,14586.790978472,14951.3734820233,13860.6769407407,28116.0888381234,24041.4546274498,26022.1910327544,22233.1467958044,1.44598562042763,1.26460231187019,1.35529396614891,0.824127544665051,0.999825464286451
"O88569","Hnrnpa2b1","Heterogeneous nuclear ribonucleoproteins A2/B1",0.858038494704348,6,18,24,1244913.32724083,1028370.05600459,1106936.19775622,950004.202260567,1569837.66305594,1415747.87071544,1549276.36866018,1318111.66327519,1.31042928471108,1.1909747154162,1.25070200006364,0.761880240644535,0.999825464286451
"O88574","Sap30","Histone deacetylase complex subunit SAP30",0.795129769509708,12,6,24,175700.638639368,195401.6424436,184824.182988319,178880.488278198,226658.17651757,223326.96023401,200468.446792294,232962.175299375,1.1121282424287,1.16208899219311,1.1371086173109,0.94220971654396,0.999825464286451
"O88685","Psmc3","26S protease regulatory subunit 6A",0.833768085609425,6,12,24,432920.060117005,431609.32025915,436202.821163987,439307.701585321,498107.27274093,483751.258857073,475242.60049812,464132.317451503,1.01783645756664,1.07320101189242,1.04551873472953,0.982583826017815,0.999825464286451
"O88708","Orc4","Origin recognition complex subunit 4",0.00579167592228507,6,18,24,23396.2823664097,23283.5107134475,24048.5861150683,18994.7358381145,26009.1092194576,22593.6122830445,21240.7011472774,18427.199066214,1.26606583634676,1.41145212172506,1.33875897903591,0.0377937319067737,0.491959086515292
"O88712","Ctbp1","C-terminal-binding protein 1",0.862219164721563,12,12,24,26034.6611136857,26037.0343984894,20271.1639897331,19206.7102804603,27549.2158123326,31740.9263442496,31648.8614933368,32187.1190255335,1.35562176022292,1.16834973615201,1.26198574818747,0.934637505904745,0.999825464286451
"O88738","Birc6","Baculoviral IAP repeat-containing protein 6",0.00263257996467503,12,12,24,2209355.39231139,2119985.89814425,1977208.44187702,1911928.35551326,2195143.03085409,2181759.39214812,1945759.81985888,1880812.28499648,1.15556390276888,1.16712499613336,1.16134444945112,0.000904098779155436,0.302562242254004
"O88796","Rpp30","Ribonuclease P protein subunit p30",0.114262076323085,6,18,24,205665.050888676,177149.08049697,174991.43050755,163981.735580576,218323.979929171,208833.845811543,208309.537818853,206780.424114779,1.25419486603505,1.0558251868561,1.15501002644558,0.701084094698859,0.999825464286451
"O88844","Idh1","Isocitrate dehydrogenase [NADP] cytoplasmic",0.132908552260519,24,6,24,362562.262246764,319565.830062927,307740.10020844,379233.351179179,283309.868289218,334673.000299579,345962.364371694,376071.190640897,1.23231698086247,1.32742001862421,1.27986849974334,0.413377038446492,0.944261541518149
"O88845","Akap10","A-kinase anchor protein 10, mitochondrial",0.749184919954748,18,6,24,20885.7370834782,16636.3169210782,18028.8631230083,16471.1584922184,23715.6875276328,23548.510966501,25168.8240349819,23711.9454194792,1.26801870635545,1.06880745329443,1.16841307982494,0.929119286005484,0.999825464286451
"O88852","Tspyl1","Testis-specific Y-encoded-like protein 1",0.58627791105411,6,18,24,303700.336703059,276596.657744149,277241.762344755,269114.373392561,366088.610586995,312253.802143615,316090.523916261,298864.096327026,1.1285177111668,1.22493338974518,1.17672555045599,0.472381177059883,0.979794830832761
"O88874","Ccnk","Cyclin-K",0.274075766865178,12,12,24,120205.738817317,140594.906182266,122146.23884314,113695.700921885,141903.899477497,158118.004411922,151069.42576667,150593.399817628,1.23658946681601,1.11426116543751,1.17542531612676,0.778456917556623,0.999825464286451
"O88878","Zfand5","AN1-type zinc finger protein 5",0.826685011670622,18,6,24,12461.6271638463,14029.765211926,12238.4373250189,14068.6582785135,16307.2175433913,15551.8703739138,19883.9886210436,12299.4137273375,1.14954694826546,1.61666149800686,1.38310422313616,0.862694038888131,0.999825464286451
"O88895","Hdac3","Histone deacetylase 3",0.0435943573051302,6,18,24,176059.85391973,171854.139295069,174693.633402899,149651.830690531,205304.227740931,199329.380257856,181695.134594193,171700.118191371,1.17646308172339,1.19571395700559,1.18608851936449,0.374842946322126,0.927231886114138
"O88939","Zbtb7a","Zinc finger and BTB domain-containing protein 7A",0.242478967530217,6,6,24,256720.92437899,209846.958255275,218447.887629253,208093.48209375,279712.054297538,236182.669693641,254031.096398489,270971.816355068,1.23368075634072,1.18430388927502,1.20899232280787,0.532494579550093,0.999825464286451
"O89032","Sh3pxd2a","SH3 and PX domain-containing protein 2A",0.132908552260519,6,18,24,29636.7932432475,28770.597590318,29821.5269238067,23591.5196611044,26852.3795938362,27124.491704445,23336.1707466309,21406.9740947939,1.26407825151568,1.26708667859048,1.26558246505308,0.23839575781998,0.815229929464434
"O89050","Mkln1","Muskelin",0.342696261849576,12,6,24,326208.328798512,298660.965732149,271304.893519663,262256.573168066,257675.423752982,273867.112518772,256998.140039091,275932.225722877,1.24385186940372,1.07367401834467,1.1587629438742,0.710463798040182,0.999825464286451
"O89051","Itm2b","Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide",0.000256068998048088,24,6,24,39486.5491760259,37107.1592708129,42661.1522611435,50390.526796768,23875.7231420207,33374.387540981,51252.9684892683,66801.3185074588,1.35797317248166,2.79787624065258,2.07792470656712,0.131167797120754,0.692123844491441
"O89079","Cope","Coatomer subunit epsilon",0.00172571347427838,12,12,24,81753.5052001729,87386.5337498248,74432.9244971868,68433.6237152132,89738.7416294057,89845.0656136936,78178.5281186347,70588.9732714696,1.27695318478946,1.27279178956421,1.27487248717683,0.0115632360799,0.435877137895128
"O89086","Rbm3","RNA-binding protein 3",0.413768784442628,6,18,24,1211937.07847532,918178.753183393,1072578.81818859,822351.208016771,1205041.61135593,1284327.42402131,1314151.28934179,1104308.93043262,1.47374633448657,1.19002142709012,1.33188388078835,0.562079054194422,0.999825464286451
"O89090","Sp1","Transcription factor Sp1",0.751358466742086,6,18,24,332386.233787545,285905.728099692,288932.665606636,266133.795902129,436105.302056734,438299.850510922,414071.673431637,396004.425540927,1.24894409844055,1.10680543509639,1.17787476676847,0.938959279983981,0.999825464286451
"P00493","Hprt1","Hypoxanthine-guanine phosphoribosyltransferase",0.769244719120214,24,18,24,504180.310005761,464636.142719347,452537.779961873,458013.507782156,383748.452160103,479008.635016289,449568.781168537,505062.745547563,1.11411761035341,1.3161297269203,1.21512366863686,0.815731328457612,0.999825464286451
"P01027","C3","Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2",0.265547268522771,24,6,24,3539464.92638808,3719844.24952564,4099061.72165027,4497246.45926986,5906632.84967015,5550633.1721478,6032423.87896897,7008378.77890184,1.27060065654024,1.26262690427261,1.26661378040643,0.88969809920915,0.999825464286451
"P01887","B2m","Beta-2-microglobulin",0.494883896312395,24,12,24,319805.486075563,327661.788826667,344990.092402899,373032.900612899,444593.703348193,396661.722724388,413962.821088406,463834.707719691,1.16643684006333,1.16934577033029,1.16789130519681,0.853183914212241,0.999825464286451
"P02340","Tp53","Cellular tumor antigen p53",0.688143914051891,18,6,24,500471.292929866,509181.82792211,505196.682997259,452899.532904846,503818.962276771,494773.385613174,521193.636749639,508663.125492882,1.12427103789725,1.05339869100623,1.08883486445174,0.54548515895036,0.999825464286451
"P02463","Col4a1","Collagen alpha-1(IV) chain;Arresten",0.752344151799718,24,12,24,1070467.59774804,942427.822758498,900279.980408363,901475.693516757,1071229.02238534,1053305.1840221,1200163.90360501,1120865.63434339,1.18903854472303,1.13942656108662,1.16423255290483,0.942071053372923,0.999825464286451
"P02468","Lamc1","Laminin subunit gamma-1",0.853430522236473,24,18,24,410600.575235197,415000.629935186,414485.174741692,416645.661484124,523991.540539697,499734.526241947,494114.91595706,543239.192442041,1.01472254695567,1.09941872811071,1.05707063753319,0.987250577880391,0.999825464286451
"P02469","Lamb1","Laminin subunit beta-1",0.149984889195133,24,12,24,168279.466163029,139562.219895021,153713.647368504,167292.96687434,185515.243210229,176481.430283917,195626.418701466,223821.024857905,1.20576662000368,1.26824122230781,1.23700392115574,0.664547117448302,0.999825464286451
"P02798","Mt2","Metallothionein-2",0.856645280719807,12,6,24,276868.110222043,396891.972185535,402741.8412374,389911.004770681,378148.925178192,418344.682749812,348979.160109912,383509.141844869,1.45463426941589,1.19876694819844,1.32670060880716,0.391095156138698,0.933041938393938
"P02802","Mt1","Metallothionein-1",0.853430522236473,12,18,24,216473.277107727,405515.797525859,428406.834565551,399183.010607608,388780.836188828,380293.436332901,300381.566847912,376484.926373329,1.97902872950159,1.29428992687049,1.63665932818604,0.619201594890113,0.999825464286451
"P04202","Tgfb1","Transforming growth factor beta-1;Latency-associated peptide",0.0523701183147474,6,12,24,55498.74273908,45375.1391367551,50666.5374056544,47438.3216986017,57408.4906547318,53052.9673740149,51058.5714734536,55155.0442783813,1.22310903712744,1.12436539053153,1.17373721382948,0.418709492793241,0.949892476047107
"P04627","Araf;Raf1;Braf","Serine/threonine-protein kinase A-Raf;RAF proto-oncogene serine/threonine-protein kinase;Serine/threonine-protein kinase B-raf",0.120825956600471,6,18,24,52680.5884811443,58845.8283536083,53506.5280150895,49710.0586888934,54932.1569568034,48564.6986217891,46022.8495866027,47548.3224462461,1.18378110800252,1.19358443577979,1.18868277189115,0.613936011281732,0.999825464286451
"P05017","Igf1","Insulin-like growth factor I",0.731536227103333,6,6,24,23485.921342237,17551.950729632,27619.1355102417,25739.9997968245,27532.203188162,29091.1653596794,22961.8992830831,22337.6203185223,1.57356500913678,1.30233950370967,1.43795225642323,0.930934392824679,0.999825464286451
"P05064","Aldoa","Fructose-bisphosphate aldolase A",0.833768085609425,18,6,24,3556650.43614581,3483860.03150875,3228435.06557983,3062226.36047973,2656254.05486158,3059221.10852929,2871780.87580536,2776480.36188362,1.16145902277081,1.15170501215054,1.15658201746068,0.840437887781486,0.999825464286451
"P05201","Got1","Aspartate aminotransferase, cytoplasmic",0.676678016636985,24,6,24,73587.3431676865,72371.8261924378,75237.6803920233,75871.0489492629,68479.4477955254,76977.878834852,73250.4065004486,100607.790543206,1.04835062124204,1.46916766682485,1.25875914403344,0.347775515286606,0.911575412082299
"P05202","Got2","Aspartate aminotransferase, mitochondrial",0.688143914051891,12,6,24,111246.810982886,125580.296200126,103224.896115339,131010.841671131,129720.182025507,157902.826514593,133345.461433085,162449.753513028,1.2691787214273,1.25230901604104,1.26074386873417,0.467709265788869,0.978748545302046
"P05213","Tuba1b;Tuba4a","Tubulin alpha-1B chain;Tubulin alpha-4A chain",0.136349899268303,12,12,24,555633.701499881,507446.810677655,468196.576331081,462488.8131845,404071.99039683,507319.269238829,451851.435495157,456996.816333705,1.20139922450021,1.25551703977453,1.22845813213737,0.802223457369805,0.999825464286451
"P06537","Nr3c1","Glucocorticoid receptor",0.833768085609425,12,12,24,30201.9355910067,29905.2736452893,27062.8470797788,25548.2638014828,28034.8196321431,29708.8448870867,30387.9274946522,30534.3196985986,1.18215217384963,1.08915698760515,1.13565458072739,0.869187036300657,0.999825464286451
"P06797","Ctsl","Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain",0.202556542240958,24,6,24,757122.53526186,815918.694904587,851364.508315363,886307.607640909,759778.749308452,1085370.20309182,965727.764990368,1284063.11764725,1.17062637335761,1.69004873960478,1.43033755648119,0.376269511244839,0.927231886114138
"P06798","Hoxa4","Homeobox protein Hox-A4",0.0120320043860253,6,18,24,82272.3214406013,64668.5879863963,61300.8553521477,53870.7286566983,77744.8310154845,80818.6134714616,75409.7242049807,63632.8760444087,1.52721753523881,1.27007638968038,1.39864696245959,0.229859502704092,0.815117489670825
"P06801","Me1","NADP-dependent malic enzyme",0.0363286310876085,6,18,24,119158.140095007,126154.957886014,97653.844030878,94327.5675133369,114485.224983915,101190.479638408,103401.953302757,98522.7814663055,1.3374134541122,1.16201779202781,1.24971562307001,0.204730114851238,0.780957259300088
"P06869","Plau","Urokinase-type plasminogen activator;Urokinase-type plasminogen activator long chain A;Urokinase-type plasminogen activator short chain A;Urokinase-type plasminogen activator chain B",0.791501589073402,24,12,24,5198.31258943619,4524.08541271609,4560.5921255736,5352.09429178573,7316.30561414568,6965.49423111172,7600.09115587673,10336.0513600161,1.18302237989192,1.48389346356065,1.33345792172629,0.862268238458581,0.999825464286451
"P06909","Cfh","Complement factor H",0.801846290999874,18,18,24,160032.551427664,177455.068447583,206682.818466112,199960.882342379,240317.603776482,229637.267817931,237291.601929353,253541.978165891,1.29150486336859,1.10409769535716,1.19780127936287,0.864132487358749,0.999825464286451
"P07356","Anxa2","Annexin A2",0.683150401020304,6,6,24,2632683.54089606,2332410.50243991,2591486.55605439,2321388.03867043,3097708.76671547,2701266.20167608,2707216.50655978,2861483.12882747,1.13409886543739,1.14676175372624,1.14043030958181,0.686003563658935,0.999825464286451
"P07742","Rrm1","Ribonucleoside-diphosphate reductase large subunit",0.20874040031176,12,6,24,722866.980236721,842697.896317045,728051.447027863,704148.355858556,735225.305107411,648329.282308294,566232.48930493,560118.19730718,1.19676186034626,1.31262527916799,1.25469356975713,0.639566542376064,0.999825464286451
"P07901","Hsp90aa1","Heat shock protein HSP 90-alpha",0.822978255491249,24,18,24,2130808.56412282,1797809.15211427,1653574.89724201,1788927.85942635,1578423.02674638,1924877.85604064,1864738.16922559,2000651.14311362,1.28860722769605,1.26749997257553,1.27805360013579,0.934846347263762,0.999825464286451
"P08003","Pdia4","Protein disulfide-isomerase A4",0.827964021487027,12,18,24,263865.992971483,305007.89032959,283983.149182535,258559.592730209,374016.344058865,348809.114734459,287086.420105444,361083.252135891,1.17964252305985,1.30280054320052,1.24122153313018,0.890848840765167,0.999825464286451
"P08030","Aprt","Adenine phosphoribosyltransferase",0.114262076323085,12,18,24,126970.403842375,156142.330874609,134790.244439626,139380.958567887,85583.9236683023,164163.649451544,113032.609038303,148298.667093532,1.2297537548077,1.91815988815602,1.57395682148186,0.165709985623073,0.746114877928726
"P08042","Zfp1","Zinc finger protein 1",0.00337964539945785,6,18,24,72516.7679061729,64932.4039863668,59895.5741057418,53246.0864931735,76821.0039600513,73293.5117211464,70225.3910560973,61736.4136477056,1.36191732918193,1.24433862320582,1.30312797619388,0.155303326227977,0.730242578835223
"P08113","Hsp90b1","Endoplasmin",0.664927657562299,24,18,24,2773591.64936589,2209713.89471791,1982845.52592338,2539159.74371841,2067662.27842562,2686545.94315444,2897544.18167367,3549239.07647778,1.39879360903531,1.71654680433609,1.5576702066857,0.695924818568487,0.999825464286451
"P08121","Col3a1","Collagen alpha-1(III) chain",0.242478967530217,24,6,24,1138951.98866168,1180804.11913029,1493632.26940031,1557367.58213591,1726784.92657299,2137966.03589669,2294054.07862246,2714094.92646777,1.36736894762868,1.57176199809331,1.46956547286099,0.73413929484717,0.999825464286451
"P08122","Col4a2","Collagen alpha-2(IV) chain;Canstatin",0.0770804332388426,18,18,24,33397.7976444841,26772.5074762641,34591.0127704457,29364.1007371388,30053.1714221467,30920.2263454016,37913.914292148,39432.9166627748,1.29203485333278,1.31210500578704,1.30206992955991,0.408631785501883,0.937080317826237
"P08249","Mdh2","Malate dehydrogenase, mitochondrial",0.58627791105411,12,6,24,845558.181719407,933840.639408975,799112.985531998,841068.891295783,1078169.52321916,995377.08761853,949697.935434052,952217.024960972,1.16859650176662,1.13527626310611,1.15193638243637,0.786234512502919,0.999825464286451
"P08556","Nras;Kras","GTPase NRas;GTPase KRas;GTPase KRas, N-terminally processed",0.791501589073402,24,6,24,225750.079181929,216699.12432459,227807.368212796,214988.464328196,143172.641675339,179440.80518953,185626.207387068,208953.837854843,1.05962600795655,1.45945367361923,1.25953984078789,0.833190227281788,0.999825464286451
"P08775","Polr2a","DNA-directed RNA polymerase II subunit RPB1",0.139611468079009,6,18,24,2023864.39925868,1892037.05718331,1782726.55877526,1736143.18454497,2200294.7138482,2077545.64901038,2000434.01536109,2060817.95447756,1.16572435803394,1.09990866829518,1.13281651316456,0.577375968708406,0.999825464286451
"P09055","Itgb1","Integrin beta-1",0.00337964539945785,24,6,24,556192.973843155,462208.760428518,523420.03203593,554711.151853719,374136.877905648,450906.327910315,573317.092503358,639598.049902385,1.2033371529512,1.70952955368298,1.45643335331709,0.333933561158457,0.892938423307536
"P09103","P4hb","Protein disulfide-isomerase",0.736166136975533,12,18,24,548323.035257151,539890.626614664,524153.716157507,575429.630338288,655082.124437747,682981.396409943,639269.781505724,683785.882380023,1.09782610062689,1.06963585979216,1.08373098020953,0.947842255599031,0.999825464286451
