"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","t1.1H","t1.2H","t2.1H","t2.2H","t3.1H","t3.2H","t4.1H","t4.2H","t5.1H","t5.2H","t6.1H","t6.2H","t7.1H","t7.2H","t8.1H","t8.2H","Av_expr","Amplitude","CV"
"P58252","Eef2","Elongation factor 2",0.0363286310876085,6,18,24,291214.293193836,297784.634706234,229780.03774072,275166.740428177,217463.25740047,254197.679185563,218739.039548969,185775.54592908,201279.31853636,235326.319296777,214175.064064232,254502.822481068,165699.424563182,214482.180114628,185955.160240779,199742.858202467,227580.273477034,0.58038953958978,0.168464959130413
"P58283","Rnf216","E3 ubiquitin-protein ligase RNF216",0.791501589073402,6,18,24,10165.8628438229,8517.07242097606,7879.06252074835,9881.84313676477,8567.81175375746,7029.7072718353,7223.95357792631,9327.92798673302,5062.04820117443,9870.57425554251,8342.14351711862,9394.59696800404,8918.19033995948,9656.5622043695,7196.01063466057,7939.48917728185,8435.8035506672,0.605018195598545,0.160608957309829
"P58462","Foxp1","Forkhead box protein P1",0.00143217958886267,6,18,24,58913.2621371921,26871.8101723183,27385.9117308282,24968.9331356458,22686.3616843062,21011.1263476839,13651.2326660784,15559.8201102067,54641.270379857,45171.3060765069,38949.1522157959,33190.402061772,40025.3382761272,30035.6335389321,14212.5243672794,25632.2416873011,30806.6454117394,1.46922941028385,0.441434851677929
"P58468","Fam207a","Protein FAM207A",0.000778747385546643,6,18,24,42493.2506614819,36317.4106620367,31545.4308643352,37382.8818247517,34031.3436031253,24309.8414176274,26283.2894384906,17130.9157718899,37246.1792594603,46844.9723473377,44017.6494968874,34465.7629143152,32376.5313649397,21987.5432190491,27412.6055342787,26824.3005942166,32541.869310889,0.913102326469766,0.253016558423914
"P58544","Btbd1","BTB/POZ domain-containing protein 1",0.209425493352519,6,18,24,6412.92545910907,6005.46922860287,5697.17021929849,5953.95059164657,5129.10612929242,5837.3714116578,5875.3810309592,5304.25787622414,5367.64884286423,6225.85129322794,6630.80045878349,5671.85497702252,7028.56851847486,6335.79367658202,4956.53467929984,5663.3707103421,5881.00344396172,0.352326581495623,0.0946900712855954
"P58771-2","Tpm1","Tropomyosin alpha-1 chain",0.0535267116004595,6,18,24,18467.9748286619,15777.4587227184,10590.9884970878,13474.1453001212,12505.6857761905,11158.2004914053,13812.8821759529,2395.46837955599,12791.3920674739,12054.3498733065,12393.3271011083,13301.6857674143,8080.66125461866,11221.3837532734,11765.5177240525,9588.63622912017,11836.2348713789,1.35790702227199,0.293194401359711
"P58854","Tubgcp3","Gamma-tubulin complex component 3",0.112584825440363,6,18,24,7835.52997456981,8343.7059037353,6322.41877123873,7120.71793063018,4928.1059733724,6396.38072926328,4086.41001174733,3394.59833952041,5265.05656233765,4507.76889451366,4658.85161042791,5567.00772972866,5274.42613486381,5239.18644939739,5979.06197520031,3760.83676106877,5542.50398447597,0.892937123379048,0.253030817740255
"P58871","Tnks1bp1","182 kDa tankyrase-1-binding protein",0.00156237773330473,6,18,24,495503.595925022,500189.159061778,382907.697182623,482770.628161681,413609.511705755,393733.493837031,362167.190186909,277244.53625029,406071.054783682,454965.247095547,431070.890620918,446540.703837057,397547.590046021,461490.259740416,383188.373023325,365073.752604997,415879.605253941,0.536079721137937,0.139478729182313
"P59016","Vps33b","Vacuolar protein sorting-associated protein 33B",0.723757775893356,6,18,24,7381.04951499918,4234.76465359596,6089.60141665386,5144.81630909654,6964.49330572877,4977.66574061625,3968.43946874421,6680.32409372949,6439.27184581921,4847.4950623529,4224.38181159087,5152.13878249067,4398.71846397086,5500.51537314768,4470.27958848799,5381.42200215903,5365.96108957397,0.635973684730151,0.197373329887333
"P59325","Eif5","Eukaryotic translation initiation factor 5",0.0840877453514647,6,18,24,172129.879955167,177382.915267095,147251.253819966,161639.400374132,145901.888716778,156469.107215274,136684.80258125,149251.010829228,132829.230826191,175708.329564314,137525.670081092,161814.842512007,148481.318805861,161139.082158801,134739.450358559,142869.945934031,152613.633062484,0.291937774803268,0.0952683960617383
"P59383","Lrrn4","Leucine-rich repeat neuronal protein 4",0.107053423200919,24,12,24,1124.7719066001,6536.84644917628,2271.57289238395,618.539867570047,7294.36049709751,3379.63641276424,4308.91141563929,10624.805914839,3219.42866577723,4685.53742508233,4607.77668004798,6048.34788192894,547.579090323307,5526.30441167567,6585.72116771878,9432.83551840768,4800.81101231452,2.09906759475986,0.613636264356649
"P59438","Hps5","Hermansky-Pudlak syndrome 5 protein homolog",0.494883896312395,12,12,24,9792.50759449118,7503.85127046946,9726.50784983668,10648.6666920846,7606.30697564005,8722.45135321611,8873.30123295094,5217.0150065316,9601.91205732516,6682.59887528003,5072.30174517935,9059.58209499409,6891.78010052521,8450.30380596216,7282.93553890773,8383.08980046261,8094.69449961606,0.688891340762736,0.198134079013996
"P59470","Polr3b","DNA-directed RNA polymerase III subunit RPC2",0.114262076323085,6,18,24,16440.1807268745,14888.7341910977,14800.4419848737,11647.1251337861,14006.9732310932,11350.7230663186,10468.2679520132,11570.5403425227,11218.8285755639,14266.2106304815,10034.2740318099,10932.2975094651,11017.2489736158,11953.6969325108,8628.35557657086,11211.5024481521,12152.2125816719,0.642831508896211,0.173061371934214
"P59999","Arpc4","Actin-related protein 2/3 complex subunit 4",0.0770804332388426,24,18,24,7555.17738338497,6865.66789195308,11560.7463597833,6144.5823670921,5662.49498391351,5759.54313669283,7113.94729099091,9230.18701238868,7862.50657385167,5772.53633932609,3422.11544705706,8650.56261379278,5145.81884238962,4985.21217737545,6786.19298865075,8839.88042652354,6959.8232396979,1.16937322004165,0.284599752281311
"P60122","Ruvbl1","RuvB-like 1",0.121239483765108,12,12,24,111721.291946927,91227.6063404789,119457.188488043,96074.2117721724,72357.8047853749,75424.5432589019,110650.645027878,43453.9176763547,66703.5318556288,115389.355555957,75372.6158352439,92360.4984992798,95309.8936257313,80952.6515739775,64018.8810456034,67798.8957820615,86142.0958168509,0.882301157070534,0.249723835102947
"P60229","Eif3e","Eukaryotic translation initiation factor 3 subunit E",0.264522510032964,6,18,24,385812.002953603,362195.602999461,298364.684673905,275637.108689394,331814.155244635,302806.327292251,225944.70022624,706621.089049509,304298.030612812,345505.465415839,283397.383254993,442838.257720657,292608.097225319,258442.461734312,289726.151267423,227061.833491167,333317.08449072,1.44209946381147,0.342846857408923
"P60335","Pcbp1","Poly(rC)-binding protein 1",0.0808263225100722,12,12,24,102395.926619682,122184.696771425,113893.092694001,121836.214190184,108951.630214981,91099.2079947024,68889.8194537799,115718.073551531,89354.767481671,94521.0567831737,92158.3869490256,103687.103196581,65055.2189641062,82926.0861111138,65888.8757374357,63275.319831884,93864.7172840798,0.627598725528069,0.21629899219727
"P60670","Nploc4","Nuclear protein localization protein 4 homolog",0.853430522236473,6,18,24,58874.8285085844,75916.0701328451,59822.6142183877,50473.615347213,70942.4286874381,51008.5343770365,50089.9441229219,74723.6988934693,28353.6047376952,56557.0215937598,52913.1523155896,70715.7902263649,51188.9748549172,53016.0547413087,52601.1637794958,41835.7139473081,56189.575655271,0.846464221174239,0.221242199895881
"P60710","Actb;Actg1","Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed;Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",0.00803665773787854,24,6,24,2097953.18932202,2719660.75880575,2017662.04649315,2439035.47692325,3189272.80597479,2456273.0143935,3298453.45799197,2549185.32030446,1154658.74917904,1323214.70030759,1884419.99011003,1746685.98327401,2202740.78566496,2234093.58583507,2675224.47006257,2537306.74529633,2282865.06749616,0.93908078026015,0.256452322063152
"P60762-2","Morf4l1","Mortality factor 4-like protein 1",0.0146296105593795,12,12,24,32956.5564025923,43887.8222918039,49814.8640104464,45738.5499439859,38109.8817131691,45573.4289794834,26371.8917872439,31192.9459511717,31675.1075411681,35172.9964461613,43917.7823145803,53263.8196776516,33458.6215611601,32750.1686313968,44562.6269557575,40365.3757315071,39300.777496205,0.684259437183005,0.195364825348878
"P60843","Eif4a1","Eukaryotic initiation factor 4A-I",0.0207043604699368,12,12,24,503193.571137022,432084.201392905,541200.229142796,480344.90653498,450584.444957875,403070.713325685,437364.103127119,309662.086109094,424819.918404195,473366.079136804,399127.754134574,475405.780277796,441818.845178572,438341.254638033,376621.710796329,404139.704789603,436946.581442711,0.529900342209358,0.123702809239698
"P60867","Rps20","40S ribosomal protein S20",0.876279025921901,12,6,24,50278.5816109315,64761.4605506583,46592.4001398552,55867.9061649891,53505.4850537097,46598.3211933077,61393.2145470352,71401.5917765876,40094.9285439813,37950.3046768129,46838.6596180578,61383.9420758453,36132.2133665396,38023.5494355831,35736.0180592911,40745.2081452746,49206.4865599038,0.724814474894024,0.227115645749665
"P61021","Rab5b","Ras-related protein Rab-5B",0.000778747385546643,18,18,24,3611.97672935388,4431.68159696701,2016.36683487304,4248.25853717022,4228.47774248412,5530.23813322463,4795.97545078086,4190.46327320946,3600.57453221843,3546.21693630606,2948.17433330816,3165.18152375781,5691.1181257471,4606.30434092902,5132.19962500582,4864.53256598239,4162.98376758238,0.882720542772653,0.235338661530082
"P61027","Rab10","Ras-related protein Rab-10",0.836216071045467,6,18,24,14711.7879534828,12945.6581872781,8470.22490137983,9254.37411792937,8913.61847361986,10379.499759613,9847.67818623621,8230.06154250039,8404.17308931881,6936.30130129348,5486.51277274838,11671.7231934656,8394.3801461842,8708.48073611459,8793.3313809193,6688.62070865255,9239.77665317103,0.998430538639521,0.251146737495635
"P61079","Ube2d3;Ube2d2b;Ube2d2","Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2B;Ubiquitin-conjugating enzyme E2 D2",0.00337964539945785,6,18,24,31787.860349012,42587.5734124982,35102.4674865178,38189.8678805329,30094.1900113586,27302.5935591373,20816.5742970063,2900.10141005976,28793.1971154667,32271.9055640313,26666.439908043,30602.4564819068,25229.5001495802,26757.5601971521,16756.7416922863,29930.3975130677,27861.8391892286,1.42443834137775,0.325588855353374
"P61161","Actr2","Actin-related protein 2",0.0207043604699368,12,12,24,209493.641839967,202741.527636507,226649.895824891,238499.498320948,230471.263458794,187651.996197664,171929.622276942,111717.146317738,179349.959502387,192640.236001047,181666.584214427,206123.218315772,156358.106413631,154683.321695585,186049.749057698,175106.015454326,188195.73640802,0.673672817583592,0.169981133368596
"P61202","Cops2","COP9 signalosome complex subunit 2",0.149984889195133,6,12,24,13905.5781638845,14605.6868160107,17127.3577384231,10114.412034785,9408.82450292281,8137.94512490782,9755.34259245107,14789.6574327342,14715.2563987629,10884.5518073175,5882.17703788894,11526.9932231944,1893.00335334781,13565.0342657226,9584.63036424584,1019.7954858412,10432.2653964025,1.54401384939233,0.437634637417691
"P61205","Arf3;Arf1","ADP-ribosylation factor 3;ADP-ribosylation factor 1",0.826685011670622,12,18,24,9753.62576030208,6732.76830411928,5434.29162876237,10157.3765701623,8242.80746938678,6188.72720078533,4952.27397610989,8761.66384185102,4617.27439509351,4905.64170283733,8003.45110169421,7896.1587516074,7136.99570144292,4190.4322159258,5470.52103306756,5852.49353359399,6768.53144917136,0.881571489922974,0.275501122932937
"P61222","Abce1","ATP-binding cassette sub-family E member 1",0.000256068998048088,6,18,24,140862.05013201,134616.668199073,117660.935305532,119865.076028007,93658.6882443991,87937.6746639829,77096.2386825603,75314.5792837418,108967.095404236,108347.891010424,90418.4152984291,95704.3546219763,86979.5444216016,115439.950737628,77106.4237054799,88146.8057891562,101132.649470515,0.648133626395089,0.201135740880444
"P61255","Rpl26","60S ribosomal protein L26",0.00300838343845901,12,12,24,27853.9599607956,27085.0907920616,27771.160934155,32329.9722608969,23243.254589418,19600.6874054617,17532.811967084,385.027038194984,22349.5728698675,24397.9766825471,24626.9618221274,39529.8051931625,21894.6661506051,21150.1635865495,27451.7318252856,20748.4695682454,23621.9570404036,1.65713526986834,0.346446217353323
"P61358","Rpl27","60S ribosomal protein L27",0.0176887737171982,6,18,24,113950.666508963,102454.304551008,104475.498632852,97299.7284432262,80477.4186108107,89818.5107095647,90445.7007085727,61799.8080598861,96896.6472717356,83822.178953074,93280.7989665553,79213.2918121979,73062.6864161378,67624.1123430523,67079.7065892393,85217.2367284007,86682.3934565798,0.601631500579179,0.169817050519286
"P61514","Rpl37a","60S ribosomal protein L37a",0.0840877453514647,6,18,24,173430.908706665,173092.315096148,116592.314968119,145438.688298506,125779.089504951,135826.641117424,133306.713593526,26414.317314755,130370.953979068,123578.774170159,119691.293553086,121710.548851424,111286.21361755,113613.131660271,112141.193755334,121706.040861537,123998.696190533,1.18563013893314,0.260080318197908
"P61750","Arf4","ADP-ribosylation factor 4",0.0113873982584652,12,18,24,10214.156995222,13822.8839192859,14004.25945947,13955.0678928547,13048.8004448078,12230.1574944941,7770.50065057367,8740.03412623222,8421.68631700466,5621.50070071538,13717.9463849094,14859.4162986373,10839.0095199238,8246.37937167602,12373.185326133,11301.7498362797,11197.9209211387,0.824967032985844,0.246630405442815
"P61957","Sumo2;Sumo3","Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3",0.00579167592228507,12,6,24,113732.166288016,111051.868569275,92482.9521767479,115752.062376111,50230.2271366796,65673.3542561489,86088.6304320239,97777.1747052135,65966.836378595,96113.5882068169,126270.163077069,121730.933354279,74948.9267057592,92964.7081455276,100251.036609414,57198.992941143,91764.6013349262,0.828641271625599,0.255238824491864
"P61965","Wdr5","WD repeat-containing protein 5",0.334134238530145,6,18,24,74624.9967428465,94652.8112751738,68696.338889356,80476.3108081216,58251.4121223213,50386.4933523166,77818.2482716996,36053.7494067595,40552.9668065344,65132.2468082423,40060.0557294598,78520.8391130373,49780.5122930624,63857.8620534332,45772.5167482835,60319.8666301381,61559.8266906741,0.951904269693008,0.27580573394663
"P61969","Lmo4","LIM domain transcription factor LMO4",0.0952183969359044,12,6,24,12676.7105109971,43497.1948011077,35382.2004938634,40826.022329418,33608.4508019602,33279.6796818036,36279.4636679394,33950.8070932898,37307.0092278129,36289.2247091996,37899.2913284222,37649.0068801681,31227.7922665125,36578.4654374151,30388.7246747038,36629.4313818888,34591.8422054064,0.89097551113637,0.193584564353554
"P61979-3","Hnrnpk","Heterogeneous nuclear ribonucleoprotein K",0.0132996459630723,12,12,24,133884.83384588,93526.4817400133,99269.7478648572,101565.266195711,106001.826851488,98919.4866911818,91421.0731938664,43779.2684196583,119629.231322236,83887.3988879286,111612.228727645,111996.890099601,85727.3958971647,97030.3978269439,86664.1295344195,84365.3410536583,96830.0623845158,0.930553623609258,0.20416456965564
"P61982","Ywhag;Ywhab","14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed;14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",0.769244719120214,12,6,24,15409.3078895841,14078.2899491495,14663.3426242592,13711.2908551708,12533.6925183461,11397.5370662975,14792.3612307816,18429.6037180393,9049.46817097442,13385.1694052524,10802.7757775637,15314.0793405794,11995.7115804805,13945.1837966167,11049.143571185,10752.3316711955,13206.8305728422,0.710248798553807,0.176746667120559
"P62075","Timm13","Mitochondrial import inner membrane translocase subunit Tim13",0.0199807470981847,6,12,24,18379.7903805155,28036.0636331252,16508.5239272089,10897.1137879617,16867.9835149548,16484.3797425789,10449.9750513576,24750.1867256403,31406.7095547399,19989.3379282511,18290.9122185532,19055.9650385901,14032.2664155043,14198.298434021,16716.405309805,11534.8062781475,17974.9198713097,1.16588750622649,0.326996887451295
"P62082","Rps7","40S ribosomal protein S7",0.0120320043860253,12,6,24,385454.559002412,382842.582227484,281107.774328663,342260.158873272,253908.584058968,273064.389948498,254080.923615486,263996.83318874,258290.056082116,280016.121260936,254230.459325184,406484.712585413,206133.819113082,240382.493568118,211384.829212278,274946.1059021,285536.525143297,0.701664676250384,0.213286715561715
"P62137","Ppp1ca;Ppp1cc;Ppp1cb","Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase PP1-beta catalytic subunit",0.202556542240958,6,18,24,194950.939442078,181817.007189365,144675.232301557,194846.502964872,162239.707304343,168553.305345548,148024.845468926,135481.624367206,160506.659169506,174782.591359807,122375.152743888,146640.01591441,113833.707008935,175785.250228592,122282.103170379,147912.236102738,155919.180005134,0.520251789616081,0.161108228727973
"P62141","Ppp1cb","Serine/threonine-protein phosphatase PP1-beta catalytic subunit",9.1191217529532e-06,12,12,24,10473.3318726843,12838.8520293351,15428.0803421824,13927.9815553342,12242.8186367951,12498.5020300876,10741.91481284,9555.99026020316,13103.8321945322,12166.0663167417,13473.5095672625,13109.8941840298,15268.1617706634,12233.5557580183,9907.11974218368,10245.5578763255,12325.9480593262,0.476400683640415,0.14438580796113
"P62192","Psmc1","26S protease regulatory subunit 4",0.827964021487027,6,18,24,20959.1014502532,21449.2637448613,15017.3734227195,20227.1802090861,16258.409117364,19267.9736198972,15619.0385664609,41946.1092955594,11578.7305859364,19845.8956791849,18730.7082671133,12895.7682757779,16953.2227307597,18331.2975059954,17761.520979895,14202.0628756092,18815.2285204046,1.61397873412435,0.361648049647082
"P62196","Psmc5","26S protease regulatory subunit 8",0.883399364370639,18,6,24,7985.34269016299,6704.90582813416,5195.81420883103,4993.50642363757,5721.02997555689,5958.3354437462,8717.99823963038,1860.9700513359,4975.51834840706,5118.36062911757,4737.98446345602,6563.54403452335,6260.85170385795,5335.65655648357,4801.2396067469,4798.88007044345,5608.12114212944,1.22269616053458,0.273797754223114
"P62242","Rps8","40S ribosomal protein S8",0.0257456747869604,6,18,24,238764.23397685,235091.476509795,268939.187262361,207119.649399453,200114.116254206,195606.923661583,186641.270750137,139368.35756264,176999.974506931,176158.752789047,174781.96893402,199284.572120978,166112.735022202,168803.479342866,147023.088915584,170670.009222519,190717.487264448,0.679386203951285,0.179375666719936
"P62245","Rps15a","40S ribosomal protein S15a",0.371602710114018,12,12,24,9168.71747653514,14400.0352075491,16357.588851303,8500.4399232227,11460.2508254399,12597.1458157575,8368.93982916229,8994.70366494054,5148.68168250799,15102.5236707227,10294.8798218304,13476.8152354216,7885.62322328376,9362.56716515042,8410.03490639093,10026.3856480157,10597.2083092021,1.0577226418265,0.286959808850908
"P62257","Ube2h","Ubiquitin-conjugating enzyme E2 H",0.683150401020304,12,6,24,20601.7695504577,21522.6570446983,23197.4633744392,19403.1577810162,18822.1516975105,20217.7962408982,20256.5875422446,16822.3076954879,22080.1385977775,20693.5467942253,24147.8846818599,22964.4718903729,23044.5942392681,18327.4100472247,23929.5589070201,25052.0799064812,21317.7234994364,0.386053051640851,0.108946632006337
"P62264","Rps14","40S ribosomal protein S14",0.764532693263432,6,18,24,5850.65155720438,15809.0804216539,10523.9481675396,3688.41196097203,5220.33066242279,11494.8433091109,4804.56191435387,12668.2076847706,4000.37354057355,12448.4779963753,9736.19427052371,15344.7447231354,5611.05217776062,15701.3218054153,4221.10158570988,10360.3009840876,9217.72517260059,1.3149305532248,0.482241899103637
"P62270","Rps18","40S ribosomal protein S18",0.0609999226870105,6,18,24,142519.738474931,97944.0773074545,76534.1458226901,85860.8879048559,95023.6341956893,86912.6152573015,70538.868449202,28372.2138323157,91868.1954517194,78102.6923215244,55256.8924169342,97246.043435735,63590.0339322883,79575.3258866678,56139.067886929,78339.7907153582,80239.0139557248,1.42259381085616,0.308651813591531
"P62301","Rps13","40S ribosomal protein S13",0.0227747965169304,12,12,24,15457.7140923787,11463.0869948792,10833.7424108365,10789.5156471909,10517.8374599815,17093.6305137332,7492.99610321401,5468.03102381929,8447.48982998559,10920.0222982033,12923.8596181646,13745.3589034693,13747.6723306314,8292.32206623884,7558.53387221108,7377.47604704145,10758.0805757487,1.08063881917011,0.300816175150818
"P62309","Snrpg","Small nuclear ribonucleoprotein G",0.795129769509708,12,12,24,10788.42039643,14803.1565862862,11017.8832034417,8269.64564731584,10614.1950616099,12411.8125336981,11411.2856470318,5958.57939891823,7686.75252559603,10326.281647246,9284.41416008678,10931.1453419124,10017.5154405149,9080.89355545026,8139.37777994153,9722.32137109371,10028.9800185358,0.881901965206948,0.205072630561718
"P62317","Snrpd2","Small nuclear ribonucleoprotein Sm D2",0.140381840837961,6,18,24,10334.9708096966,9661.12558669376,7018.77032185364,8825.70013626117,10210.3936731039,7604.85070014781,7963.94496396856,8542.16295372623,9004.05813327063,10608.1836336089,7636.69125246139,8900.05120308458,9687.87062469049,8082.15095373148,6522.97792476915,8758.78670204894,8710.16809831983,0.469015713901983,0.137417713088735
"P62320","Snrpd3","Small nuclear ribonucleoprotein Sm D3",0.341223288618683,6,6,24,39770.401754291,38640.6104453676,23572.0339211457,24100.0221082231,33207.5311361198,33801.463509783,35216.4470334505,28742.8602771557,26552.6438859057,26649.9887871765,17243.9237015659,32874.2650109714,20912.5929403639,25445.4712258224,27780.7758653766,18272.6167719772,28298.9780234185,0.796017369746836,0.240248360377764
"P62334","Psmc6","26S protease regulatory subunit 10B",0.826685011670622,6,18,24,122732.582568724,119343.055917086,76673.5092094432,107873.300599565,90347.9491170498,106163.368012921,96263.0920000388,57133.4910430631,122267.200103129,76863.2015021819,98172.3886675599,117942.251927975,127055.496594004,88995.8706310275,110076.071813249,102444.471392408,101271.706318714,0.69043969034044,0.193679956307834
"P62488","Polr2g","DNA-directed RNA polymerase II subunit RPB7",0.314019711107274,24,12,24,2187.80349435813,4851.71947898082,3586.84629967403,2940.08183609718,4560.5962796853,4286.23968021324,5857.71033780894,4586.04271659755,4276.95818373058,4131.32400737029,2578.47553556745,5559.03118513318,7127.8328409104,2649.10734656962,4413.10276632078,4011.14929693021,4225.25133037173,1.16916816546334,0.305584305067366
"P62627","Dynlrb1","Dynein light chain roadblock-type 1",0.251236119626413,12,12,24,20639.8670248793,17749.0605948085,20222.7845867935,17703.2565986994,18008.9655828341,17835.298027685,12438.1769137636,13132.5859139888,12068.5828183093,15120.2069066482,11657.829081317,15442.5903368399,14612.5809158968,14472.4263620778,12717.0529867859,14290.822669427,15507.0054575471,0.579224529723166,0.184735758019792
"P62700","Ypel5","Protein yippee-like 5",0.688143914051891,6,12,24,16469.3140896675,14194.3835990875,14377.8237723371,13581.4632374004,15853.9773520249,11589.8088519253,13596.4784056128,9883.60352606106,14998.1623844574,10488.2392845166,12821.9950922113,13040.764130869,10298.4007485056,13137.127256073,18517.4247875942,13923.8827396776,13548.3030786263,0.637262187849471,0.170497829651152
"P62702","Rps4x","40S ribosomal protein S4, X isoform",0.548151533730356,6,18,24,36042.451830742,63107.4024524939,24831.2097918907,41165.6289612259,47724.9294943432,43568.786623243,31241.2877236491,10807.6177372238,43333.9430087682,38180.1867438443,35089.5233986315,53178.7365352999,35397.0028904785,31742.485829655,29083.2376556972,44846.2081385164,38083.7899259814,1.37328203986311,0.315669700309739
"P62717","Rpl18a","60S ribosomal protein L18a",0.0486606469095086,12,6,24,54413.2780996288,42813.9007471869,53843.1954071452,53775.7200944453,36631.1977704241,42555.1799272707,40236.6660691381,45632.3648925053,43463.9968593347,41568.0867090998,42776.5381998155,45370.5856590625,31723.7866336712,45184.3058001883,40486.9380288926,28143.5984010964,43038.7087061816,0.610373324113215,0.168211362014274
"P62737","Acta2;Actg2","Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle",0.314019711107274,18,18,24,96055.7225161601,122661.73110729,114880.950187882,76018.3666580777,157354.304858721,96141.6609674324,102071.523503429,70359.9716430541,77716.864984441,56794.4970503358,76752.295225557,69887.2044994416,92472.7883925157,96267.710891218,146166.898776941,100779.357494978,97023.8655473422,1.03644404643224,0.283940923155853
"P62746","Rhob","Rho-related GTP-binding protein RhoB",0.0385402166194213,24,12,24,12025.3557497831,14392.2956308866,12032.4184719892,7987.76093477562,10185.9890842802,11313.9406377637,14823.4716060461,13981.4843763499,7221.14937771123,5542.34221519007,10254.9329489075,8109.39837712643,9282.30496445383,11185.7566741218,12452.8496815335,12536.4531134092,10832.9939902705,0.856746472784139,0.246493438267078
"P62751","Rpl23a","60S ribosomal protein L23a",0.000778747385546643,6,18,24,237337.853329366,238364.256010391,207568.557749636,180826.801466623,145895.13467928,183970.994660035,150296.960615996,86174.2350397137,190777.081495989,188549.063341131,166206.573723673,172482.407369176,173219.296936876,148052.864375082,154813.052782281,165775.823943295,174394.434844909,0.872677050193842,0.21019435973454
"P62754","Rps6","40S ribosomal protein S6",0.243418329479207,12,6,24,109864.712377246,103428.164425917,83275.9125464874,88954.334452017,75154.516632262,87047.9578750977,92738.65980707,84783.8696796654,62803.1598814272,77170.3697121113,89486.9873781114,91660.423768617,77421.5900694614,52912.1344675367,76755.598018849,53178.2238676761,81664.788434972,0.69739454422342,0.193502242112532
"P62806","Hist1h4a","Histone H4",0.0083317016530793,6,12,24,24345.1825665661,26563.7750211494,20961.486004123,23390.7336698432,22988.8525103525,19190.1453449322,33315.8519877894,19731.5496966669,28004.4800982062,26614.9343724301,17284.8216905107,20472.5107304732,11324.204801455,18349.8560622398,16699.7665520314,22186.3782280929,21964.0330835539,1.00125724190432,0.237661926770066
"P62827","Ran;Rasl2-9","GTP-binding nuclear protein Ran;GTP-binding nuclear protein Ran, testis-specific isoform",0.0314775895853006,12,12,24,114222.951399682,134391.446518193,140532.253136785,125070.603093615,117710.356095329,94522.899725304,97379.2078230293,85779.7416071517,75673.7241734691,101954.881128183,95629.7702060208,120597.732252082,73762.0090217799,83336.4183685813,92749.7400639441,70490.053061434,101487.736729661,0.690154321422364,0.214406965674494
"P62830","Rpl23","60S ribosomal protein L23",0.00803665773787854,6,18,24,199988.209920382,182335.580938831,167973.130391089,167407.576050854,148251.12306601,139450.546294364,146531.111910975,102610.82789015,124187.437434602,150585.236189786,105378.899654443,165171.195221236,98636.4483257252,119947.683642406,87439.999851447,101742.525224093,137977.3457504,0.815700646050506,0.243282355957498
"P62849","Rps24","40S ribosomal protein S24",0.341223288618683,12,6,24,13891.2355852787,18699.0383474441,14451.2788426114,15294.7207861497,14111.9760007181,12923.0046941822,12795.0751387983,15186.7753914592,11440.0755643763,10991.4833751493,13697.1169440282,16234.6612151705,10836.8278864637,10543.7051297324,14057.4309766389,13849.007159418,13687.7133148512,0.595814145878052,0.156820319086954
"P62852","Rps25","40S ribosomal protein S25",0.00130198144442061,6,18,24,58672.0154829871,51391.3308095926,37916.7651780904,44199.3921646783,36312.407200551,37218.8019118159,32102.1740279694,11545.1095890128,37516.0902229547,37599.7605293486,40244.7624609269,41305.26880336,29081.4249112734,29218.9806522124,33539.258332978,32021.955112639,36867.8435868994,1.27826586284858,0.279374968292375
"P62858","Rps28","40S ribosomal protein S28",0.0176887737171982,6,18,24,23969.4742379319,33382.2646650753,13173.0977302251,34974.0751488269,25649.9612950603,18963.5990236057,20039.7233383506,21410.4319328353,29521.7162986282,37679.1270529436,24418.4201231497,22562.8085558541,21823.8612366568,22633.9406940052,15691.6897651549,22156.9932818267,24253.1990237581,1.01042461650988,0.276386837112709
"P62876","Polr2l","DNA-directed RNA polymerases I, II, and III subunit RPABC5",0.0120320043860253,6,18,24,70374.4391113494,65765.3942091699,50756.1957671796,52977.2335445758,49793.5560990201,47925.8324784243,54341.8613310766,27936.2709865595,45950.0461621961,54493.700018359,48144.9223626349,59644.8780974851,48645.626567107,44780.564074789,43784.9415015184,45523.063549473,50677.4078663074,0.837417893131916,0.190401989458396
"P62880","Gnb1;Gnb2","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2",0.832427688838609,18,6,24,72730.9920071162,76124.4858758291,40843.1573193692,70321.8296740391,74502.166663855,58644.4829485989,64626.578069029,64480.1732794754,71164.3271157777,59661.9897842073,75304.8963744794,79519.857009484,70986.0986071207,87009.2550297546,72466.5296286582,69850.4866811763,69264.8316292481,0.666515699590484,0.149967658126088
