"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","t1.1T","t1.2T","t2.1T","t2.2T","t3.1T","t3.2T","t4.1T","t4.2T","t5.1T","t5.2T","t6.1T","t6.2T","t7.1T","t7.2T","t8.1T","t8.2T","Av_expr","Amplitude","CV"
"O89050","Mkln1","Muskelin",0.342696261849576,12,6,24,346686.905185176,305729.752411849,300842.661282591,296479.270181707,273399.025253379,269210.761785947,261598.55913591,262914.587200222,250191.348917351,265159.498588613,254957.016854369,292777.208183176,259544.242238768,254452.037839414,276163.143499048,275701.307946706,277862.957906514,0.3472775104492,0.0907422596888376
"O89051","Itm2b","Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide",0.000256068998048088,24,6,24,32648.4150653587,46324.6832866932,39425.373839693,34788.9447019329,40678.2170388138,44644.0874834732,50285.4417210843,50495.6118724517,21657.02316203,26094.4231220114,32234.1779890679,34514.5970928942,51480.2229218435,51025.714056693,62750.5034984796,70852.133516438,43118.7231480599,1.14092224358043,0.302200831308106
"O89079","Cope","Coatomer subunit epsilon",0.00172571347427838,12,12,24,83216.089276313,80290.9211240329,81875.9897174601,92897.0777821895,76708.7557411436,72157.09325323,76796.4591065112,60070.7883239151,89051.1357827388,90426.3474760727,83678.2364971187,96011.8947302685,86517.4744547478,69839.5817825216,71778.8951483085,69399.0513946306,80044.7369744502,0.449012736687805,0.122671371759816
"O89086","Rbm3","RNA-binding protein 3",0.413768784442628,6,18,24,1256748.57241388,1167125.58453676,717794.620134555,1118562.88623223,1145833.80820206,999323.828175116,724108.170613195,920594.245420347,1065350.66636643,1344732.55634544,1310873.94527476,1257780.90276786,1208910.02185996,1419392.55682363,1176444.598637,1032173.26222824,1116609.38912697,0.628328888795774,0.180833783684364
"O89090","Sp1","Transcription factor Sp1",0.751358466742086,6,18,24,351348.691437636,313423.776137455,275921.519341306,295889.936858077,298591.314956855,279274.016256417,237023.602623945,295243.989180312,423955.656162183,448254.947951285,455410.139846399,421189.561175444,398032.807143887,430110.539719388,398687.527150801,393321.323931053,357229.959367028,0.611333208472803,0.200042503363489
"P00493","Hprt1","Hypoxanthine-guanine phosphoribosyltransferase",0.769244719120214,24,18,24,498050.748244292,510309.871767231,451789.937773803,477482.34766489,463368.667240455,441706.892683291,437843.688228047,478183.327336264,385617.542700795,381879.361619411,544279.662703046,413737.607329532,486343.693384528,412793.868952546,537492.481499649,472633.009595477,462094.544295204,0.351443883267073,0.105152276234264
"P01027","C3","Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2",0.265547268522771,24,6,24,3535414.50965211,3543515.34312406,3760081.0268112,3679607.47224008,3887700.16899605,4310423.2743045,4336458.90628703,4658034.01225268,6214668.84589081,5598596.8534495,5911785.27965294,5189481.06464266,6042190.50909015,6022657.2488478,7348705.22063493,6668052.33716875,5044210.75456533,0.755973708578999,0.245045313756099
"P01887","B2m","Beta-2-microglobulin",0.494883896312395,24,12,24,310262.021942079,329348.950209047,326767.14414096,328556.433512374,313607.16128238,376373.023523418,361875.262869577,384190.53835622,477549.863509272,411637.543187115,432804.014236156,360519.431212621,401986.145136974,425939.497039837,486942.725292195,440726.690147186,385567.902849838,0.458234988037698,0.147603571983061
"P02340","Tp53","Cellular tumor antigen p53",0.688143914051891,18,6,24,524130.486410994,476812.099448737,548323.232712486,470040.423131733,502866.908901572,507526.457092946,498455.410148437,407343.655661254,481915.320488527,525722.604065015,496201.033127142,493345.738099206,512725.314164398,529661.95933488,505380.586565345,511945.664420419,499524.805860818,0.28222737969596,0.0638569108039021
"P02463","Col4a1","Collagen alpha-1(IV) chain;Arresten",0.752344151799718,24,12,24,1041484.10443076,1099451.09106532,906805.358119715,978050.287397281,977912.586544214,822647.374272511,800328.092245304,1002623.29478821,1096286.60170783,1046171.44306284,1025664.49577471,1080945.87226948,1283356.79108403,1116971.01612599,1119143.01603877,1122588.25264801,1032526.85484844,0.467812238074553,0.116616719595244
"P02468","Lamc1","Laminin subunit gamma-1",0.853430522236473,24,18,24,400829.803267807,420371.347202588,372781.827699862,457219.43217051,414973.917334045,413996.432149338,438620.327636151,394670.995332097,515451.07893561,532532.002143784,470654.722558176,528814.329925718,506084.749156806,482145.082757314,552993.148241468,533485.236642614,464726.527072118,0.387779285329327,0.12552490469939
"P02469","Lamb1","Laminin subunit beta-1",0.149984889195133,24,12,24,156162.668168097,180396.264157962,124878.021739203,154246.418050839,144441.845917525,162985.448819483,169450.747575864,165135.186172815,188053.722776556,182976.763643902,173612.914186773,179349.94638106,208065.65554202,183187.181860912,234676.064866532,212965.984849277,176286.552169301,0.62283845123865,0.153086558954549
"P02798","Mt2","Metallothionein-2",0.856645280719807,12,6,24,123607.367812281,430128.852631806,331987.107961936,461796.836409135,410606.756688283,394876.925786517,364154.533402958,415667.476138403,395983.819062326,360314.031294059,420097.484629012,416591.880870612,364636.907544705,333321.412675118,424949.83989767,342068.443792067,374424.354787306,0.903225082110284,0.205601587349382
"P02802","Mt1","Metallothionein-1",0.853430522236473,12,18,24,124326.401616291,308620.152599163,307497.514558512,503534.080493206,399346.425372763,457467.243758339,376551.271296869,421814.749918348,408947.338178239,368614.334199417,416114.210728992,344472.66193681,296429.555475742,304333.578220082,426359.596465391,326610.256281267,361939.960693714,1.04770879167391,0.242066147246378
"P04202","Tgfb1","Transforming growth factor beta-1;Latency-associated peptide",0.0523701183147474,6,12,24,54667.2986129046,56330.1868652555,44605.3398655539,46144.9384079563,51447.5748551952,49885.4999561135,46914.6947819223,47961.9486152811,58983.1000460216,55833.8812634419,52947.582715585,53158.3520324448,50748.7212226646,51368.4217242427,57480.6559682564,52829.4325885062,51956.7268450841,0.276725672564727,0.0801511625310982
"P04627","Araf;Raf1;Braf","Serine/threonine-protein kinase A-Raf;RAF proto-oncogene serine/threonine-protein kinase;Serine/threonine-protein kinase B-raf",0.120825956600471,6,18,24,52364.978592491,52996.1983697976,60733.7589599398,56957.8977472769,50509.3940199019,56503.662010277,51532.4700031879,47887.6473745989,52332.4259251779,57531.887988429,46415.4129882801,50713.984255298,46230.994653444,45814.7045197614,42310.8484037399,52785.7964887523,51476.3788937721,0.357890569463285,0.0960671132944867
"P05017","Igf1","Insulin-like growth factor I",0.731536227103333,6,6,24,24320.7553623781,22651.0873220958,17558.0258216747,17545.8756375893,29487.2271749334,25751.04384555,26941.5849790881,24538.4146145609,26265.6963861299,28798.7099901941,32772.6047691065,25409.7259502524,21197.8415152748,24725.9570508915,26171.2533634173,18503.9872736273,24539.9869410478,0.620486439870415,0.17382459786314
"P05064","Aldoa","Fructose-bisphosphate aldolase A",0.833768085609425,18,6,24,3386102.74223216,3727198.13005946,2837536.33506694,4130183.72795056,3296499.63512063,3160370.49603902,2937080.37879991,3187372.34215956,2885477.11369245,2427030.99603071,3011232.91658505,3107209.30047352,3201609.38836423,2541952.3632465,2938377.12347638,2614583.60029086,3086863.53684925,0.55174215237848,0.139197018712205
"P05201","Got1","Aspartate aminotransferase, cytoplasmic",0.676678016636985,24,6,24,69106.1293672962,78068.5569680767,81182.9461605921,63560.7062242836,76571.6037530315,73903.7570310151,92503.4653700701,59238.6325284556,76124.8193220875,60834.0762689632,68263.1186826016,85692.6389871023,89826.2488420418,56674.5641588554,108880.60227746,92334.978808952,77047.9277969303,0.677578743664597,0.1856877549219
"P05202","Got2","Aspartate aminotransferase, mitochondrial",0.688143914051891,12,6,24,101847.995296383,120645.62666939,122501.423189835,128659.169210417,101100.737028104,105349.055202573,145264.297430203,116757.385912059,122505.545805363,136934.818245652,166126.679977827,149678.973051358,148225.631364335,118465.291501834,177049.49203465,147850.014991407,131810.133556962,0.576198149239601,0.169993349773404
"P05213","Tuba1b;Tuba4a","Tubulin alpha-1B chain;Tubulin alpha-4A chain",0.136349899268303,12,12,24,598441.615990304,512825.787009459,521513.087984547,493380.533370762,461366.320257085,475026.832405077,454023.149094523,470954.477274478,423455.855587456,384688.125206203,515605.949497591,499032.588980067,471074.146276617,432628.724713698,493474.284782337,420519.347885072,476750.676644705,0.448354876575035,0.105466172461342
"P06537","Nr3c1","Glucocorticoid receptor",0.833768085609425,12,12,24,31823.6047441311,28580.2664378822,32303.2507246128,27507.2965659658,28158.3027569622,25967.3914025955,26870.9022064871,24225.6253964786,28006.7599266624,28062.8793376237,32166.268305099,27251.4214690744,28671.8450454701,32104.0099438344,32755.0585529682,28313.580844229,28923.0289787548,0.294901103295745,0.0882331853330213
"P06797","Ctsl","Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain",0.202556542240958,24,6,24,620969.336129309,893275.734394411,758730.501902222,873106.887906952,933414.826219919,769314.190410806,741780.979268969,1030834.23601285,691312.382757261,828245.115859644,1154768.98459725,1015971.42158639,1070443.87323864,861011.656742096,1339974.32350529,1228151.9117892,925706.647645076,0.776709327090902,0.217351605727736
"P06798","Hoxa4","Homeobox protein Hox-A4",0.0120320043860253,6,18,24,91384.6359978858,73160.0068833167,54258.5184243463,75078.6575484464,67652.942264747,54948.7684395484,48333.9501014905,59407.5072119061,80076.9019508172,75412.7600801518,82166.9131382045,79470.3138047187,78006.4860001201,72812.9624098413,66316.0380279124,60949.7140609051,69964.8172715224,0.615319064285159,0.16873615132242
"P06801","Me1","NADP-dependent malic enzyme",0.0363286310876085,6,18,24,124148.015794881,114168.264395134,132687.402566575,119622.513205453,93184.2846505879,102123.403411168,101671.568519028,86983.5665076458,115337.039739275,113633.410228555,94579.643006161,107801.316270654,114718.795703706,92085.1109018081,94767.3054110841,102278.257521527,106861.868614578,0.427690781112679,0.121541751322922
"P06869","Plau","Urokinase-type plasminogen activator;Urokinase-type plasminogen activator long chain A;Urokinase-type plasminogen activator short chain A;Urokinase-type plasminogen activator chain B",0.791501589073402,24,12,24,5520.54814648074,4876.07703239163,3313.33936420953,5734.83146122266,4529.14047571448,4592.04377543271,5294.58765722063,5409.60092635083,9042.73231417217,5589.87891411919,7721.15986637277,6209.82859585067,6799.27884181604,8400.90346993743,11991.6031478601,8680.49957217215,6481.62834758273,1.33890178798774,0.337974178198165
"P06909","Cfh","Complement factor H",0.801846290999874,18,18,24,157995.492841962,162069.610013367,226252.181899879,128657.954995287,215078.001517919,198287.635414305,187039.931542927,212881.833141832,228588.036441177,252047.171111787,210675.242438179,248599.293197683,226101.328438521,248481.875420184,244773.77401594,262310.182315843,213114.971546674,0.62713673446112,0.178534401070648
"P07356","Anxa2","Annexin A2",0.683150401020304,6,6,24,2587143.56311952,2678223.5186726,2479061.78156935,2185759.22331047,2585152.97807223,2597820.13403656,2355628.23664304,2287147.84069781,3229547.69474269,2965869.83868826,2704899.67481732,2697632.72853484,2481565.62811791,2932867.38500164,2961961.66513584,2761004.5925191,2655705.40522995,0.393036241661692,0.103495568274942
"P07742","Rrm1","Ribonucleoside-diphosphate reductase large subunit",0.20874040031176,12,6,24,712819.545674906,732914.414798537,834598.734747938,850797.057886153,734166.703648235,721936.190407492,770362.802785205,637933.908931907,672024.3086183,798426.301596522,594293.147602448,702365.417014141,572250.888603308,560214.090006553,546034.779404196,574201.615210164,688458.7441835,0.442673262641757,0.144019432980659
"P07901","Hsp90aa1","Heat shock protein HSP 90-alpha",0.822978255491249,24,18,24,2121159.80645522,2140457.32179042,1781727.81970122,1813890.48452733,1669832.56951756,1637317.22496647,1636361.31329871,1941494.405554,1515707.67907074,1641138.37442202,1931901.91802723,1917853.79405406,2109511.71221715,1619964.62623404,2222565.93541502,1778736.35081222,1842476.33350396,0.383645772534836,0.119362773998849
"P08003","Pdia4","Protein disulfide-isomerase A4",0.827964021487027,12,18,24,268745.075088348,258986.910854617,343555.149517054,266460.631142127,253227.416863905,314738.881501165,223614.533118926,293504.652341493,468924.028916876,279108.659200854,391167.008142266,306451.221326652,290202.955417208,283969.884793679,422892.2810273,299274.223244481,310301.469531059,0.790552156161787,0.212216674646872
"P08030","Aprt","Adenine phosphoribosyltransferase",0.114262076323085,12,18,24,98826.0475995641,155114.760085185,158976.645191717,153308.016557502,134663.719649633,134916.769229619,129109.426204336,149652.490931438,70000.7855746136,101167.061761991,173452.936471877,154874.362431211,123697.635453857,102367.582622748,161780.053605404,134817.28058166,133545.348372022,0.774659336011262,0.211723644112853
"P08042","Zfp1","Zinc finger protein 1",0.00337964539945785,6,18,24,82825.0299065148,62208.505905831,69689.2401303571,60175.5678423765,62534.2823801171,57256.8658313665,50438.6292088868,56053.5437774603,74076.8079685047,79565.1999515978,74687.3367414127,71899.68670088,68840.3530174178,71610.4290947769,64184.2602137767,59288.5670816345,66583.3941095569,0.486403571502214,0.135252149059894
"P08113","Hsp90b1","Endoplasmin",0.664927657562299,24,18,24,2726459.20314934,2820724.09558243,1813479.27694416,2605948.51249167,2088921.1365488,1876769.91529796,2288173.05347836,2790146.43395846,2347082.35931702,1788242.19753421,2921832.22396361,2451259.66234527,3362200.13639469,2432888.22695265,4214161.71110397,2884316.44185158,2588287.78668214,0.937268075850054,0.239055468245271
"P08121","Col3a1","Collagen alpha-1(III) chain",0.242478967530217,24,6,24,1208346.44829016,1069557.52903319,1102016.86120493,1259591.37705565,1487979.47952559,1499285.05927504,1481106.72772206,1633628.43654975,1765036.76577741,1688533.08736857,2327318.41744407,1948613.65434931,2386343.87248397,2201764.28476095,2738446.28402215,2689743.56891338,1780456.99086101,0.937337303599736,0.306438737890594
"P08122","Col4a2","Collagen alpha-2(IV) chain;Canstatin",0.0770804332388426,18,18,24,34661.9786399357,32133.6166490325,24558.8977591105,28986.1171934176,38951.8850545007,30230.1404863907,31348.058531557,27380.1429427206,33407.7771678393,26698.5656764542,32726.9512000518,29113.5014907514,37641.903720944,38185.924863352,43739.7647531393,35126.0685724104,32805.7059188505,0.584680818680609,0.155637697303712
"P08249","Mdh2","Malate dehydrogenase, mitochondrial",0.58627791105411,12,6,24,780112.907568106,911003.455870707,898823.533968121,968857.744849829,793348.606008486,804877.36505551,798706.619486516,883431.163105049,1187642.43680261,968696.609635703,1046370.29157305,944383.883664011,909613.527313432,989782.343554672,1036602.2732035,867831.776718445,924380.283648609,0.440867829445636,0.118302928168536
"P08556","Nras;Kras","GTPase NRas;GTPase KRas;GTPase KRas, N-terminally processed",0.791501589073402,24,6,24,193571.026508249,257929.13185561,232599.756517102,200798.492132077,241196.584950692,214418.1514749,219977.730250502,209999.198405891,136645.249147515,149700.034203163,156205.588752632,202676.021626428,180874.86691179,190377.547862346,212351.893982267,205555.78172742,200304.816019286,0.605496588241878,0.162918114614967
"P08775","Polr2a","DNA-directed RNA polymerase II subunit RPB1",0.139611468079009,6,18,24,2129343.59216656,1918385.20635081,1857967.64212589,1926106.47224073,1741765.6804251,1823687.43712542,1700723.15451839,1771563.21457155,2310945.62748717,2089643.80020923,2129519.76415776,2025571.533863,2033004.88105752,1967863.14966466,2100023.80375497,2021612.10520014,1971732.94155743,0.309485356818544,0.0839009141378085
"P09055","Itgb1","Integrin beta-1",0.00337964539945785,24,6,24,403741.794930362,708644.152755948,460523.921720328,463893.599136708,554123.299468676,492716.764603184,530480.430445751,578941.873261687,371873.596852917,376400.158958378,460662.678077742,441149.977742888,540518.997201333,606115.187805383,657506.933751504,621689.166053266,516811.408297878,0.651631427820425,0.193819165502174
"P09103","P4hb","Protein disulfide-isomerase",0.736166136975533,12,18,24,574500.838114724,522145.232399578,634181.392849264,445599.860380063,568326.500002525,479980.932312489,555421.244970826,595438.015705751,726487.95963571,583676.289239784,700692.119190456,665270.673629431,636504.542709664,642035.020301785,737426.517612185,630145.247147862,606114.524137631,0.481471150435353,0.136114489294547
"P09405","Ncl","Nucleolin",0.434973443761697,6,18,24,8078188.93576706,6636570.28636343,7297279.11995443,7606642.99629902,7373525.11092651,8070509.1148771,7446092.96904754,6947853.74004556,9760484.90382102,8447829.14977115,8185417.74399125,8226912.99763582,7755815.94514117,7740007.98016205,7471148.92143763,7844415.83486743,7805543.48438176,0.400217438248635,0.0908116646488848
"P09411","Pgk1","Phosphoglycerate kinase 1",0.167490746417609,12,12,24,218504.478900443,250130.402714298,248399.891821392,260081.518452573,216659.256776789,231123.476578094,215847.890154885,255395.898949144,155570.312419118,208946.155886017,239967.808794491,228394.617109071,211763.524256926,173385.341406168,205918.442658415,207102.185598929,220449.450154797,0.474082407373066,0.128691852800381
"P09671","Sod2","Superoxide dismutase [Mn], mitochondrial",0.887220330560502,24,12,24,165142.466992059,179837.908984451,123558.346058866,177845.156112607,156391.989596104,127437.070742629,129650.248967935,194263.082538256,323453.771072751,179373.544276495,252007.701181834,185747.135146631,282590.254539785,233260.898336092,383063.531919545,248210.069236931,208864.573481436,1.24245668633577,0.352232231595816
"P0DOV2","Mndal","Myeloid cell nuclear differentiation antigen-like protein",0.620653176663942,18,12,24,1090146.34466365,1021256.71069379,1334450.71491777,1323437.7974402,943261.942729501,1648608.5109721,1074493.37636557,1086565.68707949,1470799.61814157,1592658.22284674,1480019.27728312,1613462.64831159,1616375.50305454,1666514.22283689,1642638.26861263,1681032.34662036,1392857.57453559,0.529681151453583,0.192039198747138
"P0DP28","","",0.000140037868969505,24,6,24,437862.117125139,501182.920705247,452065.645845791,494053.862361055,530847.535445438,547661.938396306,577092.483497099,592698.553397045,320608.234273782,455712.592655276,460838.539430205,341425.356016519,540953.469504916,546219.477219424,543840.318851684,546249.589204283,493082.039620576,0.551815513971337,0.158730386065303
"P10107","Anxa1","Annexin A1",0.513850436357357,6,12,24,255119.737464253,258473.113529606,248309.330775849,214184.093128856,230274.765994538,223844.484756371,229592.702829759,218043.461596235,192885.715560792,235800.126000546,254382.828111904,230418.44372949,224895.539625111,229534.382268798,288100.494212471,251083.208886869,236558.901779465,0.402499241987706,0.093715516485478
"P10126","Eef1a1","Elongation factor 1-alpha 1",0.58627791105411,6,18,24,84168002.4310414,93042318.3363501,93022108.4556707,87002604.9956506,89623217.866823,93256218.55176,80937839.3096168,84761849.3259525,75492477.0858055,88479119.0490176,74248519.201016,85249829.0018008,73479013.8342535,80851436.4079716,69152829.4948081,79384971.7204118,83259522.1917469,0.289497086008274,0.0899929358574625
"P10493","Nid1","Nidogen-1",0.896557803889343,24,6,24,62478.0652291004,82017.1784159207,83499.0449003683,64949.394728607,65587.2874365689,61678.6989186615,73688.1592930809,61730.9368733342,79199.271623767,63007.2419451719,99391.8145193308,87444.4654368152,90299.9905479072,84542.6767669887,107388.660330433,96284.7400473647,78949.2266883388,0.578979216506032,0.188216562882384
"P10518","Alad","Delta-aminolevulinic acid dehydratase",0.405384774669838,18,12,24,33520.735178218,40896.4759117345,41134.0846781778,36305.4993995855,34073.5788509418,39758.6286035297,34741.4538239115,35216.797063485,32228.8985988792,34259.2932439874,34049.0975821958,42325.3181890567,43114.3130923138,36667.2370389259,39556.4785260056,42019.3822580907,37491.7045024399,0.290341947316004,0.0978836684104323
"P10605","Ctsb","Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain",0.0770804332388426,24,6,24,742062.270629764,786887.071329694,732581.125780753,761740.944185874,773997.02782502,795446.851952613,885433.261494465,966724.392425061,930016.847086889,705832.395070219,1052161.44680763,899953.732612755,1018190.26125518,965792.711311234,1249068.01662532,979828.587038814,890357.308964455,0.61013215266006,0.164849195585192
"P10630","Eif4a2","Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",0.718028074820449,12,12,24,333980.276951619,302526.894458131,301682.614980007,304781.727657888,261935.892705273,311835.744731044,292527.996457907,301325.106800769,321920.897321691,348254.06439287,353646.241968268,370804.121929207,344691.214553867,354313.690036901,343366.682782505,353345.797081666,325058.685300601,0.334918690522781,0.091121894425969
"P10711","Tcea1","Transcription elongation factor A protein 1",0.107053423200919,12,12,24,2002536.82086263,2137814.03522941,2073941.14535658,2161769.37721514,1846505.13264143,2265683.99143359,2030952.24679648,1721926.90876521,1704497.47555294,2130532.95467783,1918875.81343671,2023768.74615615,1739590.56118701,1704695.46746732,1436631.89264041,1638302.19180105,1908626.54757624,0.434371040183838,0.121316382412553
"P10810","Cd14","Monocyte differentiation antigen CD14",0.0186339244229431,24,12,24,13659.0650940976,18620.9791885334,13238.8928453971,12702.1846807889,13482.6798136351,15983.3027499474,18664.4829777068,16412.1576068503,7644.33735345508,9712.61094921039,10237.422902943,8274.62806700804,10723.5683853815,15139.5983402927,14534.4591199582,14926.7097330918,13372.3174880186,0.824101404571468,0.25033903165038
"P10852","Slc3a2","4F2 cell-surface antigen heavy chain",0.120825956600471,24,6,24,198485.600708636,278289.74674712,187719.966371859,202600.200583005,183811.220543193,238057.549535686,219375.433385381,206738.088897072,138725.178099484,154174.621025558,158753.438352292,167196.085380934,188547.999036058,257868.130294798,211048.02041856,226196.648640591,201099.245501264,0.694008415097503,0.187477777321264
"P11087","Col1a1","Collagen alpha-1(I) chain",0.548151533730356,18,18,24,4198557.0328372,3343709.27106758,2923530.12294734,3655538.33789675,3662822.05906953,3039689.59669442,3444338.8056215,3274529.50749775,2963304.74725129,2797293.05415367,2818358.79014759,2556700.48863661,3424284.13420861,3333790.20611441,3209783.03436197,3173215.75593586,3238715.30902763,0.506946856250088,0.124264922222621
"P11103","Parp1","Poly [ADP-ribose] polymerase 1",0.139611468079009,18,6,24,239450.918543021,209179.528635164,232390.962995432,258070.591394591,245461.894710995,279107.492170778,182352.717964071,182556.51933977,216808.162808269,306669.646695298,273213.403561324,270473.460070128,255058.367518065,268012.869447006,238980.259400153,258678.072049048,244779.054206445,0.507874046389521,0.139648769058314
"P11214","Plat","Tissue-type plasminogen activator;Tissue-type plasminogen activator chain A;Tissue-type plasminogen activator chain B",0.313110600467639,24,12,24,421432.021023846,464015.262264141,402475.171981525,386621.041650271,489587.570643522,447561.066977084,532636.877217587,518080.559557311,735383.539385894,603140.851137187,597751.690793146,551827.990507764,532884.698152655,515216.277160905,624547.369739356,601876.690824743,526564.917438559,0.662335233862818,0.175624413569231
"P11276","Fn1","Fibronectin;Anastellin",0.00212227394764467,6,18,24,7445292.19921779,6867431.85203985,5900648.31071185,7240400.87438865,7280317.05206393,6625393.73040661,5450631.26413474,5671398.98582079,9000276.30201329,7730710.06530486,7663090.90432527,7446275.96421311,6137805.42779811,7083069.36942849,6677833.73411686,5767297.42070479,6874242.09104306,0.516368930693266,0.136263509212028
"P11440","Cdk1","Cyclin-dependent kinase 1",0.149984889195133,12,12,24,349802.046027515,396830.263846991,462116.538329596,430492.782532115,348446.377824017,364892.057221444,330613.1311945,303565.456634004,219170.013274553,310295.126136164,220457.546813448,285140.730272288,168293.757624955,186762.564610937,122615.443035204,161658.857104461,291322.043280137,1.16538072942158,0.349420056221047
"P11499","Hsp90ab1","Heat shock protein HSP 90-beta",0.0120320043860253,12,6,24,6152387.83498677,6407422.63888239,6538357.78580457,6243899.93427943,5203998.91346358,5353110.28368688,5336370.59604947,5526462.29779948,5957276.64843187,5317451.53275188,5836742.80570009,6335744.29924738,5801028.18679434,5412576.08897664,5871033.22690038,5206844.13227115,5781294.20037664,0.230806256539246,0.0789807323510996
"P11679","Krt8","Keratin, type II cytoskeletal 8",0.58627791105411,6,18,24,71512.3210312064,62677.3031208188,47325.6930502981,62877.6635129494,72497.8384961525,49689.7171204874,64804.156091039,52997.3283111561,84244.8428829175,78644.6314931234,77247.7410725627,66025.404747679,74134.0866084037,65510.8439081198,75872.73544729,58786.7519344637,66553.0661767917,0.554732515772411,0.160379588673889
"P11983","Tcp1","T-complex protein 1 subunit alpha",0.58627791105411,12,6,24,7077495.89804577,7211719.40142678,7155635.15451606,6904764.13762925,6880607.41256533,6584094.16883591,6729793.63951139,6605734.05561843,6406496.02673656,7058008.46096948,6808556.62458518,7644408.45740968,7171924.98393588,6628353.67042497,6594928.92517741,7518269.41049196,6936299.4017425,0.178468713499036,0.0505315960518083
"P12023","App","Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31",0.00337964539945785,24,6,24,172072.509640744,222229.781672768,190496.291313918,168443.768562756,201603.876818447,189926.905807354,209419.242210222,222884.354853345,131174.178995595,137890.025042733,208222.979998728,169588.60561821,258401.393550683,250031.414575887,313903.778926703,268827.432160007,207194.783734256,0.881921815973288,0.234665496199886
"P12032","Timp1","Metalloproteinase inhibitor 1",0.832430111218511,6,18,24,60088.6812744939,68538.3739619749,41809.0160259371,63065.3998523151,58285.542525141,44387.1956585888,37273.9628119458,54147.5947777456,63591.6696415552,52586.8230713813,56473.4649206393,55036.3851433127,65449.0038036582,62004.4898178883,58017.8357419508,58646.9180693431,56212.6473186169,0.556181084531038,0.154099120696093
"P12815-2","Pdcd6","Programmed cell death protein 6",0.816009003761156,24,6,24,74403.1349800384,97930.9642532806,86851.5644946984,69627.4854218773,69114.8761944986,81950.8328381067,93080.998376481,82948.7828863503,59495.9578200883,54482.15390549,94735.5309221623,87639.4476380379,90881.7231100488,79381.7170677929,115075.766421803,82875.366592968,82529.7689327327,0.734203103921215,0.182733455450366
"P12970","Rpl7a","60S ribosomal protein L7a",0.0132352048246278,6,18,24,18221685.8616658,16569565.6962454,14786927.2581771,17644810.8204118,16666695.1867682,16764528.0938814,13984613.5629187,14735771.2045619,18626215.0672864,19959398.1294485,17888559.7055461,19766500.5643486,16882879.2322882,19230455.2578636,16116927.7076644,15977127.4469731,17113916.2997531,0.34911848707686,0.104340894061906
"P13020-2","Gsn","Gelsolin",0.000453314971589486,24,6,24,2842546.79061403,2947524.78644077,2957141.11290337,2921587.57438183,3260348.60438935,3106475.88692293,3324551.26737313,3245034.69332464,2395022.90297856,2473143.99683167,2571418.54953038,2507412.43580734,3001269.22414953,2989220.15926864,3047357.68939372,2980836.82675492,2910680.78131655,0.319350844091577,0.0981812763727961
"P13864","Dnmt1","DNA (cytosine-5)-methyltransferase 1",0.0535267116004595,6,18,24,997109.376379546,923482.318076391,958076.078982735,944564.718576598,914401.670341985,885994.072729707,740498.447826614,721820.896570881,695885.449206019,854111.529257251,722319.165967681,726215.108098065,647101.805425872,624413.800092918,524122.644666977,587400.424648657,779219.844177994,0.607000367414317,0.188603593076973
"P14115","Rpl27a","60S ribosomal protein L27a",0.00579167592228507,6,18,24,1868078.8441295,1955650.93628477,1615218.38220872,1662944.20979928,1555267.16344248,1897405.19210295,1635940.45214213,1501426.52867685,1753348.29253988,1888629.19975001,1707560.37480414,1841903.52937932,1620051.99176153,1836790.9344359,1543249.52301971,1578165.89430874,1716351.96554912,0.26464525733951,0.0856924303369843
"P14131","Rps16","40S ribosomal protein S16",0.0212265284606378,6,18,24,5006208.37484191,3356836.2785926,3753281.27586241,4422439.56562446,3909181.2501755,4130736.27894039,3502137.87584668,3643607.22779976,7580859.26072207,4660385.62245418,4554545.75986945,4966911.89530821,4225695.40496372,4372750.88027807,3853121.64233729,3978801.06279896,4369843.72852598,0.966630214841642,0.225692889331042
"P14148","Rpl7","60S ribosomal protein L7",0.909565184301191,24,6,24,1447983.48420087,1740108.9228061,1709677.27577585,1516005.06916377,1608693.49117672,1629891.23718481,2116318.12099035,1721492.8664384,1028647.44897952,1516413.96580767,1507686.37684672,1655054.30165441,1547698.48893428,1497815.22730604,1486805.02804463,1682216.47169096,1588281.73606257,0.684809657704193,0.137909641703982
