"Leading.razor.protein","Gene.names.syn","Protein.names.syn","pVal.syn","phase.syn","peak.shape.syn","period.syn","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","Av_expr.syn","Amplitude.syn","CV.syn","Gene.names.tot","Protein.names.tot","pVal.tot","phase.tot","peak.shape.tot","period.tot","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","Av_expr.tot","Amplitude.tot","CV.tot"
"P03899","Mtnd3","NADH-ubiquinone oxidoreductase chain 3",0.881513303769401,12,18,24,19974.8587347332,21540.3798439092,18466.1616818529,25717.1271260857,23279.0335969022,27260.9551394028,24379.2457018741,23286.3733737894,22988.0168998187,0.382581650947858,0.126758972728769,"Mtnd3","NADH-ubiquinone oxidoreductase chain 3",0.923579946146942,12,18,24,35089.3272859178,35261.779651229,34977.8228952568,44503.9157111068,37375.5410645314,51277.8120665546,44678.6093531917,38795.2375292277,40245.005694627,0.40501893067129,0.148199839385727
"P04202","Tgfb1","Transforming growth factor beta-1;Latency-associated peptide",0.917960088691796,18,12,24,5036.35050456703,5729.2807292457,5821.2140601194,6318.99496594135,6249.29858744081,5958.75230615434,6830.06216036126,5449.07701111119,5924.12879061763,0.302780665173085,0.0934622715831289,"Tgfb1","Transforming growth factor beta-1;Latency-associated peptide",0.314174894217207,18,18,24,8903.83507625341,10054.6182943085,10707.6715109748,12408.2298485515,11310.6473844807,10830.0634512732,13393.8535034297,12105.8577153001,11214.3470980715,0.400381617218574,0.126411168644157
"P04918","Saa3","Serum amyloid A-3 protein",0.473946784922395,24,12,24,142352.273292799,146254.889895007,175648.223893054,155590.84164157,185683.86429934,142207.73842405,150012.077097142,163403.591736787,157644.187534969,0.275786418485275,0.101942181541691,"Saa3","Serum amyloid A-3 protein",0.846614950634697,24,12,24,171599.605844263,191751.226904807,213235.485408456,190503.311053683,215132.231660423,175162.065675652,181572.649494979,199796.755338891,192344.166422644,0.226326727895164,0.0846705688889422
"P04925","Prnp","Major prion protein",0.473946784922395,24,12,24,112693.059098186,98493.6222216789,93134.26796859,116786.477438722,105201.825443686,111457.656430897,117485.917316362,113508.762388886,108595.198538376,0.224242412883167,0.0814663893813535,"Prnp","Major prion protein",0.562915742793792,24,12,24,200681.62535528,177903.242058093,165684.912797952,213578.098442405,197766.956282071,204764.968119967,224280.616156934,214660.485207326,199915.113052503,0.293102919855754,0.0979251160545332
"P05064","Aldoa","Fructose-bisphosphate aldolase A",0.881513303769401,12,18,24,240973.083172202,230850.14433198,241803.175920385,223089.731264471,176558.994280445,251338.230269729,210197.817891492,268662.225067177,230434.175274735,0.399694319112701,0.121696096442724,"Aldoa","Fructose-bisphosphate aldolase A",0.846614950634697,18,12,24,1705787.20299826,1859547.71365937,2136091.00291934,1702419.38848724,1962959.3101733,1862909.92180987,1758924.52296731,2046550.47293314,1879398.69199348,0.23075019487861,0.0847182442668112
"P05201","Got1","Aspartate aminotransferase, cytoplasmic",0.750554323725055,12,6,24,89640.762689588,89259.6097529926,74836.8431081821,91018.0839827782,88741.634039978,90145.1259441634,84552.6871892545,81904.4644456776,86262.4013940768,0.187581618562582,0.0644988901164611,"Got1","Aspartate aminotransferase, cytoplasmic",0.753526093088858,6,18,24,567670.691124954,523191.241710822,502678.852169268,586810.018641417,567776.928965117,630472.363531636,595135.102397922,537092.960772548,563853.519914211,0.226643102949524,0.0736913125915608
"P05202","Got2","Aspartate aminotransferase, mitochondrial",0.662527716186253,6,12,24,425457.206068373,378886.389116886,390569.839837563,394803.290361465,387682.458530823,398054.698200381,376252.321640564,383396.024645883,391887.778550242,0.125558609175919,0.0395135828674381,"Got2","Aspartate aminotransferase, mitochondrial",0.917960088691796,24,12,24,2232014.08299802,2129800.61089779,2129831.49599692,2201865.65430789,2177948.86137064,2246134.82849191,2265577.48399252,2271411.77225533,2206823.09878888,0.0641696932732203,0.0257033219777414
"P05213","Tuba1b;Tuba4a","Tubulin alpha-1B chain;Tubulin alpha-4A chain",0.750554323725055,12,18,24,6011.4172516125,7750.45673014093,7269.91662369908,6377.57094591358,6257.09580747699,7082.03649987197,5770.39425769142,6134.62193548755,6581.68875648675,0.300844136772346,0.106205590263994,"Tuba1b;Tuba4a","Tubulin alpha-1B chain;Tubulin alpha-4A chain",0.184312638580931,18,18,24,200235.933926458,196545.138347096,267812.9771174,254796.069601464,215219.881077207,228416.388116168,215312.567301859,259740.069160462,229759.878081014,0.31018400325393,0.120554527290818
"P05622","Pdgfrb","Platelet-derived growth factor receptor beta",0.881513303769401,12,18,24,613833.4703965,742548.887239865,690324.408462873,734897.405661317,761328.361552517,739515.677831723,796185.54019586,722379.117777209,725126.608639733,0.251476180334128,0.0747590385782659,"Pdgfrb","Platelet-derived growth factor receptor beta",0.828159645232816,18,18,24,959015.504598415,1125012.50680057,1136633.30118488,1119266.46682139,1178444.9791768,1116097.36191034,1199868.06995361,1145389.25946701,1122465.93123913,0.214574499458803,0.0644409959435849
"P06151","Ldha","L-lactate dehydrogenase A chain",0.963137472283814,24,18,24,243584.842416875,228542.174755057,213341.203771525,255414.288198857,243148.509608194,279989.267317871,276413.064462739,299388.463450604,254977.726747715,0.337469710694446,0.112499212487177,"Ldha","L-lactate dehydrogenase A chain",0.963137472283814,24,18,24,799591.064087303,774391.824670118,754131.886816751,858457.656837974,785197.731341937,933089.722137481,930153.813852978,941641.082261498,847081.847750755,0.22135900555848,0.0929306447008602
"P06745","Gpi","Glucose-6-phosphate isomerase",0.881513303769401,12,18,24,64651.3149974202,58304.8599131951,50913.6542344997,75861.7220283122,57676.6430580606,79717.1322182601,82707.6075721502,58275.9340001169,66013.6085027519,0.481627259269202,0.179432626673229,"Gpi","Glucose-6-phosphate isomerase",0.750554323725055,18,12,24,268079.107505004,268187.060780235,250441.902967143,301180.619996374,245467.671417866,295653.695240179,305204.21843181,264370.123065781,274823.049925549,0.217363671024417,0.0837310218977399
"P06795","Abcb1b;Abcb1a","Multidrug resistance protein 1B;Multidrug resistance protein 1A",0.473946784922395,24,12,24,6592.62801472207,5865.80426346766,7239.59350297486,6308.8207232143,6348.49655345664,5473.15008936421,5254.28229435556,7338.42815592521,6302.65044968506,0.330677685238564,0.120161528394779,"Abcb1b;Abcb1a","Multidrug resistance protein 1B;Multidrug resistance protein 1A",0.220028208744711,24,12,24,7975.0933394124,7808.72769455597,9603.76552080011,8323.32078316972,8539.42874784465,7385.89226563244,7917.26582490213,9326.03663729706,8359.94135170181,0.265297705074951,0.0916651438829004
"P06797","Ctsl","Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain",0.920310296191819,24,6,24,374240.330824642,427486.988832408,435260.034532948,436695.981737723,498377.858668888,498048.153005743,531221.753733219,537508.554434064,467354.956971204,0.349345227164204,0.123009119776903,"Ctsl","Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain",0.914315937940762,18,12,24,591912.214055595,648304.337712407,626573.760175387,642709.876439262,713752.497236657,722959.335529206,772429.520571,749269.832822517,683488.921817754,0.2641115323937,0.094556713462545
"P06909","Cfh","Complement factor H",0.914315937940762,24,12,24,43594.0761351477,29340.5290481923,33211.036983672,44525.6471033394,57243.7240744963,47063.7244387803,60176.653992932,54379.999836078,46191.9239515798,0.667565286457074,0.238209647002382,"Cfh","Complement factor H",0.914315937940762,24,12,24,66644.5045997858,50104.6601381345,53587.3489914181,68491.4215735945,83173.8124836992,68968.4749768074,86526.5423860423,79976.1385744628,69684.1129654931,0.522671247403889,0.189854403293864
"P07356","Anxa2","Annexin A2",0.258110014104372,12,6,24,734375.256425214,646437.46992069,551243.495946304,619670.847068669,564417.193487306,569454.156707948,529412.654178293,538152.560505303,594145.454279966,0.344970412161634,0.116798489095159,"Anxa2","Annexin A2",0.100846262341326,12,6,24,2386102.71356864,2456308.97718477,2185590.48581754,2144375.15737768,2177786.64453958,2198868.70229513,2033136.67234087,2060476.49139739,2205330.7305652,0.191886096257066,0.0666445114077328
"P07742","Rrm1","Ribonucleoside-diphosphate reductase large subunit",0.442350332594235,12,18,24,181189.536736972,206427.548679961,175854.709905604,208128.45794482,175131.799788601,210301.511776456,196606.578868383,182044.998244155,191960.642743119,0.183213139346064,0.0784037642635169,"Rrm1","Ribonucleoside-diphosphate reductase large subunit",0.416574279379157,12,18,24,923346.657038671,988984.275776139,945010.052803345,1013391.32142262,892630.428073751,1021620.30171202,985681.412418892,993335.108058143,970499.944662948,0.132910748060956,0.0468695147847372
"P07901","Hsp90aa1","Heat shock protein HSP 90-alpha",0.0315964523281596,12,18,24,445065.387403786,507161.391094198,501575.152458826,484069.330235024,448609.762621967,514711.619400288,457362.579666576,495838.725702638,481799.243572913,0.144554465216719,0.0574759551386452,"Hsp90aa1","Heat shock protein HSP 90-alpha",0.220028208744711,18,12,24,3795040.53071834,3974697.75917597,4204529.28761332,3826147.05620951,3801822.69260134,3997963.25333619,3934003.84396032,4031878.78921945,3945760.40160431,0.103779427845767,0.0353022728332279
"P08003","Pdia4","Protein disulfide-isomerase A4",0.613540197461213,6,6,24,366673.224465222,363698.799783037,338532.786178137,374549.336463582,346280.779582722,322945.623214885,327284.182124517,330603.157720901,346320.986191625,0.14900544669893,0.0570188246316608,"Pdia4","Protein disulfide-isomerase A4",0.920310296191819,6,18,24,1957861.95344961,1905944.69799367,1726370.86435205,1913152.35379113,1969891.61924518,1936183.78289628,1985828.61801509,1796335.00638448,1898946.11201594,0.13663249948025,0.0479356208049574
"P08030","Aprt","Adenine phosphoribosyltransferase",0.822028465187845,6,18,24,89280.8098885235,87762.8724318328,85149.2826510779,84522.3732863642,77702.7630916472,76892.6202417009,80855.6440145782,77645.0396754165,82476.4256601426,0.150202794891599,0.0589571040438922,"Aprt","Adenine phosphoribosyltransferase",0.442350332594235,18,18,24,313596.502798699,275490.26431995,327057.547781347,292517.874622343,301831.687137147,287319.06624987,305457.969656039,295422.374779043,299836.660918055,0.171984584218306,0.0533084158191095
"P08113","Hsp90b1","Endoplasmin",0.881513303769401,6,6,24,1328830.30259336,1385379.20661651,1306352.63299728,1418186.80471166,1363027.78937126,1295342.59701812,1332404.75935105,1309452.24203546,1342372.04183684,0.091512787710809,0.0319792952704727,"Hsp90b1","Endoplasmin",0.258110014104372,6,18,24,4926173.17371454,5061896.35408439,5019018.89241623,4921092.58846623,5099067.17320585,4941388.8404554,4866364.82352042,4626590.83677418,4932699.08532965,0.0957845447813475,0.0296939257967427
"P08121","Col3a1","Collagen alpha-1(III) chain",0.930570953436807,24,18,24,486514.410092632,385658.793340175,340625.390927707,459320.929307231,379685.976204831,415679.243878031,403719.244106909,399042.736254697,408780.840514027,0.356888104103595,0.112450515949939,"Col3a1","Collagen alpha-1(III) chain",0.914315937940762,24,12,24,727445.203013583,599521.591540614,536761.874839507,751747.966710042,651653.877424523,725081.202563389,755824.226232077,682541.511446898,678822.181721329,0.322709477225804,0.11542344389041
"P08122","Col4a2","Collagen alpha-2(IV) chain;Canstatin",1,6,18,24,264895.841466094,241760.895955529,227956.638541001,255820.467675495,241107.197402723,264549.020352234,267177.478145325,253279.208251986,252068.343473798,0.155596054085232,0.0555386121910562,"Col4a2","Collagen alpha-2(IV) chain;Canstatin",0.846614950634697,24,12,24,507198.527148923,446116.017386001,416713.526895163,472555.742293063,453111.011113074,514465.881998255,542750.15115576,526184.857938586,484886.964491103,0.259929908391896,0.0913665758876466
"P08228","Sod1","Superoxide dismutase [Cu-Zn]",0.739421720733427,12,12,24,159066.168859611,136119.403637516,114253.599573946,129384.80757978,113078.057309564,125791.720581969,117365.301500779,110369.963567718,125678.62782636,0.387466080224654,0.128660657246222,"Sod1","Superoxide dismutase [Cu-Zn]",0.739421720733427,6,18,24,2086103.93684488,1871537.41966621,1544103.53639234,1852840.18374811,1749564.57637143,1847315.6713055,1857241.41965716,1656940.64611814,1808205.92376297,0.299744842846554,0.0894760359489555
"P08249","Mdh2","Malate dehydrogenase, mitochondrial",0.416574279379157,24,12,24,1568313.60706038,1479195.354709,1543441.68786959,1546237.94687222,1439728.08987358,1409341.96997281,1495153.31952989,1517257.38056409,1499833.66955644,0.105992844616286,0.0367765469327626,"Mdh2","Malate dehydrogenase, mitochondrial",0.0886917960088692,18,18,24,6016468.79784118,5906060.95277291,6452351.99660508,6320326.67553527,5901475.8816052,5972627.44786012,6200972.36121387,6301844.11706948,6134016.02881289,0.0898067615754977,0.034560981807708
"P08752","Gnai2","Guanine nucleotide-binding protein G(i) subunit alpha-2",0.750554323725055,6,12,24,74988.703665666,68299.638007063,53177.471162309,74963.1289594972,54689.1815190878,70121.2233584078,62076.0708467951,55875.7062442438,64273.8904703837,0.339348253913574,0.140373788785022,"Gnai2","Guanine nucleotide-binding protein G(i) subunit alpha-2",0.750554323725055,6,12,24,292593.901297253,264330.485400722,212708.028131641,267606.982148084,223803.953241548,249982.371369596,243057.619320276,235316.372244269,248674.964144174,0.321246143296101,0.103714404102916
"P08775","Polr2a","DNA-directed RNA polymerase II subunit RPB1",0.914315937940762,24,12,24,240304.265837376,221282.575053705,255001.871170881,238615.230549723,214825.021190997,188874.556964203,201638.693457376,219423.812163922,222495.753298523,0.297207084748062,0.0971229862679833,"Polr2a","DNA-directed RNA polymerase II subunit RPB1",0.473946784922395,24,12,24,464355.27108844,436851.247891214,493321.694069051,482509.608947062,467956.918061958,415857.446526394,434186.46318672,444381.112391134,454927.470270247,0.17027823687288,0.0580874180467203
"P09023","Hoxb6","Homeobox protein Hox-B6",0.764966740576497,24,6,24,10560.4211770528,11525.5155289144,13733.0732123476,13212.6864773775,12774.445492606,13878.5437563436,12405.7785816246,14163.2104439155,12781.7093337727,0.28187069293957,0.0974307139242719,"Hoxb6","Homeobox protein Hox-B6",0.828159645232816,6,12,24,18609.0181112856,16532.4246077367,18327.9542608649,18611.7520984937,19348.2817051082,19595.1024631314,18418.8546872726,16697.593310663,18267.6226555695,0.16765607179109,0.060913537081798
"P09055","Itgb1","Integrin beta-1",0.51410437235543,24,6,24,931277.470766515,923825.568289929,961320.797556984,929470.117468653,904434.119671853,950544.266538652,935966.796755697,1019577.5092993,944552.080793448,0.121902637206329,0.036810376518803,"Itgb1","Integrin beta-1",0.442350332594235,24,6,24,1424733.91713128,1420610.27108794,1474782.43800193,1488229.25501632,1399015.18268917,1509776.55733407,1499927.25881558,1570974.89210341,1473506.22152246,0.116701040621713,0.0384399155729307
"P09103","P4hb","Protein disulfide-isomerase",0.764966740576497,6,6,24,704781.793857988,670880.831796113,784447.272050993,642885.703158234,779995.772676911,615569.964559241,609990.554141466,710523.621396499,689884.439204681,0.252878174945714,0.0982893939655281,"P4hb","Protein disulfide-isomerase",0.833148558758315,6,6,24,3479357.16092769,3335819.61303751,3863606.93638225,3190255.07811232,3631351.80237945,2886318.1630934,3145857.63562174,3434239.15509113,3370850.69308069,0.289923482904455,0.0901002119368331
"P09405","Ncl","Nucleolin",0.914315937940762,12,12,24,1237379.31541228,1115155.61224548,1084110.3556148,1173914.00375231,1072268.50122859,1199761.48028684,1213020.06768194,1037633.37182503,1141655.33850591,0.17496168664061,0.0648094631687252,"Ncl","Nucleolin",0.753526093088858,6,18,24,3055178.88005032,2636928.52495678,2564587.63039854,2889093.86820038,2607333.28712031,2891721.00413787,2968798.91439169,2640672.27902605,2781789.29853524,0.176358162679719,0.0681828517812783
"P09450","Junb","Transcription factor jun-B",0.750554323725055,12,18,24,9613.37358940517,13354.1985773434,10431.5660885981,11951.2779373348,10239.4826230661,11766.4373672188,10018.4280274069,11271.9011353923,11080.8331682207,0.337594198121017,0.11232411946306,"Junb","Transcription factor jun-B",0.881513303769401,12,6,24,17199.6543935733,22879.87971531,18108.4726251468,20453.9814854785,20826.3747166331,17472.8709235314,17902.0084369535,18809.2029610311,19206.5556572072,0.295744089836598,0.103706337282949
"P09528","Fth1","Ferritin heavy chain;Ferritin heavy chain, N-terminally processed",0.442350332594235,6,6,24,163313.780027129,137362.133954009,140364.488154028,143203.849289973,154203.714668385,130089.755832333,131928.607989459,121242.373757502,140213.587959102,0.300052276544684,0.0963468501431893,"Fth1","Ferritin heavy chain;Ferritin heavy chain, N-terminally processed",1,6,18,24,320558.796923077,350016.881954119,388750.184430457,349401.621203516,405089.873551681,395258.69864756,372387.154282491,399398.647302285,372607.732286898,0.226863452644395,0.0805423646928373
"P09535","Igf2","Insulin-like growth factor II;Insulin-like growth factor II;Preptin",0.886212457165894,24,6,24,18737.0656697338,22872.3473823874,20171.6825127908,27037.8030994899,28302.1760157648,31088.2620190248,30430.6883023957,33813.6521047872,26556.7096382968,0.567712892161603,0.204755007360233,"Igf2","Insulin-like growth factor II;Insulin-like growth factor II;Preptin",0.750554323725055,24,12,24,55266.8579402955,55099.1199444875,49600.6837351141,61413.0132281819,56808.1193818085,62337.5139306051,67759.8192404658,68677.8782162153,59620.3757021467,0.319977763582162,0.111001902825554
"P09671","Sod2","Superoxide dismutase [Mn], mitochondrial",0.51410437235543,6,18,24,209564.632856381,215686.26092369,199823.17718064,203781.191707758,214804.748418903,202604.261008561,211089.150503257,184176.095257724,205191.189732114,0.153564905525933,0.0499592707103695,"Sod2","Superoxide dismutase [Mn], mitochondrial",0.753526093088858,12,18,24,928648.339643016,963008.764153246,882846.314500426,1007269.78578883,1025317.10760185,1039802.32804968,1060246.15366913,1021055.77964565,991024.321631478,0.179006544336529,0.0613677207097883
"P0C090","Rc3h2","Roquin-2",0.881513303769401,18,18,24,508.276891196948,1120.85298517554,1197.9695483396,1145.83704498788,1461.37230633623,864.029715800378,1113.54621006414,1076.8306644266,1061.08942079091,0.898223463983708,0.261063908139879,"Rc3h2","Roquin-2",1,6,18,24,2729.26225946718,3821.08972218934,3629.9044583955,3269.29040327275,3769.08952971057,2268.3880867093,3084.92318828353,3303.0054973992,3234.36914317842,0.480063210705194,0.165392640688215
"P0C605","Prkg1","cGMP-dependent protein kinase 1",0.764966740576497,6,12,24,7075.0245423552,8551.49941331146,7979.20948499322,8434.54599977803,8537.9559396156,6955.06711291308,7377.38132048428,8083.76851580597,7874.30654115711,0.202739414836622,0.0831179268920533,"Prkg1","cGMP-dependent protein kinase 1",0.662527716186253,18,12,24,57270.4146316383,64856.7341670288,71516.4613888797,71499.0462585765,74539.6908303041,78529.7558220345,82115.8640495419,76856.7245514253,72148.0864624286,0.344367406484744,0.110300185487702
"P0C7T6","Atxn1l","Ataxin-1-like",0.963137472283814,6,18,24,2175.96791883767,2049.84071229508,1862.70598734508,2222.92386727649,2277.22142945506,2005.08354860197,2247.37709803993,1573.0404705506,2051.77012905024,0.3432065556147,0.116640939708506,"Atxn1l","Ataxin-1-like",0.923579946146942,6,18,24,12151.7226364551,9527.66883693223,8196.31890378399,9417.49638207754,8744.92881368705,8682.51903548533,10021.7323188315,7356.274478014,9262.33267565834,0.517736549351511,0.154812990311229
"P0DOV2","","",0.0176304654442877,6,12,24,59513.6285330309,42130.8488136918,40267.8666433703,49998.9945742686,47698.1940346501,41865.4721848175,36029.6265495036,40417.8169283351,44740.3060327085,0.524895872780994,0.165608198738462,"","",0.920310296191819,6,18,24,207716.302308103,178350.997404047,159425.354305595,176752.278723273,158436.045704023,157555.441514344,137875.231123125,137608.476763619,164215.015980766,0.426927008628099,0.140979211571542
"P10107","Anxa1","Annexin A1",0.750554323725055,12,18,24,2406789.28697124,2680854.37055221,2668376.96854624,2391465.43333998,2386581.2524367,2560159.58662913,2351619.7824703,2501671.07118402,2493439.71901623,0.132040323883109,0.0524411798238433,"Anxa1","Annexin A1",0.76163610719323,12,18,24,16106485.8903158,17664462.5528389,17293263.6094617,16281172.4254168,15554274.5040286,15269433.4192119,15216737.9931066,15851654.515231,16154685.6137014,0.151517932212577,0.0559068086359512
"P10126","Eef1a1","Elongation factor 1-alpha 1",0.405487804878049,6,18,24,1888634.24112858,1938847.60205131,1855555.30040695,1601657.93601795,1859625.71597744,1718406.82189824,1694772.90735514,1808056.73740158,1795694.65777965,0.187776727280734,0.0634121041310944,"Eef1a1","Elongation factor 1-alpha 1",0.881513303769401,6,18,24,11857437.4052994,12692307.7941219,13128859.8348481,10843478.138404,12968811.5614156,10958387.3504872,11602818.7300075,11968216.3766882,12002539.648909,0.190408177210382,0.0724535006513104
"P10493","Nid1","Nidogen-1",0.51410437235543,24,6,24,48076.4878584191,54388.8837193282,50285.6355879358,55221.4432439676,51762.1051175064,57813.3941952805,64226.4302771762,62063.1491905114,55479.6911487657,0.291096473040052,0.101542097711593,"Nid1","Nidogen-1",0.914315937940762,24,12,24,93033.5093038767,94634.9754506116,92910.7638780819,94724.6692652028,105401.087733499,100916.058516662,117228.733300486,118923.787796932,102221.698155669,0.254476538623297,0.104637495680073
"P10518","Alad","Delta-aminolevulinic acid dehydratase",0.473946784922395,6,12,24,19366.7495786016,17639.5729316225,16898.848271903,18254.3694753242,16984.7710405861,15199.6733903464,14897.1225298418,15545.1721900327,16848.2849260323,0.265286767667003,0.0930110830476515,"Alad","Delta-aminolevulinic acid dehydratase",0.416574279379157,12,18,24,190969.250736003,213229.1511549,186198.503967888,211189.522098883,197121.433098854,212988.736837722,198999.11532442,194555.875162309,200656.448547622,0.134711081466174,0.0524869350890894
"P10605","Ctsb","Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain",0.405487804878049,18,18,24,128564.231747509,127683.713842889,145174.415824008,131266.499199478,142036.326073484,138989.256842501,146565.242212001,160222.741237133,140062.803372375,0.232317407696994,0.078337271118332,"Ctsb","Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain",0.100846262341326,24,6,24,790282.725746542,742894.746859894,774288.717188779,800270.866344822,672655.689591971,758959.308043746,814570.525896031,827617.443223843,772692.502861953,0.200547763900793,0.0636404492272868
"P10630","Eif4a2","Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",0.421808885754584,6,18,24,626543.988468546,597292.345304306,579217.296793464,599794.920616576,573499.74192856,605671.009945666,546609.563539603,497049.5063478,578209.796618065,0.223957606526482,0.0701881836879374,"Eif4a2","Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",0.220028208744711,6,12,24,1086186.25015187,1053523.34426373,1048782.92982836,1079780.09250704,1080724.46506774,1041324.23941761,994116.359745557,932272.27599023,1039588.74462152,0.14805275158849,0.0505678975849891
"P10639","Txn","Thioredoxin",0.750554323725055,24,12,24,306118.656141401,289283.430521505,362020.931095307,302659.026365764,284997.055900147,269754.258960024,260625.986109226,348310.975939873,302971.290129156,0.334668492657692,0.118083940433077,"Txn","Thioredoxin",0.220028208744711,24,12,24,768595.989769798,740525.618924269,913927.822662353,785329.15127818,781425.782831546,695062.115933942,727367.980556055,890286.239149609,787815.087638219,0.277813550619532,0.0975163393900803
"P10711","Tcea1","Transcription elongation factor A protein 1",0.195121951219512,18,18,24,68896.3110433937,68667.6761629196,70058.7856569225,72755.7134039503,68412.8085974313,66294.4227363096,70414.4502565781,68826.2898717468,69290.8072161565,0.0932488872222883,0.026926191940556,"Tcea1","Transcription elongation factor A protein 1",0.416574279379157,12,12,24,458921.141917621,453359.610879892,437935.998366927,442616.106877142,430332.905585608,446227.531622214,443006.351285754,429216.354043787,442702.000072368,0.0670988336826538,0.0233306104565153
"P10810","Cd14","Monocyte differentiation antigen CD14",0.750554323725055,18,12,24,30999.4639858105,40857.0476238936,55487.597890136,34230.9927075125,47665.5323462763,60392.5737758258,58230.7017015069,61683.248173173,48693.3947755168,0.630142636980209,0.248803773528576,"Cd14","Monocyte differentiation antigen CD14",0.846614950634697,18,12,24,476455.625265999,561539.813240023,678627.935052636,513652.472039276,678857.598408747,663374.141252272,594770.52891075,850604.736855041,627235.356378093,0.596505136045787,0.188169042271396
"P10852","Slc3a2","4F2 cell-surface antigen heavy chain",0.416574279379157,12,18,24,351148.060415303,361327.056454036,356070.070223111,361628.542095509,352290.876786608,396739.744908168,358454.490169356,367570.029295625,363153.608793464,0.125543801270041,0.0401422423310726,"Slc3a2","4F2 cell-surface antigen heavy chain",0.828159645232816,12,18,24,1050806.73777179,1057632.65033594,1093053.09773178,1067992.82731363,997530.32783048,1082441.05797629,1013335.4036728,1031980.29289073,1049346.54944043,0.0910307180713923,0.0316215400348367
"P11031","Sub1","Activated RNA polymerase II transcriptional coactivator p15",0.846614950634697,6,12,24,14109.3279063855,16674.3881601805,13679.956181147,13345.9394233851,12974.4875044231,10422.2223901326,11534.7306477712,12060.2162593834,13100.158559101,0.477258785978918,0.143997559562078,"Sub1","Activated RNA polymerase II transcriptional coactivator p15",0.739421720733427,6,12,24,295758.207704971,319271.447276982,293783.636735112,256835.659541543,277950.621517674,232799.434129922,228608.384314441,254687.713838083,269961.888132341,0.335836527110434,0.119005093630754
"P11087","Col1a1","Collagen alpha-1(I) chain",0.930570953436807,6,18,24,3934853.80118371,3744380.18216634,3591015.55113805,3667794.79667905,3399243.78380864,3118738.40021288,3370640.24707475,3051025.56293432,3484711.54064972,0.253630243978416,0.0879300123878313,"Col1a1","Collagen alpha-1(I) chain",0.846262341325811,6,12,24,6464494.34405731,6067139.00308876,5802564.13413757,6094395.67339335,5620610.79785525,5250834.69166807,5729174.05742195,5013165.31189709,5755297.25168992,0.25217273212675,0.0815368590007438
"P11214","Plat","Tissue-type plasminogen activator;Tissue-type plasminogen activator chain A;Tissue-type plasminogen activator chain B",0.0315964523281596,24,6,24,34498.123022623,41401.6771404909,43467.2652993749,46809.4188688669,41717.7262669011,44800.7533075752,46259.1620845884,53998.457777628,44119.0729710061,0.441993302257736,0.125914200008079,"Plat","Tissue-type plasminogen activator;Tissue-type plasminogen activator chain A;Tissue-type plasminogen activator chain B",0.0315964523281596,24,6,24,44733.5219506607,56030.0953705727,62184.7788356664,65396.47620346,59258.1791887321,64070.028428415,65265.262786697,80899.1216346757,62229.68304986,0.581163167021729,0.163489823602861
"P11276","Fn1","Fibronectin;Anastellin",0.914315937940762,6,12,24,7447906.02800652,7105937.70356933,7090204.02897437,6797013.09123017,6286610.71111572,5990641.50807655,6167045.25529779,6177981.31860845,6632917.45560986,0.21970189282206,0.0821910155600473,"Fn1","Fibronectin;Anastellin",0.0734478935698448,18,18,24,33566717.6537336,33659622.8114178,34581772.3266861,35400951.7954366,33854405.5491095,33436501.6594501,34297464.7402499,33951670.6982377,34093638.4042902,0.0576192576659493,0.0190864629957404
"P11438","Lamp1","Lysosome-associated membrane glycoprotein 1",0.739421720733427,12,12,24,427541.551335979,423270.033168842,386834.320155964,414673.487628334,370659.914290951,405836.281346584,375455.620263763,362353.877557294,395828.135718464,0.164686812018462,0.063797919675827,"Lamp1","Lysosome-associated membrane glycoprotein 1",0.212860310421286,12,6,24,984120.671418895,903181.431448073,810914.921428983,894559.129742373,861134.337459611,950877.282737782,861087.606283478,875668.768012985,892693.018566523,0.194026105713299,0.0611077177506963
"P11440","Cdk1","Cyclin-dependent kinase 1",0.917960088691796,6,12,24,8116.77688876757,7885.30641260231,6652.41824350888,6279.8784599228,6316.96113019921,5236.93032877801,5140.46781195534,6346.62393409406,6496.92040122852,0.458110749863802,0.165626313102661,"Cdk1","Cyclin-dependent kinase 1",0.753526093088858,6,18,24,19799.8323856945,22758.5254626683,21702.5875498984,18376.3616089931,19111.3328517865,16877.8158301045,14918.4168523553,20025.7272500837,19196.324973948,0.408417164272488,0.131165076467901
"P11499","Hsp90ab1","Heat shock protein HSP 90-beta",0.833148558758315,12,18,24,4392906.19972448,4580119.30155597,4591685.65168816,4511436.48418816,4476576.26756193,4827811.71665098,4375624.11842219,4580752.72259323,4542114.05779814,0.0995544348897295,0.0313832395140765,"Hsp90ab1","Heat shock protein HSP 90-beta",0.923579946146942,12,6,24,22834661.1183891,24925862.1783738,24035980.4243941,24538659.1016551,24611318.0999266,23816683.826149,23434963.490534,24200201.1169231,24049791.1695431,0.0869529820547056,0.0283475717650161
