"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","Av_expr","Amplitude","CV"
"P62317","Snrpd2","Small nuclear ribonucleoprotein Sm D2",0.662527716186253,12,6,24,23955.4473131889,21263.566609004,17670.9533118401,17930.6705101151,15321.3640995346,19265.2250606496,15505.4792954455,15650.7116465233,18320.4272307876,0.471281761330579,0.167513171267905
"P62320","Snrpd3","Small nuclear ribonucleoprotein Sm D3",0.739421720733427,12,18,24,124239.754686043,130514.406401493,121424.501925892,127342.99511095,117745.819766333,123351.670694103,131012.401406137,107078.958183447,122838.8135218,0.194836164047145,0.063398429514234
"P62334","Psmc6","26S protease regulatory subunit 10B",0.923579946146942,18,6,24,122304.751538027,123816.802428754,124215.157291319,125570.108620999,137936.114599571,137156.300851978,139665.789931724,121534.889335647,129024.989324752,0.140522395630214,0.0601925150296151
"P62500","Tsc22d1","TSC22 domain family protein 1",0.662527716186253,24,18,24,80404.713780074,63653.4439826449,56967.2424136384,72943.3936095948,56905.8445395952,70578.3739023626,70324.5001011328,72336.0665492092,68014.1973597815,0.345499471473206,0.120841916786882
"P62627","Dynlrb1","Dynein light chain roadblock-type 1",0.846614950634697,12,12,24,66368.0488937269,71718.270996569,74967.211899323,68029.1355933753,79362.7046015715,73148.137092966,66992.6729147391,71321.6980120934,71488.4850005455,0.181772710776364,0.0615070833133135
"P62700","Ypel5","Protein yippee-like 5",0.920310296191819,12,6,24,40581.549513888,41362.3416241174,35432.1540067881,43532.6212573684,45124.9381511548,45560.1395932145,44777.9216676732,39549.9113104307,41990.1971405794,0.241198810106055,0.0825287889708125
"P62702","Rps4x","40S ribosomal protein S4, X isoform",0.846614950634697,18,12,24,645238.651810391,598667.100678414,679032.037049226,679042.689891883,604751.952827123,691736.105254347,637546.049975162,632762.990887783,646097.197296791,0.144047993034678,0.0538187782812572
"P62715","Ppp2cb;Ppp2ca","Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform;Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform",0.812361419068736,6,6,24,112554.831245156,95418.9657689713,110662.888264786,97265.7604705746,104254.896388181,113389.535141563,103380.264368566,113997.997770286,106365.64242726,0.174671365464842,0.0693027126733952
"P62737","Acta2;Actc1;Acta1","Actin, aortic smooth muscle;Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle",0.750554323725055,12,18,24,475330.189030185,491520.711011909,468007.973516444,484517.293252181,418442.318301991,536512.789648954,483004.523621983,496342.320193764,481709.764822176,0.245107074776757,0.0681975099316708
"P62743","Ap2s1","AP-2 complex subunit sigma",0.442350332594235,18,18,24,18618.7314198768,19392.6188036205,21862.5574826986,20122.2814167656,19617.8056110254,17866.8405285211,22179.1383283794,15918.0987826467,19447.2590466918,0.321949716960128,0.105424439768864
"P62746","Rhob","Rho-related GTP-binding protein RhoB",0.764966740576497,6,12,24,32045.5126033305,27211.59884021,35759.6230826364,30298.4997249252,33484.7282664782,37821.4870850265,29301.7220656838,30710.033102449,32079.1505963424,0.330740934456856,0.108594647529555
"P62751","Rpl23a","60S ribosomal protein L23a",0.750554323725055,6,12,24,258826.984937716,234506.631656663,220247.964925598,238842.817493831,243545.301472258,239724.075165657,266360.767448231,239634.053973993,242711.074634243,0.189990516881536,0.058784986745331
"P62754","Rps6","40S ribosomal protein S6",1,6,18,24,293582.884226799,250523.300690673,264142.229271906,254153.571112204,247168.409715735,281023.551438911,269163.908006701,270108.187416648,266233.255234947,0.174337629121891,0.0594048577920609
"P62774","Mtpn","Myotrophin",0.0734478935698448,24,6,24,22042.6726982951,26399.7807363307,33200.7229970311,30884.2595246475,25835.655410987,23371.8848418821,28672.9888362955,29099.7615116787,27438.4658196435,0.406657222458402,0.136824225213145
"P62806","Hist1h4a","Histone H4",0.764966740576497,12,6,24,794699.852828417,620359.591801065,543397.852588311,595449.136065348,538971.572349684,556732.006387376,540231.730375037,541100.485732177,591367.778515927,0.432435262402187,0.14795540725342
"P62814","Atp6v1b2","V-type proton ATPase subunit B, brain isoform",0.416574279379157,6,12,24,195714.76236602,182818.716984494,176137.72569903,194019.15397974,183436.705484913,166230.062932458,161995.732449284,151635.480795271,176498.542586401,0.2497430342756,0.0882528891271991
"P62827","Ran","GTP-binding nuclear protein Ran",0.920310296191819,12,6,24,160739.379661653,155339.301862592,115505.201852818,125165.015713973,111032.326679405,125573.027456855,112357.748811375,126393.909502064,129013.238942592,0.385286451139844,0.146959582193444
"P62849","Rps24","40S ribosomal protein S24",0.613540197461213,6,18,24,80664.3579904942,77299.5204607387,55741.9408007004,66848.7258789265,62289.3917956857,72136.6345604945,71278.1553205992,69036.5482641722,69411.9093839764,0.359051024686941,0.114744533115705
"P62852","Rps25","40S ribosomal protein S25",0.0650406504065041,12,12,24,340093.754855264,348578.582982551,343377.36884323,336871.152273657,335983.077716719,370568.357211401,358079.636664419,329023.614624946,345321.943146523,0.120307276762969,0.0389462309928
"P62858","Rps28","40S ribosomal protein S28",0.258110014104372,24,18,24,23099.3685963863,20542.450347401,13948.4292534094,19977.4713212525,16044.5995757793,17591.9426931197,14991.4784071865,20884.2994466658,18385.0049551501,0.497739291629264,0.175611567315602
"P62862","Fau","40S ribosomal protein S30",0.828159645232816,18,6,24,385310.140319548,338808.51948754,380916.154621421,337686.079482376,341596.209784986,409035.828896744,398304.795464337,364105.996639149,369470.465587013,0.193113539673619,0.07610719704483
"P62869","Tceb2","Transcription elongation factor B polypeptide 2",0.914315937940762,6,12,24,173770.156725617,153996.45428767,145976.947124536,135983.199104493,126651.977763213,128056.828119924,121540.099322505,147027.027093583,141625.336192693,0.368790350704261,0.121655945037481
"P62874","Gnb1;Gnb2;Gnb4;Gnb3","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3",0.828159645232816,12,12,24,130649.604384293,129214.032814996,138373.47617287,127685.758433891,121238.10798476,127732.823304718,108885.581025312,109493.339918908,124159.090504968,0.237500895243574,0.0834705478187766
"P62897","Cycs","Cytochrome c, somatic",0.846262341325811,24,12,24,56384.635605874,67058.163079391,68926.6193433518,62617.7225903088,71185.6733138528,55095.8038077394,56459.4179262169,63656.0872845403,62673.0153689094,0.256727228000828,0.0986055126765453
"P62908","Rps3","40S ribosomal protein S3",0.881513303769401,6,18,24,164896.115355524,141076.201779256,142928.132673488,158587.50185138,155710.744029822,169850.715490882,158917.142486231,141924.927712509,154236.435172386,0.186561065674692,0.0715750779999043
"P62911","Rpl32","60S ribosomal protein L32",0.51410437235543,12,6,24,60560.6111225308,43404.0223090797,30560.3424169628,43677.1350157147,35529.3326315206,44745.0649799617,42305.9445386386,34185.9633069845,41871.0520401742,0.71649187789176,0.219367903513779
"P62915","Gtf2b","Transcription initiation factor IIB",0.258110014104372,12,6,24,37420.8015394136,40232.7009171989,30366.439468114,35002.2595736561,32094.3106624712,30632.8327506507,24114.5352444206,27663.4402787394,32190.9150543331,0.500705420941699,0.162445708756718
"P62960","Ybx1","Nuclease-sensitive element-binding protein 1",0.421808885754584,6,18,24,43776.2006712338,31406.689815153,24865.9903925263,33083.081302357,28565.5487814313,34874.0557816985,28997.9108263735,21956.1044226881,30940.6977491827,0.705223147371396,0.21579743912529
"P62962","Pfn1","Profilin-1",0.080394922425952,12,12,24,954524.967318918,862379.934779483,792226.596474885,782374.570946056,784217.534147611,836255.415531883,807246.65573945,779012.47218967,824779.768390995,0.212799224539228,0.0728686135745649
"P62983","Rps27a","Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a",0.195121951219512,24,18,24,1186567.69061064,1028408.76783232,1080034.99007338,1191521.6667506,1111315.33308999,1127206.67701172,1073406.59569777,1148837.18940758,1118412.36380925,0.145843254417116,0.0508523553030375
"P63001","Rac1;Rac2;Rac3","Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 2;Ras-related C3 botulinum toxin substrate 3",0.51410437235543,6,18,24,70719.4243482143,55063.4459788402,55379.9198696051,50428.683466139,51677.3753264466,57510.8546990818,50496.9158365387,52929.72975369,55525.7936598195,0.365429101408026,0.119431833530808
"P63005","Pafah1b1","Platelet-activating factor acetylhydrolase IB subunit alpha",0.881513303769401,12,6,24,55606.2633578016,47021.7390423591,37872.3401061567,53168.6169104385,43431.3819592968,65778.1413135796,54839.0301259802,51030.6349272757,51093.518467861,0.546171061305482,0.166144226142651
"P63017","Hspa2;Hspa8;Hspa1l;Hspa1a;Hspa1b","Heat shock-related 70 kDa protein 2;Heat shock cognate 71 kDa protein;Heat shock 70 kDa protein 1-like;Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B",0.258110014104372,12,18,24,3714810.93668451,4024178.26091573,4327974.38203406,3788391.58728649,4014318.16435286,4442766.35853925,4128352.03142592,4280603.04170999,4090174.3453686,0.177976624072033,0.062719774755476
"P63024","Vamp3","Vesicle-associated membrane protein 3",0.442350332594235,12,18,24,511.891362759272,1197.53631895692,1277.07782587524,905.231021351546,802.160670166421,1219.47312323194,793.525585599119,919.024048531108,953.239994558946,0.802721735852063,0.275286914114449
"P63037","Dnaja1","DnaJ homolog subfamily A member 1",0.930570953436807,12,18,24,233654.198545888,254304.531817813,222176.680427445,271995.439251332,250715.538381749,282015.208676451,265559.752135403,242124.949251283,252818.287310921,0.236685917326129,0.0792453441198887
"P63038","Hspd1","60 kDa heat shock protein, mitochondrial",0.917960088691796,6,18,24,453247.168742357,428227.019618905,408528.450236817,400178.945346404,389330.67821996,407088.43845555,346070.694304292,405651.61907144,404790.376749466,0.264770312226071,0.0760034769444722
"P63073","Eif4e","Eukaryotic translation initiation factor 4E",0.739421720733427,6,18,24,71397.4880056425,66911.1779716655,62702.8503846384,61810.994043204,58485.2147758123,59606.7608474463,53599.2783406739,57168.7440751255,61460.3135555261,0.28958865705898,0.0917581573637632
"P63085","Mapk1","Mitogen-activated protein kinase 1",0.51410437235543,6,6,24,533095.795605581,461251.508083802,488490.416446725,477109.55553539,484264.63049607,445189.096189478,420237.580509844,458947.711253298,471073.286765023,0.23957676706901,0.0711259826782374
"P63094","Gnas","Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas",0.846614950634697,6,12,24,129985.643703762,151818.459299956,145684.339323534,121399.953230632,150832.889810967,116166.256407879,120499.706453145,140454.965136781,134605.276670832,0.26486482383051,0.106970606669558
"P63101","Ywhaz;Ywhab;Ywhaq","14-3-3 protein zeta/delta;14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed;14-3-3 protein theta",0.753526093088858,6,18,24,2373484.31315297,2408376.62093836,2168260.9357775,2118088.6677751,2080357.21798162,2056175.05789978,2105949.20292021,2084269.90544864,2174370.24023677,0.161978653184762,0.0634453192440743
"P63154","Crnkl1","Crooked neck-like protein 1",0.258110014104372,6,18,24,26072.761791687,21351.0253634941,19851.3300877247,21353.0684495716,23179.4024519955,21710.3476489034,23099.7506336006,21196.0972578723,22226.7229606062,0.279907736061179,0.0849622406283781
"P63158","Hmgb1","High mobility group protein B1",0.258110014104372,6,18,24,1172822.23818763,1048348.0038515,997736.905889313,1032355.71474961,1132937.80397232,948249.704937965,1011802.48780944,862712.7484368,1025870.70097932,0.302289059873522,0.0955373926098195
"P63166","Sumo1","Small ubiquitin-related modifier 1",0.473946784922395,12,12,24,53786.5123521086,51185.3406810562,46334.5535855429,47759.6733837621,42933.2262347631,48582.4970100589,46347.2765225756,42692.7101693087,47452.723742397,0.233786415359927,0.0800384232714386
"P63242","Eif5a;Eif5a2","Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-2",0.0734478935698448,18,18,24,1759509.81298751,1782233.66207304,2234422.06588283,1816250.49536139,1758186.4823801,1711656.68783095,1827364.94363394,1838581.43542349,1841025.69819666,0.283953330235393,0.0893158878204992
"P63260","Actb;Acta2;Actg2;Actg1;Actc1;Acta1","Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed;Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle;Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed;Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle",0.201692524682652,12,12,24,11496184.5245786,11538740.6839826,11189491.3565615,11016953.8368296,10988912.5827878,11292037.0094054,10620646.796332,10588151.8279437,11091389.8273026,0.0857051163866699,0.0324138331541707
"P63276","Rps17","40S ribosomal protein S17",0.212860310421286,6,18,24,305399.497716856,246736.21108237,260500.360589007,262070.712418737,302384.856580825,286410.131491713,274733.474774479,245910.010575218,273018.156903651,0.217895717326347,0.0852877841659953
"P63280","Ube2i","SUMO-conjugating enzyme UBC9",0.76163610719323,12,18,24,74274.1217038226,71075.3026890378,67363.0189685926,76429.9979351929,53044.3146345669,70122.7421309791,70618.0313226779,66414.062002745,68667.6989234519,0.340563083768039,0.103601992627257
"P63323","Rps12","40S ribosomal protein S12",0.923579946146942,12,18,24,322759.234907789,340549.325318539,337864.542983674,308080.020937224,273445.907595439,307178.840146423,304656.587199719,330945.684026923,315685.017889466,0.212564467492707,0.070110712951512
"P63325","Rps10","40S ribosomal protein S10",0.421808885754584,6,18,24,182449.558335094,165057.475953025,159952.399022944,150531.378413615,158357.207145879,168325.564074804,158258.119918784,167739.01722353,163833.840010959,0.194820434651009,0.0582064292255417
"P63328-2","Ppp3ca","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform",0.750554323725055,6,12,24,16771.334843578,10642.5587252107,11903.3719822534,13543.5963136455,14066.1849452662,15252.5266758269,14504.9214949255,13171.4062220844,13731.9876503488,0.44631383849312,0.138982959703473
"P67778","Phb","Prohibitin",0.51410437235543,6,18,24,262477.881407257,279015.396127723,260014.056118889,248331.632354054,255463.785476448,242477.002328356,223586.806743658,217580.307605164,248618.358520194,0.247106001697654,0.0821577057178129
"P67984","Rpl22","60S ribosomal protein L22",0.753526093088858,6,18,24,77207.7276927784,68855.9844859844,63986.9417214294,70211.1649316323,62667.1237885494,71734.6660866294,75778.4166690533,64818.0469566319,69407.5090415861,0.209496120881055,0.0777167334851707
"P68037","Ube2l3","Ubiquitin-conjugating enzyme E2 L3",0.0886917960088692,6,18,24,142542.803576704,153157.436092682,113691.074742552,111857.402564162,120796.265516043,114110.445855397,92290.6952043763,97118.8642866508,118195.623479821,0.51496611377237,0.175567689946993
"P68040","Gnb2l1","Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",0.914315937940762,24,12,24,848000.045970576,752045.275972021,870242.416545523,774299.778266782,768319.002493843,802115.028153617,767648.66980908,847541.323359937,803776.442571422,0.147052257709082,0.0564263608408721
"P68181","Prkaca;Prkacb","cAMP-dependent protein kinase catalytic subunit alpha;cAMP-dependent protein kinase catalytic subunit beta",0.710920177383592,6,12,24,17812.4334096044,16939.4844327617,13356.8189796879,16252.6119135415,12757.5515158609,12518.2297900017,11982.6457075399,13891.5155748741,14438.911415484,0.403755347914438,0.154737478746229
"P68372","Tubb4b;Tubb4a","Tubulin beta-4B chain;Tubulin beta-4A chain",0.473946784922395,12,12,24,3261985.49364997,3507145.2244478,3617509.41867008,2957746.69475082,3258954.15631335,3376642.60831306,3227824.61380684,3374247.70748245,3322756.9896793,0.198558825086676,0.0598072883643921
"P68373","Tuba1c","Tubulin alpha-1C chain",0.739421720733427,12,18,24,2122029.82283322,2196294.05823946,2275378.59741421,2032652.68700347,1891549.70070001,2152149.131721,1957007.80803049,2141827.26857201,2096111.13431423,0.183114764494476,0.0606941592841818
"P68510","Ywhah","14-3-3 protein eta",0.51410437235543,12,6,24,123612.125515531,123345.090079477,100637.693249839,109062.94308117,102090.73464925,127211.378055245,114344.086886878,102327.118514633,112828.896254003,0.235521977859136,0.0961846462446765
"P70122","Sbds","Ribosome maturation protein SBDS",0.920310296191819,12,18,24,347009.817366635,387563.63664371,400900.535136813,363734.11644473,336586.929090632,377252.981555121,332766.928635117,381723.59862301,365942.317936971,0.186186738078844,0.0684509321736423
"P70168","Kpnb1","Importin subunit beta-1",0.0886917960088692,6,18,24,215990.079886696,211744.863106209,188522.657717547,179948.670183511,205479.273255634,213763.725980244,181344.286243195,197722.479373812,199314.504468356,0.180826828430377,0.0733544740280878
"P70180","Npr3","Atrial natriuretic peptide receptor 3",0.923579946146942,18,18,24,9353.72937898502,9190.59693864629,11653.7735055438,9101.00828792744,11202.8724764251,10003.6486694882,9860.55632601307,11525.2368569975,10236.4278050033,0.249380473954853,0.104183587744251
"P70195","Psmb7","Proteasome subunit beta type-7",0.473946784922395,12,12,24,65062.3560657867,76940.6884895653,73706.842731806,60210.773342445,62868.9851517083,60315.5213807096,51322.0708339403,53592.3001025037,63002.4422623081,0.406628961286341,0.141091620193518
"P70202","Lxn","Latexin",0.750554323725055,6,12,24,11447.694557985,8236.81528232322,8980.69758782382,8312.94898233147,8286.71218289429,8182.53910502042,7779.31165792831,8062.94780670238,8661.20839537611,0.423541696793152,0.135722899286216
"P70206","Plxna1","Plexin-A1",0.750554323725055,6,6,24,162229.998941619,146239.511381957,143567.39356549,152977.246609386,148320.538879532,140623.759883711,147238.950519112,131219.80115104,146552.150116481,0.211598381640473,0.0615689185178916
"P70227","Itpr3","Inositol 1,4,5-trisphosphate receptor type 3",0.416574279379157,6,18,24,4947.7165636718,3146.42284694228,3417.33319372672,3459.34130625177,4184.16154296981,3437.18483181291,3833.25341006501,2380.33013239475,3600.71797847938,0.713020693823203,0.209543739442661
"P70257-1","Nfix","Nuclear factor 1 X-type",0.750554323725055,6,6,24,5833.21539784212,5775.41626839657,5743.24032111426,6048.53791170197,6724.75573809135,5468.59377165037,5816.10362239732,5310.61416731884,5840.0596498141,0.242145055970023,0.0726075149726025
"P70268","Pkn1","Serine/threonine-protein kinase N1",0.846614950634697,12,12,24,2659.11162405474,2856.42802942253,2499.90408201938,1442.4705489619,1697.45480187609,1655.46210269364,2295.19753782261,2565.87034307651,2208.98738374092,0.640093053888832,0.241784121058796
"P70279","Surf6","Surfeit locus protein 6",0.923579946146942,12,6,24,122517.603752253,107975.050903725,104101.43938345,121412.300612582,106280.007703133,123509.015532487,111489.913383074,106688.698094092,112996.7536706,0.17175339572686,0.0720125658091477
"P70280","Vamp7","Vesicle-associated membrane protein 7",0.963137472283814,6,6,24,47989.3482726918,44374.8563302136,44882.3442665053,39221.2118174903,44075.9521489542,35809.6196856061,37403.6610668676,43249.6384965624,42125.8290106114,0.289127332877358,0.099399455238644
"P70288","Hdac2","Histone deacetylase 2",0.442350332594235,18,18,24,2477.8276627506,1699.58723139461,2514.44680318304,1936.46460602952,2033.16844232267,2000.52723088813,2270.13999451998,2189.55910316973,2140.21513428228,0.380737225307815,0.129773110572024
"P70290","Mpp1","55 kDa erythrocyte membrane protein",0.753526093088858,12,18,24,2347.81876314454,2621.1472413266,2659.46145535398,2378.79721701708,3470.28273076857,3444.47494015504,3186.98907895212,4176.34706398578,3035.66481133796,0.602348551135104,0.211957573437294
"P70296","Pebp1","Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide",0.739421720733427,6,12,24,82604.2177928059,89519.6844702921,79542.4963732226,78382.1684110632,78592.5125335534,72780.5941307166,72016.1137387426,73560.6934787505,78374.8101161434,0.223331587095535,0.0744625086435827
"P70297","Stam2;Stam","Signal transducing adapter molecule 2;Signal transducing adapter molecule 1",0.184312638580931,6,18,24,32918.7764045637,27304.706844392,24874.2415818391,26988.4135716887,26335.5438510842,27205.2668117893,25838.6410810383,23566.3760134584,26878.9957699817,0.347944561290121,0.102514325404993
"P70318","Tia1;Tial1","Nucleolysin TIA-1;Nucleolysin TIAR",0.828159645232816,24,12,24,14178.6286272962,16639.1326574734,11964.2245034346,16953.4493130405,15338.864526727,13768.179616164,17409.0265135893,16585.7973849343,15354.6628928324,0.354602510530944,0.123905799974739
"P70335","Rock1;Rock2","Rho-associated protein kinase 1;Rho-associated protein kinase 2",0.914315937940762,24,12,24,8503.44128845801,6920.22625689535,7621.93298775272,8636.94428470735,7381.45493669395,9474.81206016898,7564.53271533433,7775.97074230904,7984.91440903997,0.319926510468479,0.103312142435002
"P70336","Rock2","Rho-associated protein kinase 2",0.51410437235543,6,18,24,49248.3425016355,39532.1939553979,37385.107377241,34892.713600993,35680.9452433352,34890.2560224588,32694.1279281938,33380.8275115993,37213.0642676068,0.44484954139753,0.143094975113856
"P70340","Smad1;Smad5","Mothers against decapentaplegic homolog 1;Mothers against decapentaplegic homolog 5",0.51410437235543,6,18,24,71393.7521177228,71226.5770418998,68587.8048821985,62405.6439579304,62330.1106114302,66738.9168421704,58082.7428743866,57597.5686306038,64795.3896197928,0.212919214902054,0.0848755688747282
"P70349","Hint1","Histidine triad nucleotide-binding protein 1",0.51410437235543,12,6,24,22992.5222018825,22790.5378775893,15022.3215424591,17052.2283686429,18636.2222442487,21796.4114279425,20426.0281559243,22133.5419928812,20106.2267264463,0.39640459484822,0.145537754772334
"P70372","Elavl1","ELAV-like protein 1",0.51410437235543,12,6,24,56518.4737905978,51787.8226991285,44303.7296159513,48905.9055449724,44294.7941246363,48944.0661335279,43317.4248580341,51051.0453761014,48640.4077678687,0.271400868914676,0.093237091463956
"P70380","Il18","Interleukin-18",0.881513303769401,18,6,24,9823.51728488911,15161.9584787653,10777.084641068,8004.16565451835,8676.57318470322,7020.67808799231,9186.84801890206,9641.62935607415,9786.55683836406,0.831884034930297,0.251234569166523
"P70398","Usp9x","Probable ubiquitin carboxyl-terminal hydrolase FAF-X",0.442350332594235,12,6,24,54989.8418510487,47829.686364042,38098.9383926571,39813.5898139379,38042.5499207374,40706.243706913,34167.1994024205,40051.8647604454,41712.4892765253,0.499194433364749,0.158127840723573
"P70441","Slc9a3r1","Na(+)/H(+) exchange regulatory cofactor NHE-RF1",0.258110014104372,6,18,24,749265.300849341,706345.503203871,656872.086075724,655181.235982249,688257.597668407,610096.065208742,573174.634733148,578857.703219267,652256.265867594,0.269971597562144,0.0953599034034831
"P70444","Bid","BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11",0.753526093088858,12,18,24,72626.5951312285,95251.5805929137,119478.252646756,103607.375840249,106370.542091331,93071.3956829982,87348.0259485278,88483.9110874818,95779.7098776857,0.489160570389687,0.147814089006502
"P70452","Stx4","Syntaxin-4",0.442350332594235,18,18,24,19710.5446644134,17404.9198379368,19994.6945020331,20913.5016521409,18459.485256762,16933.3016547085,20077.2418388914,17249.3933844429,18842.8853489161,0.211230919454772,0.080961423711241
"P70670","Naca","Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",0.0315964523281596,12,18,24,292633.968695192,319320.700365037,316008.173892959,313383.468432517,285250.898730214,315245.547530008,302527.15494836,296532.026265702,305112.742357499,0.111662991757007,0.0414975283699479
"P70677","Casp3","Caspase-3;Caspase-3 subunit p17;Caspase-3 subunit p12",0.258110014104372,6,18,24,2423.00350752879,2237.52134094964,1621.35869994821,1889.84089178518,2177.59028454833,1486.0683352437,1104.18405102799,1057.34330122619,1749.61380153225,0.78054951618843,0.295891152619248
"P70698","Ctps1","CTP synthase 1",0.662527716186253,6,12,24,664686.376759653,625785.173051502,572654.197674265,620188.251761914,598925.263565644,549543.55455601,579662.666016722,576991.080493849,598554.570484945,0.19236812795591,0.0614755826898713
"P70699","Gaa","Lysosomal alpha-glucosidase",0.613540197461213,18,18,24,282303.398022399,316563.448052428,330611.747577798,358848.010459357,359954.67772439,337338.929621387,364766.512863051,362371.211054035,339094.741921856,0.24318606172801,0.0851368725064672
"P80313","Cct7","T-complex protein 1 subunit eta",0.920310296191819,6,18,24,1171439.02568536,1083299.70246408,1049441.02405997,1001269.3532772,974233.533899051,975313.62464912,963647.947449398,939137.674045732,1019722.73569124,0.227808347807562,0.0759283375538886
"P80314","Cct2","T-complex protein 1 subunit beta",0.0886917960088692,6,18,24,813877.192889489,768572.051330066,717679.266971713,743369.191365057,753361.335391106,764310.247566875,734295.335741694,697644.525622421,749138.643359803,0.155155081502374,0.0470912321728132
"P80315","Cct4","T-complex protein 1 subunit delta",0.914315937940762,18,12,24,821847.616369001,848367.075534353,880589.201663933,807154.18605542,740572.594995101,752368.645096435,776230.924283168,785432.942973787,801570.3983714,0.174677866040603,0.0594956031199912
"P80316","Cct5","T-complex protein 1 subunit epsilon",0.442350332594235,6,6,24,1090080.72651378,881885.852424148,967562.719132186,1033716.89013582,1007943.16864568,1001396.61978224,1006469.72859375,939059.109202514,991014.351803765,0.210082602447374,0.063165223130309
"P80317","Cct6a","T-complex protein 1 subunit zeta",0.405487804878049,12,6,24,284859.212345474,246742.592642207,193096.085673851,217626.261699102,207395.65666897,227271.658853744,208517.677487995,201658.311349877,223395.932090152,0.410764537263783,0.133639939377263
"P80318","Cct3","T-complex protein 1 subunit gamma",0.0736953455571227,18,12,24,125089.855982174,127967.222484837,129233.84005091,133079.292427893,123928.582076132,129591.699680458,135517.527405855,128059.053405004,129058.384189158,0.0897961446095386,0.0296438908544698
"P81117","Nucb2","Nucleobindin-2;Nesfatin-1",0.0193935119887165,6,12,24,59946.0575597378,52637.4070833557,45228.8942176393,56716.958145788,56128.7216093228,50772.5670578426,50699.7626156552,52508.1873181443,53079.8194509357,0.277264758892074,0.0850965829325381
"P83741","Wnk1;Wnk3","Serine/threonine-protein kinase WNK1;Serine/threonine-protein kinase WNK3",1,6,18,24,69688.1324879772,51647.4283827102,55847.762303636,59163.3202368371,51502.0245114107,66374.3101735588,64821.7534488277,59186.6092519927,59778.9175996188,0.30422277128488,0.11273824558568
"P83870","Phf5a","PHD finger-like domain-containing protein 5A",0.0886917960088692,6,18,24,11600.8659626932,10941.7597274136,7573.76667013976,8941.67767124077,9304.6825765065,9446.05663281944,8445.12637996962,7428.3777218555,9210.2891678298,0.453024673254733,0.160456943309031
"P83887","Tubg1;Tubg2","Tubulin gamma-1 chain;Tubulin gamma-2 chain",0.0881374722838137,12,18,24,10478.1382456211,13931.7820504771,11138.6930126976,12230.3287694116,11405.8601047003,13431.6196143687,12294.6258895385,12094.5755576578,12125.7029055591,0.284820090988099,0.0946199742505201
"P83917","Cbx1","Chromobox protein homolog 1",0.450332594235033,6,12,24,24547.5855484636,20751.5772017379,16880.9019351478,21462.7132012902,19723.5012604047,19154.7596689653,19237.4011018252,18023.7596589853,19972.7749471025,0.383856706622934,0.117245865788365
"P83940","Tceb1","Transcription elongation factor B polypeptide 1",0.750554323725055,12,12,24,12180.8625622289,10636.2817811086,13460.7839650281,11432.6878954222,13637.3378432764,16959.627045944,12379.1606784826,10894.4616797212,12697.6504314015,0.497993333412114,0.160571368050177
"P84084","Arf5","ADP-ribosylation factor 5",0.917960088691796,12,12,24,14610.1236820232,20983.8241335178,19622.3595842969,18607.0107038247,16487.6549453906,15680.8205409275,13806.4310021306,12788.8385129396,16573.3828881314,0.494466680453442,0.17594432914088
"P84086","Cplx2","Complexin-2",0.220028208744711,6,12,24,19623.68527028,13797.769293896,12158.1274522834,16535.6139078423,14591.1977610356,14981.1726430918,13439.2875105169,12168.3198426109,14661.8967101946,0.509180903778002,0.168974090209123
"P84089","Erh","Enhancer of rudimentary homolog",0.220028208744711,12,12,24,7201.29755404154,9817.34980724688,9646.87798495904,8932.09610284733,10870.1910882148,10932.1249680631,9121.68004914064,8283.56527114486,9350.64785320727,0.398991329006352,0.134679848475588
