"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","FCav","anova_pval"
"O88668","Creg1","Protein CREG1",0.442350332594235,12,6,24,14427.0651739572,16036.5460236661,15407.0332441644,14533.3624507816,16197.4250884884,18490.5497977928,12972.0974174386,15812.4567610867,1.21663683899148,0.338055648726582
"O88685","Psmc3","26S protease regulatory subunit 6A",0.613540197461213,6,18,24,212053.668182891,194787.175535551,167424.88234427,165857.936680884,161717.808981472,165909.703171423,157039.203526627,160040.483108675,1.15196563638506,0.597083199217532
"O88696","Clpp","ATP-dependent Clp protease proteolytic subunit, mitochondrial",0.739421720733427,12,6,24,9424.71124945959,6834.33673843081,6808.26258165276,6820.49623123475,6136.3255326944,6989.59387603348,5972.59853569763,6674.42189613877,1.21752647488121,0.744972196055791
"O88708","Orc4","Origin recognition complex subunit 4",0.00317348377997179,18,12,24,36091.0122343913,40122.8543954111,43647.8632054569,39124.3095639444,39089.1101211489,40133.3626930267,40871.5149169041,40399.25265076,1.12422506740085,0.147868568724974
"O88712","Ctbp1","C-terminal-binding protein 1",0.442350332594235,6,18,24,9695.56312363889,8189.42435435192,8901.17675082255,8192.33975544093,8587.5982405126,9443.72784821014,8053.9349896553,6676.67832766724,1.22961457588931,0.333050200119249
"O88738","Birc6","Baculoviral IAP repeat-containing protein 6",0.920310296191819,12,6,24,50154.0151305723,46544.9005220651,42977.2477940662,43980.8806116921,40395.6642918779,41575.7916297223,37222.3839678834,39649.1942976833,1.12905355589689,0.705411428155345
"O88746","Tom1","Target of Myb protein 1",0.080394922425952,12,12,24,17361.4183404969,18561.1329415545,17535.4172133922,16247.7717398169,16328.8515639871,18200.9704942024,15710.5289355117,15887.0215665956,1.14399688478535,0.147646092130156
"O88792","F11r","Junctional adhesion molecule A",0.76163610719323,6,18,24,127553.207079236,127549.387239103,115963.967978605,131906.093584503,126733.155487368,125287.498213455,140902.788140843,109391.28767478,1.06452359648046,0.904988426808631
"O88811","Stam2","Signal transducing adapter molecule 2",0.881513303769401,12,6,24,14340.2057798239,11407.2997483238,8217.77199599705,14817.8461309165,10071.4092133974,14841.4455665342,13257.5514821682,13256.5352297493,1.30728561035227,0.656309641558624
"O88822","Sc5d","Lathosterol oxidase",0.0315964523281596,12,6,24,3083.69528613029,3527.6425854134,2697.21064645965,3177.22832345131,3272.49324918417,4193.12856629063,2510.16005216239,3200.54299299286,1.48266209543082,0.022701354638645
"O88844","Idh1","Isocitrate dehydrogenase [NADP] cytoplasmic",0.750554323725055,24,12,24,172398.151887102,201078.975072085,225344.621424195,231125.209879616,233994.573285721,209424.461117145,203976.663211972,213078.316445592,1.0930400541405,0.834201921931366
"O88876","Dhrs3","Short-chain dehydrogenase/reductase 3",0.923579946146942,24,18,24,10059.812195811,10266.4651577564,11520.7230778763,11415.8954559698,12796.1044371509,12253.4571050755,8766.56050687736,13653.4620486207,1.23571780321692,0.62612748002304
"O88888","Apba3","Amyloid beta A4 precursor protein-binding family A member 3",0.881513303769401,18,18,24,2149.72330620168,2474.99905948133,3604.63519112532,2524.79266119743,4481.66880523912,3003.11963094149,2675.00747989691,3236.54333237887,1.21052362794443,0.961210510929775
"O88895","Hdac3","Histone deacetylase 3",0.963137472283814,18,18,24,8704.43205853865,8287.03083514049,10529.5489616866,8879.54564526685,8496.28413031113,6698.69830288126,7042.08752676814,6713.19149240063,1.17255799344938,0.818801681145171
"O88939","Zbtb7a","Zinc finger and BTB domain-containing protein 7A",0.0736953455571227,6,12,24,15632.8230000451,15423.4978163552,12286.0208866305,12689.1574826847,15225.3716573115,12064.1167911894,9778.86689912904,13136.5340984626,1.39852035310473,0.171511052315647
"O88958","Gnpda1;Gnpda2","Glucosamine-6-phosphate isomerase 1;Glucosamine-6-phosphate isomerase 2",0.914315937940762,12,12,24,27062.7720904114,25766.855539363,22756.7801244639,24917.0167757063,19499.1145949192,22889.9276792631,24291.1312638868,18881.2036398031,1.11093059848149,0.905212989002096
"O88967","Yme1l1","ATP-dependent zinc metalloprotease YME1L1",0.750554323725055,18,12,24,32602.1599033679,38027.8196855804,38422.6944333147,36705.3092712971,36554.2338873872,36133.6245008122,36515.1738171626,35963.4159610004,1.08359999911527,0.438765638370468
"O88990","Actn3","Alpha-actinin-3",0.212860310421286,6,6,24,48659.9401542805,37179.2814587036,42432.2567399614,40447.9489090166,46871.6887108151,34738.6825198452,39393.5787914135,34816.2256589133,1.32834167682486,0.0413463218387294
"O88995","Nfkbil1","NF-kappa-B inhibitor-like protein 1",0.258110014104372,18,18,24,5442.254727044,5150.33725155656,5796.97619151331,5373.97574099316,6030.36997598055,5321.47533524585,6285.77193404406,6765.9099381112,1.15929172514071,0.476834656319532
"O89001","Cpd","Carboxypeptidase D",0.195121951219512,6,18,24,48388.2477053193,48276.7093998508,41948.63390637,38670.4198034513,43553.2784991957,41126.6399546429,33905.3343070271,36178.8026068996,1.22835646441933,0.23570303333658
"O89050","Mkln1","Muskelin",0.110014104372355,6,6,24,38732.7519796193,29105.1436443613,28251.0408080671,36605.5424251387,36668.5931145845,35555.4784086788,35801.9975847031,32885.4382260311,1.17717046663495,0.517697332866214
"O89051","Itm2b","Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide",0.881513303769401,12,6,24,272035.216677866,251318.380276946,216101.74229596,238909.987251641,211887.721767591,223803.288558467,224023.615712805,222797.997819538,1.09951160422758,0.83003830482279
"O89079","Cope","Coatomer subunit epsilon",1,6,18,24,90444.9125643065,98383.7756998911,112239.896822178,94612.5550370941,95541.0698188603,85498.7956426033,85332.4081795689,93626.5236709993,1.07444823921759,0.938719609769902
"P00493","Hprt1","Hypoxanthine-guanine phosphoribosyltransferase",0.914315937940762,6,12,24,85289.3872351006,86338.3199678478,89149.9749292134,90681.1486241184,91780.2106880768,82919.9198165723,79446.1801502734,78745.357740753,1.05025881426356,0.877651630072479
"P01027","C3","Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2",0.920310296191819,12,18,24,1835238.55869119,1916351.55746784,1857937.48064545,2016998.76506803,1899819.74415918,1930256.13505239,1911356.82831834,1797507.49948921,1.02986550158661,0.910775283379921
"P01887","B2m","Beta-2-microglobulin",0.914315937940762,24,12,24,22989.7202859427,21011.0242246272,21420.3968754036,22025.0623648347,23365.669375082,23139.2088839623,25451.3046973859,24251.6132426263,1.06164108935748,0.875646562265419
"P01899","H2-D1;H2-L","H-2 class I histocompatibility antigen, D-B alpha chain;H-2 class I histocompatibility antigen, L-D alpha chain",0.662527716186253,12,12,24,17787.4963577404,16774.0869556698,14612.8562728157,16372.6284660984,15425.5003049067,22090.040791723,20315.8851084402,15036.0391851547,1.23736951146485,0.666185141932786
"P01901","H2-K1","H-2 class I histocompatibility antigen, K-B alpha chain",0.920310296191819,6,18,24,2592.42602468784,3082.84786476091,2540.56181735778,1766.46585133778,3652.65104383697,2957.56657895361,3024.99619186489,3003.1462602797,1.30934694947488,0.62337898947429
"P02301","H3f3c;H3f3a;Hist1h3a;Hist1h3b","Histone H3.3C;Histone H3.3;Histone H3.1;Histone H3.2",0.0315964523281596,6,18,24,28123.7642596103,20322.6526880904,16939.6916590009,15981.4634059129,22780.8778723686,16130.3772220259,16933.5756919497,15295.5288109285,1.62754275663914,0.0433386562877882
"P02463","Col4a1","Collagen alpha-1(IV) chain;Arresten",0.963137472283814,18,6,24,98664.7999596582,100458.305725655,115093.776925713,94751.8335054935,93393.368877784,84902.4242796146,96779.0243893529,92478.8205435649,1.14302960130251,0.501525309293893
"P02468","Lamc1","Laminin subunit gamma-1",0.0736953455571227,24,12,24,13651.8684306165,9910.77165863401,12610.0863468873,16348.131260309,10920.3532037809,11735.35315526,15500.1557148171,14759.2160626395,1.43708620320722,0.15298597169569
"P02469","Lamb1","Laminin subunit beta-1",0.562915742793792,12,18,24,278006.753325936,286204.484823661,270034.609839848,292963.071825943,269599.279044258,291761.577272365,270813.300142775,280159.769355416,1.06862955634717,0.0725779003267552
"P02802","Mt1","Metallothionein-1",0.0734478935698448,24,6,24,1680.40238628755,1305.39514177902,2318.89361647173,2739.53832807706,2196.30361263516,2245.35336937824,2715.66862159312,2358.58633766588,1.4357887216522,0.342335135431087
"P03899","Mtnd3","NADH-ubiquinone oxidoreductase chain 3",0.881513303769401,12,18,24,19974.8587347332,21540.3798439092,18466.1616818529,25717.1271260857,23279.0335969022,27260.9551394028,24379.2457018741,23286.3733737894,1.14372819614004,0.676611611379626
"P04202","Tgfb1","Transforming growth factor beta-1;Latency-associated peptide",0.917960088691796,18,12,24,5036.35050456703,5729.2807292457,5821.2140601194,6318.99496594135,6249.29858744081,5958.75230615434,6830.06216036126,5449.07701111119,1.12100563444241,0.764291032330211
"P04918","Saa3","Serum amyloid A-3 protein",0.473946784922395,24,12,24,142352.273292799,146254.889895007,175648.223893054,155590.84164157,185683.86429934,142207.73842405,150012.077097142,163403.591736787,1.13718764716139,0.686183934482398
"P04925","Prnp","Major prion protein",0.473946784922395,24,12,24,112693.059098186,98493.6222216789,93134.26796859,116786.477438722,105201.825443686,111457.656430897,117485.917316362,113508.762388886,1.09689848666603,0.741029574740249
"P05064","Aldoa","Fructose-bisphosphate aldolase A",0.881513303769401,12,18,24,240973.083172202,230850.14433198,241803.175920385,223089.731264471,176558.994280445,251338.230269729,210197.817891492,268662.225067177,1.17775850739856,0.641368827090551
"P05201","Got1","Aspartate aminotransferase, cytoplasmic",0.750554323725055,12,6,24,89640.762689588,89259.6097529926,74836.8431081821,91018.0839827782,88741.634039978,90145.1259441634,84552.6871892545,81904.4644456776,1.12557415385044,0.275481661772375
"P05202","Got2","Aspartate aminotransferase, mitochondrial",0.662527716186253,6,12,24,425457.206068373,378886.389116886,390569.839837563,394803.290361465,387682.458530823,398054.698200381,376252.321640564,383396.024645883,1.06040188383678,0.573465467208268
"P05213","Tuba1b;Tuba4a","Tubulin alpha-1B chain;Tubulin alpha-4A chain",0.750554323725055,12,18,24,6011.4172516125,7750.45673014093,7269.91662369908,6377.57094591358,6257.09580747699,7082.03649987197,5770.39425769142,6134.62193548755,1.20898866542134,0.287378643179448
"P05622","Pdgfrb","Platelet-derived growth factor receptor beta",0.881513303769401,12,18,24,613833.4703965,742548.887239865,690324.408462873,734897.405661317,761328.361552517,739515.677831723,796185.54019586,722379.117777209,1.08097091856593,0.790840723477098
"P06151","Ldha","L-lactate dehydrogenase A chain",0.963137472283814,24,18,24,243584.842416875,228542.174755057,213341.203771525,255414.288198857,243148.509608194,279989.267317871,276413.064462739,299388.463450604,1.13984946653273,0.735638831377797
"P06745","Gpi","Glucose-6-phosphate isomerase",0.881513303769401,12,18,24,64651.3149974202,58304.8599131951,50913.6542344997,75861.7220283122,57676.6430580606,79717.1322182601,82707.6075721502,58275.9340001169,1.12829474410794,0.964234259564067
"P06795","Abcb1b;Abcb1a","Multidrug resistance protein 1B;Multidrug resistance protein 1A",0.473946784922395,24,12,24,6592.62801472207,5865.80426346766,7239.59350297486,6308.8207232143,6348.49655345664,5473.15008936421,5254.28229435556,7338.42815592521,1.20357208032425,0.582909619538608
"P06797","Ctsl","Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain",0.920310296191819,24,6,24,374240.330824642,427486.988832408,435260.034532948,436695.981737723,498377.858668888,498048.153005743,531221.753733219,537508.554434064,1.11641557315831,0.867559296527061
"P06909","Cfh","Complement factor H",0.914315937940762,24,12,24,43594.0761351477,29340.5290481923,33211.036983672,44525.6471033394,57243.7240744963,47063.7244387803,60176.653992932,54379.999836078,1.3197930168487,0.743518772366141
"P07356","Anxa2","Annexin A2",0.258110014104372,12,6,24,734375.256425214,646437.46992069,551243.495946304,619670.847068669,564417.193487306,569454.156707948,529412.654178293,538152.560505303,1.20185541882381,0.542898013050621
"P07742","Rrm1","Ribonucleoside-diphosphate reductase large subunit",0.442350332594235,12,18,24,181189.536736972,206427.548679961,175854.709905604,208128.45794482,175131.799788601,210301.511776456,196606.578868383,182044.998244155,1.16953159336421,0.224028317888758
"P07901","Hsp90aa1","Heat shock protein HSP 90-alpha",0.0315964523281596,12,18,24,445065.387403786,507161.391094198,501575.152458826,484069.330235024,448609.762621967,514711.619400288,457362.579666576,495838.725702638,1.14345017925701,0.0691928245244839
"P08003","Pdia4","Protein disulfide-isomerase A4",0.613540197461213,6,6,24,366673.224465222,363698.799783037,338532.786178137,374549.336463582,346280.779582722,322945.623214885,327284.182124517,330603.157720901,1.07079578621352,0.744050747632515
"P08030","Aprt","Adenine phosphoribosyltransferase",0.822028465187845,6,18,24,89280.8098885235,87762.8724318328,85149.2826510779,84522.3732863642,77702.7630916472,76892.6202417009,80855.6440145782,77645.0396754165,1.02969869180515,0.981887059409629
"P08113","Hsp90b1","Endoplasmin",0.881513303769401,6,6,24,1328830.30259336,1385379.20661651,1306352.63299728,1418186.80471166,1363027.78937126,1295342.59701812,1332404.75935105,1309452.24203546,1.0336831474756,0.864455507843907
"P08121","Col3a1","Collagen alpha-1(III) chain",0.930570953436807,24,18,24,486514.410092632,385658.793340175,340625.390927707,459320.929307231,379685.976204831,415679.243878031,403719.244106909,399042.736254697,1.16370877887389,0.615451618767475
"P08122","Col4a2","Collagen alpha-2(IV) chain;Canstatin",1,6,18,24,264895.841466094,241760.895955529,227956.638541001,255820.467675495,241107.197402723,264549.020352234,267177.478145325,253279.208251986,1.02820560888557,0.973060826246921
"P08228","Sod1","Superoxide dismutase [Cu-Zn]",0.739421720733427,12,12,24,159066.168859611,136119.403637516,114253.599573946,129384.80757978,113078.057309564,125791.720581969,117365.301500779,110369.963567718,1.17496553565538,0.682739422245042
"P08249","Mdh2","Malate dehydrogenase, mitochondrial",0.416574279379157,24,12,24,1568313.60706038,1479195.354709,1543441.68786959,1546237.94687222,1439728.08987358,1409341.96997281,1495153.31952989,1517257.38056409,1.06056975662372,0.48122816662881
"P08752","Gnai2","Guanine nucleotide-binding protein G(i) subunit alpha-2",0.750554323725055,6,12,24,74988.703665666,68299.638007063,53177.471162309,74963.1289594972,54689.1815190878,70121.2233584078,62076.0708467951,55875.7062442438,1.201011777621,0.730724765017176
"P08775","Polr2a","DNA-directed RNA polymerase II subunit RPB1",0.914315937940762,24,12,24,240304.265837376,221282.575053705,255001.871170881,238615.230549723,214825.021190997,188874.556964203,201638.693457376,219423.812163922,1.11674040741451,0.722966396389795
"P09023","Hoxb6","Homeobox protein Hox-B6",0.764966740576497,24,6,24,10560.4211770528,11525.5155289144,13733.0732123476,13212.6864773775,12774.445492606,13878.5437563436,12405.7785816246,14163.2104439155,1.17317563064924,0.520909160053335
"P09055","Itgb1","Integrin beta-1",0.51410437235543,24,6,24,931277.470766515,923825.568289929,961320.797556984,929470.117468653,904434.119671853,950544.266538652,935966.796755697,1019577.5092993,1.06173956569208,0.520512328074272
"P09103","P4hb","Protein disulfide-isomerase",0.764966740576497,6,6,24,704781.793857988,670880.831796113,784447.272050993,642885.703158234,779995.772676911,615569.964559241,609990.554141466,710523.621396499,1.15416584197501,0.63771775242
"P09405","Ncl","Nucleolin",0.914315937940762,12,12,24,1237379.31541228,1115155.61224548,1084110.3556148,1173914.00375231,1072268.50122859,1199761.48028684,1213020.06768194,1037633.37182503,1.04674090100737,0.931483127406719
"P09450","Junb","Transcription factor jun-B",0.750554323725055,12,18,24,9613.37358940517,13354.1985773434,10431.5660885981,11951.2779373348,10239.4826230661,11766.4373672188,10018.4280274069,11271.9011353923,1.26534115170702,0.0391960167943087
"P09528","Fth1","Ferritin heavy chain;Ferritin heavy chain, N-terminally processed",0.442350332594235,6,6,24,163313.780027129,137362.133954009,140364.488154028,143203.849289973,154203.714668385,130089.755832333,131928.607989459,121242.373757502,1.20068833291112,0.148628544857958
"P09535","Igf2","Insulin-like growth factor II;Insulin-like growth factor II;Preptin",0.886212457165894,24,6,24,18737.0656697338,22872.3473823874,20171.6825127908,27037.8030994899,28302.1760157648,31088.2620190248,30430.6883023957,33813.6521047872,1.29363172159802,0.733111491822239
"P09671","Sod2","Superoxide dismutase [Mn], mitochondrial",0.51410437235543,6,18,24,209564.632856381,215686.26092369,199823.17718064,203781.191707758,214804.748418903,202604.261008561,211089.150503257,184176.095257724,1.09385593603515,0.358336808500561
"P0C090","Rc3h2","Roquin-2",0.881513303769401,18,18,24,508.276891196948,1120.85298517554,1197.9695483396,1145.83704498788,1461.37230633623,864.029715800378,1113.54621006414,1076.8306644266,1.17356723283452,0.868490559892606
"P0C605","Prkg1","cGMP-dependent protein kinase 1",0.764966740576497,6,12,24,7075.0245423552,8551.49941331146,7979.20948499322,8434.54599977803,8537.9559396156,6955.06711291308,7377.38132048428,8083.76851580597,1.07564984473586,0.880175276276147
"P0C7T6","Atxn1l","Ataxin-1-like",0.963137472283814,6,18,24,2175.96791883767,2049.84071229508,1862.70598734508,2222.92386727649,2277.22142945506,2005.08354860197,2247.37709803993,1573.0404705506,1.17313782532579,0.693074647228678
"P0DOV2","","",0.0176304654442877,6,12,24,59513.6285330309,42130.8488136918,40267.8666433703,49998.9945742686,47698.1940346501,41865.4721848175,36029.6265495036,40417.8169283351,1.40518145591832,0.158287650497769
"P10107","Anxa1","Annexin A1",0.750554323725055,12,18,24,2406789.28697124,2680854.37055221,2668376.96854624,2391465.43333998,2386581.2524367,2560159.58662913,2351619.7824703,2501671.07118402,1.09338802708724,0.427717061921801
"P10126","Eef1a1","Elongation factor 1-alpha 1",0.405487804878049,6,18,24,1888634.24112858,1938847.60205131,1855555.30040695,1601657.93601795,1859625.71597744,1718406.82189824,1694772.90735514,1808056.73740158,1.09928844965405,0.587941728045576
"P10493","Nid1","Nidogen-1",0.51410437235543,24,6,24,48076.4878584191,54388.8837193282,50285.6355879358,55221.4432439676,51762.1051175064,57813.3941952805,64226.4302771762,62063.1491905114,1.17474204051293,0.495015063139336
"P10518","Alad","Delta-aminolevulinic acid dehydratase",0.473946784922395,6,12,24,19366.7495786016,17639.5729316225,16898.848271903,18254.3694753242,16984.7710405861,15199.6733903464,14897.1225298418,15545.1721900327,1.14327443706147,0.626097457346152
"P10605","Ctsb","Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain",0.405487804878049,18,18,24,128564.231747509,127683.713842889,145174.415824008,131266.499199478,142036.326073484,138989.256842501,146565.242212001,160222.741237133,1.09399785544892,0.637714169151796
"P10630","Eif4a2","Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",0.421808885754584,6,18,24,626543.988468546,597292.345304306,579217.296793464,599794.920616576,573499.74192856,605671.009945666,546609.563539603,497049.5063478,1.09674929796497,0.562020933791218
"P10639","Txn","Thioredoxin",0.750554323725055,24,12,24,306118.656141401,289283.430521505,362020.931095307,302659.026365764,284997.055900147,269754.258960024,260625.986109226,348310.975939873,1.16444743271132,0.720745439232414
"P10711","Tcea1","Transcription elongation factor A protein 1",0.195121951219512,18,18,24,68896.3110433937,68667.6761629196,70058.7856569225,72755.7134039503,68412.8085974313,66294.4227363096,70414.4502565781,68826.2898717468,1.04905009947578,0.299791690655099
"P10810","Cd14","Monocyte differentiation antigen CD14",0.750554323725055,18,12,24,30999.4639858105,40857.0476238936,55487.597890136,34230.9927075125,47665.5323462763,60392.5737758258,58230.7017015069,61683.248173173,1.44560229954855,0.637405402920843
"P10852","Slc3a2","4F2 cell-surface antigen heavy chain",0.416574279379157,12,18,24,351148.060415303,361327.056454036,356070.070223111,361628.542095509,352290.876786608,396739.744908168,358454.490169356,367570.029295625,1.07765828883114,0.288044852682566
"P11031","Sub1","Activated RNA polymerase II transcriptional coactivator p15",0.846614950634697,6,12,24,14109.3279063855,16674.3881601805,13679.956181147,13345.9394233851,12974.4875044231,10422.2223901326,11534.7306477712,12060.2162593834,1.07463601408829,0.972442424687959
"P11087","Col1a1","Collagen alpha-1(I) chain",0.930570953436807,6,18,24,3934853.80118371,3744380.18216634,3591015.55113805,3667794.79667905,3399243.78380864,3118738.40021288,3370640.24707475,3051025.56293432,1.09157518618557,0.858207974925327
"P11214","Plat","Tissue-type plasminogen activator;Tissue-type plasminogen activator chain A;Tissue-type plasminogen activator chain B",0.0315964523281596,24,6,24,34498.123022623,41401.6771404909,43467.2652993749,46809.4188688669,41717.7262669011,44800.7533075752,46259.1620845884,53998.457777628,1.32266290523841,0.142772724977381
"P11276","Fn1","Fibronectin;Anastellin",0.914315937940762,6,12,24,7447906.02800652,7105937.70356933,7090204.02897437,6797013.09123017,6286610.71111572,5990641.50807655,6167045.25529779,6177981.31860845,1.05853739163908,0.950715212049026
"P11438","Lamp1","Lysosome-associated membrane glycoprotein 1",0.739421720733427,12,12,24,427541.551335979,423270.033168842,386834.320155964,414673.487628334,370659.914290951,405836.281346584,375455.620263763,362353.877557294,1.08765217872206,0.691682936765576
"P11440","Cdk1","Cyclin-dependent kinase 1",0.917960088691796,6,12,24,8116.77688876757,7885.30641260231,6652.41824350888,6279.8784599228,6316.96113019921,5236.93032877801,5140.46781195534,6346.62393409406,1.22393601965474,0.776332748145176
"P11499","Hsp90ab1","Heat shock protein HSP 90-beta",0.833148558758315,12,18,24,4392906.19972448,4580119.30155597,4591685.65168816,4511436.48418816,4476576.26756193,4827811.71665098,4375624.11842219,4580752.72259323,1.06070800104815,0.28167983203442
"P11679","Krt8;Krt84;Krt6a;Krt6b;Krt76","Keratin, type II cytoskeletal 8;Keratin, type II cuticular Hb4;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6B;Keratin, type II cytoskeletal 2 oral",0.405487804878049,6,18,24,198460.63998701,176373.655396132,153173.118743752,126937.902203925,145210.574350213,135120.234342921,122461.44591471,131529.239965648,1.32965146537563,0.450906163759041
"P11688","Itga5","Integrin alpha-5;Integrin alpha-5 heavy chain;Integrin alpha-5 light chain",0.753526093088858,6,12,24,283116.76620056,255853.294544006,260640.70300523,273022.840208653,274966.945962208,326406.72365212,288604.899353213,312758.743342402,1.06652029808837,0.919344535779461
"P11881-2","Itpr1","Inositol 1,4,5-trisphosphate receptor type 1",0.833148558758315,6,18,24,128524.818129956,127957.597837214,123748.243116085,119332.013701596,115691.685465691,109617.916589555,107729.079026729,102268.656425032,1.102056701616,0.786621932907708
"P11983","Tcp1","T-complex protein 1 subunit alpha",0.846614950634697,12,12,24,921880.872073651,948622.112886833,935623.499841202,940299.3641134,905438.748155625,895805.252783358,855087.013056545,847283.556827331,1.03179961279757,0.905487900787445
"P12023","App","Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31",0.442350332594235,12,18,24,649600.020765064,707021.697468849,667187.35165096,639310.691577872,633224.108239677,666414.217682448,636095.741397416,660541.714304614,1.07063461319273,0.268681281679427
"P12265","Gusb","Beta-glucuronidase",0.753526093088858,6,6,24,3639.31521698982,4579.03072252505,5283.03023719766,3316.40801279509,4214.57070111091,3475.66040361863,3568.08402324706,6516.67681928496,1.25200250355278,0.929395319746171
"P12787","Cox5a","Cytochrome c oxidase subunit 5A, mitochondrial",0.0734478935698448,12,6,24,47095.3502935041,47531.8453663945,38963.044193431,41368.0758119529,42991.8786565908,41511.9019302239,40600.3794483475,40546.3309603883,1.1322693874474,0.251329087495109
"P12815-2","Pdcd6","Programmed cell death protein 6",0.828159645232816,6,12,24,18779.3746004245,20818.531272161,20640.3500657529,18396.6113153916,19643.7963444794,18127.0568957335,16781.21114293,18607.3549043027,1.05247064427291,0.930496598486424
"P12970","Rpl7a","60S ribosomal protein L7a",0.846614950634697,12,12,24,277444.502194019,232170.35306184,196640.899742459,243986.242919049,230538.67209413,263697.191442756,281742.335815256,227239.578153188,1.07800369074062,0.947833683603623
"P13020-2","Gsn","Gelsolin",0.753526093088858,6,6,24,998534.567587936,1001274.7938675,1018654.18649637,1081009.38797611,996348.789087665,930032.989834774,938231.613169588,909175.237734692,1.03291840560568,0.96579364587477
"P13439","Umps","Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase",0.963137472283814,12,6,24,11185.248431625,10188.4218194195,8418.79159562803,10809.392054571,9789.84293431317,12812.365411306,10624.2147885694,11069.8479485249,1.20783382448542,0.538628902697105
"P13516","Scd1","Acyl-CoA desaturase 1",0.923579946146942,12,18,24,110703.698780938,119628.093013649,112463.710332286,120075.819990282,124036.443619966,149892.72763472,146398.467280935,141888.517112845,1.14816672551925,0.80244309263113
"P13595-2","Ncam1","Neural cell adhesion molecule 1",0.080394922425952,6,12,24,24962.4559019479,23213.3946786047,20835.6969727314,24920.572821708,25625.9101920138,22291.3287831698,21514.1496791942,20536.6038611428,1.19453481165466,0.240408493732199
"P13808","Slc4a2","Anion exchange protein 2",0.914315937940762,12,12,24,19082.9154939013,18266.9534946333,16405.4271510027,18772.9595172368,18702.0654356653,22555.7977135818,19674.3018568454,16801.1840308335,1.14753995842662,0.620229421642147
"P13864","Dnmt1","DNA (cytosine-5)-methyltransferase 1",0.442350332594235,6,18,24,47374.7947098987,35777.5352249564,34246.5612424175,31850.318688439,34205.5379409338,30864.4961935231,34066.3267280997,26917.1768332333,1.38818800982845,0.29428263823027
"P14069","S100a6","Protein S100-A6",0.442350332594235,12,6,24,123757.8251444,130151.389800918,93213.6856657249,117960.960409834,96330.321758078,118464.260559728,117272.056232497,119200.098094099,1.18115197788961,0.563733956399405
"P14094","Atp1b1","Sodium/potassium-transporting ATPase subunit beta-1",0.881513303769401,6,18,24,113404.745746892,111097.725978814,114358.389678217,104135.843787722,103311.432763803,100980.15071917,96031.8873839192,100833.771103065,1.05730880465462,0.912535915152019
"P14115","Rpl27a","60S ribosomal protein L27a",0.846262341325811,6,12,24,425551.910827138,297805.532913271,286116.07467046,381016.796350094,262004.873364798,398377.589249035,377277.386269149,298396.351533564,1.04942716977682,0.997458534583152
"P14131","Rps16","40S ribosomal protein S16",0.846262341325811,12,12,24,145246.652458598,114482.045007228,93537.5448462489,136145.196755681,107406.705998361,166929.305824275,156814.328138014,116098.530393151,1.12406329330395,0.956214521522965
"P14148","Rpl7","60S ribosomal protein L7",0.846614950634697,12,12,24,247981.702306785,228491.226892094,198523.614863888,228160.850420988,208040.226858627,230995.182940995,259537.405656591,218115.902397967,1.02959969778998,0.994720029654458
"P14152","Mdh1","Malate dehydrogenase, cytoplasmic",0.753526093088858,6,6,24,448558.536005917,476364.192551365,534063.385258704,512156.364463122,471711.279509378,436151.488126828,428776.970981285,439326.808332435,1.055149381679,0.951279335512056
"P14206","Rpsa","40S ribosomal protein SA",0.914315937940762,12,12,24,571404.057320323,508484.780142404,556388.009342915,549339.961921646,532931.325894991,606152.258347752,559903.003298076,527256.252654331,1.0368706461416,0.94929307116121
"P14211","Calr","Calreticulin",0.473946784922395,24,12,24,1334159.92029963,1352470.23484624,1419674.05445862,1395969.81464179,1366725.31774819,1345589.36501179,1301239.14156432,1437322.06288728,1.05012204981616,0.49504377807317
"P14576","Srp54","Signal recognition particle 54 kDa protein",0.110014104372355,24,18,24,6174.20856771405,6119.49742092993,6922.85097323307,7855.30561772553,7177.16777174607,6275.56826452305,5646.39154339892,7606.02042218761,1.24737749942372,0.195103214509791
"P14602","Hspb1","Heat shock protein beta-1",0.51410437235543,24,6,24,141334.337231875,145953.178115164,156165.721967607,142237.197451848,131145.775577397,134366.923147567,136041.624740133,153103.289504539,1.0838974041497,0.651243422580297
